Year,RoundNumber,EventName,EventDate,DriverNumber,Abbreviation,FullName,TeamName,GridPosition,Position,Status,Points,Laps,Time
2018,20,Brazilian Grand Prix,2018-11-11,28,HAR,Brendon Hartley,Toro Rosso,16.0,11.0,+1 Lap,0.0,70.0,
2018,20,Brazilian Grand Prix,2018-11-11,55,SAI,Carlos Sainz,Renault,15.0,12.0,+1 Lap,0.0,70.0,
2018,20,Brazilian Grand Prix,2018-11-11,10,GAS,Pierre Gasly,Toro Rosso,9.0,13.0,+1 Lap,0.0,70.0,
2018,20,Brazilian Grand Prix,2018-11-11,2,VAN,Stoffel Vandoorne,McLaren,20.0,14.0,+1 Lap,0.0,70.0,
2018,20,Brazilian Grand Prix,2018-11-11,31,OCO,Esteban Ocon,Racing Point,18.0,15.0,+1 Lap,0.0,70.0,
2018,20,Brazilian Grand Prix,2018-11-11,35,SIR,Sergey Sirotkin,Williams,14.0,16.0,+2 Laps,0.0,69.0,
2018,20,Brazilian Grand Prix,2018-11-11,14,ALO,Fernando Alonso,McLaren,17.0,17.0,+2 Laps,0.0,69.0,
2018,20,Brazilian Grand Prix,2018-11-11,18,STR,Lance Stroll,Williams,19.0,18.0,+2 Laps,0.0,69.0,
2018,20,Brazilian Grand Prix,2018-11-11,27,HUL,Nico Hulkenberg,Renault,13.0,19.0,Overheating,0.0,32.0,
2018,20,Brazilian Grand Prix,2018-11-11,9,ERI,Marcus Ericsson,Sauber,6.0,20.0,Collision,0.0,20.0,
2018,21,Abu Dhabi Grand Prix,2018-11-25,44,HAM,Lewis Hamilton,Mercedes,1.0,1.0,Finished,25.0,55.0,0 days 01:39:40.382000
2018,21,Abu Dhabi Grand Prix,2018-11-25,5,VET,Sebastian Vettel,Ferrari,3.0,2.0,Finished,18.0,55.0,0 days 00:00:02.581000
2018,21,Abu Dhabi Grand Prix,2018-11-25,33,VER,Max Verstappen,Red Bull Racing,6.0,3.0,Finished,15.0,55.0,0 days 00:00:12.706000
2018,21,Abu Dhabi Grand Prix,2018-11-25,3,RIC,Daniel Ricciardo,Red Bull Racing,5.0,4.0,Finished,12.0,55.0,0 days 00:00:15.379000
2018,21,Abu Dhabi Grand Prix,2018-11-25,77,BOT,Valtteri Bottas,Mercedes,2.0,5.0,Finished,10.0,55.0,0 days 00:00:47.957000
2018,21,Abu Dhabi Grand Prix,2018-11-25,55,SAI,Carlos Sainz,Renault,11.0,6.0,Finished,8.0,55.0,0 days 00:01:12.548000
2018,21,Abu Dhabi Grand Prix,2018-11-25,16,LEC,Charles Leclerc,Sauber,8.0,7.0,Finished,6.0,55.0,0 days 00:01:30.789000
2018,21,Abu Dhabi Grand Prix,2018-11-25,11,PER,Sergio Perez,Racing Point,14.0,8.0,Finished,4.0,55.0,0 days 00:01:31.275000
2018,21,Abu Dhabi Grand Prix,2018-11-25,8,GRO,Romain Grosjean,Haas F1 Team,7.0,9.0,+1 Lap,2.0,54.0,
2018,21,Abu Dhabi Grand Prix,2018-11-25,20,MAG,Kevin Magnussen,Haas F1 Team,13.0,10.0,+1 Lap,1.0,54.0,
2018,21,Abu Dhabi Grand Prix,2018-11-25,14,ALO,Fernando Alonso,McLaren,15.0,11.0,+1 Lap,0.0,54.0,
2018,21,Abu Dhabi Grand Prix,2018-11-25,28,HAR,Brendon Hartley,Toro Rosso,16.0,12.0,+1 Lap,0.0,54.0,
2018,21,Abu Dhabi Grand Prix,2018-11-25,18,STR,Lance Stroll,Williams,20.0,13.0,+1 Lap,0.0,54.0,
2018,21,Abu Dhabi Grand Prix,2018-11-25,2,VAN,Stoffel Vandoorne,McLaren,18.0,14.0,+1 Lap,0.0,54.0,
2018,21,Abu Dhabi Grand Prix,2018-11-25,35,SIR,Sergey Sirotkin,Williams,19.0,15.0,+1 Lap,0.0,54.0,
2018,21,Abu Dhabi Grand Prix,2018-11-25,10,GAS,Pierre Gasly,Toro Rosso,17.0,16.0,Engine,0.0,46.0,
2018,21,Abu Dhabi Grand Prix,2018-11-25,31,OCO,Esteban Ocon,Racing Point,9.0,17.0,Engine,0.0,44.0,
2018,21,Abu Dhabi Grand Prix,2018-11-25,9,ERI,Marcus Ericsson,Sauber,12.0,18.0,Power loss,0.0,24.0,
2018,21,Abu Dhabi Grand Prix,2018-11-25,7,RAI,Kimi Räikkönen,Ferrari,4.0,19.0,Power loss,0.0,6.0,
2018,21,Abu Dhabi Grand Prix,2018-11-25,27,HUL,Nico Hulkenberg,Renault,10.0,20.0,Collision,0.0,0.0,
