Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Position,Deleted,DeletedReason,IsAccurate,Year,RoundNumber
3757.856,GAS,10,99.231,18.0,1.0,,3756.532,34.932,43.324,20.975,270.0,301.0,,302.0,False,SOFT,21.0,False,Toro Rosso,3658.625,1,6.0,,,False,2019,17
3873.56,GAS,10,115.704,19.0,2.0,3779.87,,54.81,42.449,18.445,269.0,305.0,261.0,303.0,False,MEDIUM,1.0,True,Toro Rosso,3757.856,1,12.0,,,False,2019,17
3860.402,PER,11,99.894,19.0,1.0,,3859.103,34.607,43.333,21.954,271.0,302.0,,273.0,False,SOFT,19.0,True,Racing Point,3760.508,1,8.0,,,False,2019,17
3975.029,PER,11,114.627,20.0,2.0,3882.03,,53.712,42.639,18.276,273.0,305.0,260.0,306.0,False,MEDIUM,1.0,True,Racing Point,3860.402,1,13.0,,,False,2019,17
5986.214,PER,11,98.643,41.0,2.0,,5985.1,34.806,42.94,20.897,271.0,304.0,,305.0,False,MEDIUM,22.0,True,Racing Point,5887.571,1,11.0,,,False,2019,17
6098.998,PER,11,112.784,42.0,3.0,6008.242,,52.896,41.858,18.03,278.0,306.0,263.0,305.0,False,SOFT,1.0,True,Racing Point,5986.214,1,11.0,,,False,2019,17
2303.111,LEC,16,96.624,3.0,1.0,,2301.806,33.764,42.45,20.41,269.0,306.0,,306.0,False,SOFT,6.0,False,Ferrari,2206.487,1,4.0,,,False,2019,17
2424.253,LEC,16,121.142,4.0,2.0,2332.294,,61.042,42.033,18.067,270.0,306.0,260.0,301.0,False,MEDIUM,1.0,True,Ferrari,2303.111,12,20.0,,,False,2019,17
4441.799,LEC,16,99.203,25.0,2.0,,4440.533,34.658,43.207,21.338,273.0,303.0,,305.0,False,MEDIUM,22.0,True,Ferrari,4342.596,1,7.0,,,False,2019,17
4555.163,LEC,16,113.364,26.0,3.0,4464.086,,53.856,41.596,17.912,271.0,307.0,264.0,306.0,False,SOFT,1.0,True,Ferrari,4441.799,1,12.0,,,False,2019,17
6436.047,LEC,16,96.816,46.0,3.0,,6434.943,33.635,42.393,20.788,276.0,304.0,,304.0,False,SOFT,21.0,True,Ferrari,6339.231,1,6.0,,,False,2019,17
6551.095,LEC,16,115.048,47.0,4.0,6458.348,,55.035,42.021,17.992,226.0,307.0,272.0,307.0,False,SOFT,4.0,False,Ferrari,6436.047,1,6.0,,,False,2019,17
3759.194,STR,18,99.403,18.0,1.0,,3758.085,34.662,43.608,21.133,268.0,304.0,,301.0,False,SOFT,18.0,True,Racing Point,3659.791,1,8.0,,,False,2019,17
3874.365,STR,18,115.171,19.0,2.0,3781.207,,54.082,42.638,18.451,280.0,309.0,261.0,307.0,False,MEDIUM,1.0,True,Racing Point,3759.194,1,13.0,,,False,2019,17
3681.028,MAG,20,100.843,17.0,1.0,,3680.074,35.692,43.694,21.457,266.0,299.0,,299.0,False,MEDIUM,17.0,True,Haas F1 Team,3580.185,1,15.0,,,False,2019,17
3797.705,MAG,20,116.677,18.0,2.0,3703.903,,55.537,42.364,18.776,267.0,304.0,262.0,304.0,False,HARD,1.0,True,Haas F1 Team,3681.028,1,18.0,,,False,2019,17
6602.678,MAG,20,98.974,47.0,2.0,,6601.418,34.373,43.337,21.264,270.0,296.0,,295.0,False,HARD,30.0,True,Haas F1 Team,6503.704,1,17.0,,,False,2019,17
6720.229,MAG,20,117.551,48.0,3.0,6625.369,,55.372,43.248,18.931,265.0,295.0,260.0,285.0,False,SOFT,1.0,True,Haas F1 Team,6602.678,1,17.0,,,False,2019,17
3460.427,ALB,23,98.401,15.0,1.0,,3459.118,34.297,43.188,20.916,270.0,305.0,,302.0,False,SOFT,18.0,False,Red Bull Racing,3362.026,1,5.0,,,False,2019,17
3573.619,ALB,23,113.192,16.0,2.0,3482.549,,53.144,42.042,18.006,271.0,303.0,262.0,303.0,False,MEDIUM,1.0,True,Red Bull Racing,3460.427,1,10.0,,,False,2019,17
5276.972,ALB,23,96.582,34.0,2.0,,5275.59,33.728,42.396,20.458,271.0,305.0,,304.0,False,MEDIUM,19.0,True,Red Bull Racing,5180.39,1,4.0,,,False,2019,17
5390.547,ALB,23,113.575,35.0,3.0,5298.92,,53.406,41.907,18.262,271.0,302.0,262.0,301.0,False,SOFT,4.0,False,Red Bull Racing,5276.972,1,4.0,,,False,2019,17
4652.701,KVY,26,102.118,27.0,1.0,,4651.383,36.76,44.402,20.956,267.0,306.0,,304.0,False,SOFT,27.0,True,Toro Rosso,4550.583,1,12.0,,,False,2019,17
4768.653,KVY,26,115.952,28.0,2.0,4674.717,,55.01,42.718,18.224,269.0,304.0,262.0,305.0,False,MEDIUM,1.0,True,Toro Rosso,4652.701,1,17.0,,,False,2019,17
3856.343,HUL,27,98.582,19.0,1.0,,3855.348,34.534,43.25,20.798,266.0,299.0,,298.0,False,SOFT,19.0,True,Renault,3757.761,1,6.0,,,False,2019,17
3972.481,HUL,27,116.138,20.0,2.0,3879.151,,55.347,42.608,18.183,265.0,304.0,262.0,303.0,False,MEDIUM,1.0,True,Renault,3856.343,1,12.0,,,False,2019,17
4828.415,RIC,3,100.221,29.0,1.0,,4828.43,35.207,43.858,21.156,263.0,304.0,,301.0,False,MEDIUM,29.0,True,Renault,4728.194,1,6.0,,,False,2019,17
4943.299,RIC,3,114.884,30.0,2.0,4850.806,,54.256,42.375,18.253,266.0,303.0,260.0,301.0,False,SOFT,1.0,True,Renault,4828.415,1,11.0,,,False,2019,17
3391.623,VER,33,99.949,14.0,1.0,,3390.59,34.96,43.769,21.22,271.0,304.0,,302.0,False,SOFT,17.0,False,Red Bull Racing,3291.674,1,18.0,,,False,2019,17
2406.381,NOR,4,99.822,4.0,1.0,,2405.112,34.42,42.926,22.476,263.0,303.0,,294.0,False,SOFT,7.0,False,McLaren,2306.559,12,8.0,,,False,2019,17
2522.952,NOR,4,116.571,5.0,2.0,2430.554,,56.132,42.133,18.306,263.0,301.0,260.0,293.0,False,MEDIUM,1.0,True,McLaren,2406.381,1,20.0,,,False,2019,17
4457.286,NOR,4,101.533,25.0,2.0,,4456.933,35.576,44.299,21.658,269.0,306.0,,299.0,False,MEDIUM,21.0,True,McLaren,4355.753,1,13.0,,,False,2019,17
4575.511,NOR,4,118.225,26.0,3.0,4480.101,,56.397,43.313,18.515,202.0,303.0,260.0,297.0,False,HARD,2.0,False,McLaren,4457.286,1,17.0,,,False,2019,17
4013.425,HAM,44,98.272,21.0,1.0,,4012.133,34.054,43.203,21.015,273.0,301.0,,297.0,False,SOFT,24.0,False,Mercedes,3915.153,1,2.0,,,False,2019,17
4127.318,HAM,44,113.893,22.0,2.0,4036.096,,54.205,41.769,17.919,273.0,301.0,261.0,299.0,False,MEDIUM,1.0,True,Mercedes,4013.425,1,3.0,,,False,2019,17
5989.072,HAM,44,95.867,42.0,2.0,,5987.755,33.176,42.071,20.62,275.0,302.0,,303.0,False,MEDIUM,21.0,True,Mercedes,5893.205,1,1.0,,,False,2019,17
6101.375,HAM,44,112.303,43.0,3.0,6011.351,,53.158,41.378,17.767,278.0,304.0,265.0,302.0,False,SOFT,9.0,False,Mercedes,5989.072,1,3.0,,,False,2019,17
3536.798,VET,5,98.208,16.0,1.0,,3536.212,34.045,42.839,21.324,274.0,304.0,,302.0,False,SOFT,19.0,False,Ferrari,3438.59,1,3.0,,,False,2019,17
3650.327,VET,5,113.529,17.0,2.0,3559.501,,53.904,41.612,18.013,271.0,305.0,265.0,305.0,False,SOFT,1.0,True,Ferrari,3536.798,1,4.0,,,False,2019,17
4963.636,VET,5,97.594,31.0,2.0,,4962.695,33.538,42.525,21.531,276.0,308.0,,308.0,False,SOFT,15.0,True,Ferrari,4866.042,1,3.0,,,False,2019,17
5076.427,VET,5,112.791,32.0,3.0,4985.568,,53.216,41.485,18.09,273.0,311.0,264.0,300.0,False,MEDIUM,1.0,True,Ferrari,4963.636,1,3.0,,,False,2019,17
4522.925,SAI,55,100.522,26.0,1.0,,4522.95,34.684,43.602,22.236,266.0,299.0,,294.0,False,SOFT,29.0,False,McLaren,4422.403,1,5.0,,,False,2019,17
4637.207,SAI,55,114.282,27.0,2.0,4549.434,,53.547,42.463,18.272,276.0,300.0,263.0,294.0,False,MEDIUM,1.0,True,McLaren,4522.925,1,6.0,,,False,2019,17
4480.32,RUS,63,100.548,25.0,1.0,,4479.096,35.276,43.801,21.471,262.0,297.0,,295.0,False,MEDIUM,25.0,True,Williams,4379.772,1,18.0,,,False,2019,17
4598.189,RUS,63,117.869,26.0,2.0,4502.81,,56.118,43.074,18.677,270.0,297.0,258.0,295.0,False,HARD,1.0,True,Williams,4480.32,1,18.0,,,False,2019,17
3487.968,RAI,7,100.313,15.0,1.0,,3486.982,34.795,44.03,21.488,272.0,299.0,,299.0,False,MEDIUM,15.0,True,Alfa Romeo Racing,3387.655,1,17.0,,,False,2019,17
3604.978,RAI,7,117.01,16.0,2.0,3511.335,,55.919,42.655,18.436,266.0,296.0,259.0,295.0,False,HARD,1.0,True,Alfa Romeo Racing,3487.968,1,18.0,,,False,2019,17
5537.93,RAI,7,99.631,36.0,2.0,,5536.642,35.27,43.365,20.996,272.0,299.0,,302.0,False,HARD,21.0,True,Alfa Romeo Racing,5438.299,1,16.0,,,False,2019,17
5651.716,RAI,7,113.786,37.0,3.0,5559.947,,53.644,42.044,18.098,267.0,298.0,260.0,297.0,False,SOFT,1.0,True,Alfa Romeo Racing,5537.93,1,17.0,,,False,2019,17
3623.045,BOT,77,96.449,17.0,1.0,,3621.831,33.55,42.2,20.699,270.0,301.0,,300.0,False,SOFT,20.0,False,Mercedes,3526.596,1,1.0,,,False,2019,17
3734.567,BOT,77,111.522,18.0,2.0,3644.933,,52.416,41.208,17.898,275.0,302.0,263.0,300.0,False,MEDIUM,1.0,True,Mercedes,3623.045,1,2.0,,,False,2019,17
5418.961,BOT,77,95.853,36.0,2.0,,5417.653,33.28,42.164,20.409,273.0,305.0,,305.0,False,MEDIUM,19.0,True,Mercedes,5323.108,1,1.0,,,False,2019,17
5530.994,BOT,77,112.033,37.0,3.0,5440.806,,52.738,41.356,17.939,275.0,308.0,268.0,309.0,False,SOFT,4.0,False,Mercedes,5418.961,1,2.0,,,False,2019,17
3584.889,GRO,8,101.398,16.0,1.0,,3583.723,35.894,44.05,21.454,270.0,296.0,,298.0,False,SOFT,19.0,False,Haas F1 Team,3483.491,1,16.0,,,False,2019,17
3699.742,GRO,8,114.853,17.0,2.0,3607.286,,54.116,42.443,18.294,267.0,295.0,257.0,295.0,False,HARD,1.0,True,Haas F1 Team,3584.889,1,17.0,,,False,2019,17
2123.105,KUB,88,109.502,1.0,1.0,2022.724,,,45.773,19.226,267.0,299.0,253.0,269.0,False,MEDIUM,1.0,True,Williams,2013.441,1,20.0,,,False,2019,17
4211.314,KUB,88,102.435,22.0,1.0,,4210.774,35.628,44.657,22.15,264.0,295.0,,276.0,False,MEDIUM,22.0,True,Williams,4108.879,1,19.0,,,False,2019,17
4334.545,KUB,88,123.231,23.0,2.0,4236.839,,60.457,43.972,18.802,268.0,297.0,257.0,295.0,False,HARD,1.0,True,Williams,4211.314,1,19.0,,,False,2019,17
5328.222,KUB,88,103.586,33.0,2.0,,5327.177,36.938,45.329,21.319,271.0,301.0,,292.0,False,HARD,11.0,True,Williams,5224.636,1,19.0,,,False,2019,17
5446.053,KUB,88,117.831,34.0,3.0,5350.078,,55.036,43.866,18.929,271.0,299.0,253.0,296.0,False,MEDIUM,1.0,True,Williams,5328.222,1,19.0,,,False,2019,17
3774.634,GIO,99,100.74,18.0,1.0,,3773.36,35.613,43.65,21.477,268.0,301.0,,301.0,False,MEDIUM,18.0,True,Alfa Romeo Racing,3673.894,1,13.0,,,False,2019,17
3892.049,GIO,99,117.415,19.0,2.0,3796.737,,55.994,42.974,18.447,274.0,300.0,259.0,300.0,False,HARD,1.0,True,Alfa Romeo Racing,3774.634,1,16.0,,,False,2019,17
6790.066,GIO,99,99.419,49.0,2.0,,6788.8,34.225,43.44,21.754,274.0,299.0,,299.0,False,HARD,31.0,True,Alfa Romeo Racing,6690.647,1,16.0,,,False,2019,17
6904.306,GIO,99,114.24,50.0,3.0,6812.569,,54.157,42.044,18.039,276.0,300.0,264.0,297.0,False,SOFT,1.0,True,Alfa Romeo Racing,6790.066,1,16.0,,,False,2019,17
3903.503,HAM,44,84.334,23.0,1.0,,3901.664,28.392,31.415,24.527,301.0,285.0,,333.0,False,MEDIUM,26.0,False,Mercedes,3819.169,1,2.0,,,False,2019,18
4002.406,HAM,44,98.903,24.0,2.0,3924.145,,47.193,30.797,20.913,297.0,285.0,253.0,304.0,False,HARD,1.0,True,Mercedes,3903.503,1,4.0,,,False,2019,18
5045.615,VET,5,84.894,37.0,1.0,,5043.896,28.849,31.412,24.633,301.0,287.0,,324.0,False,MEDIUM,40.0,False,Ferrari,4960.721,1,1.0,,,False,2019,18
5145.026,VET,5,99.411,38.0,2.0,5065.684,,46.921,31.585,20.905,298.0,287.0,254.0,314.0,False,HARD,1.0,True,Ferrari,5045.615,1,4.0,,,False,2019,18
4967.716,BOT,77,86.341,36.0,1.0,,4967.019,28.762,32.286,25.293,298.0,285.0,,328.0,False,MEDIUM,39.0,False,Mercedes,4881.375,1,3.0,,,False,2019,18
5067.226,BOT,77,99.51,37.0,2.0,4988.376,,47.555,31.319,20.636,294.0,287.0,251.0,312.0,False,HARD,1.0,True,Mercedes,4967.716,1,5.0,,,False,2019,18
3249.325,LEC,16,84.121,15.0,1.0,,3248.115,28.715,31.366,24.04,296.0,286.0,,323.0,False,MEDIUM,18.0,False,Ferrari,3165.204,1,2.0,,,False,2019,18
3348.817,LEC,16,99.492,16.0,2.0,3269.526,,47.031,31.412,21.049,296.0,285.0,251.0,311.0,False,MEDIUM,1.0,True,Ferrari,3249.325,1,4.0,,,False,2019,18
5537.722,LEC,16,83.922,43.0,2.0,,5536.317,28.431,31.264,24.227,300.0,288.0,,331.0,False,MEDIUM,28.0,True,Ferrari,5453.8,1,1.0,,,False,2019,18
5640.309,LEC,16,102.587,44.0,3.0,5561.778,,50.999,31.244,20.344,301.0,286.0,254.0,316.0,False,HARD,1.0,True,Ferrari,5537.722,1,5.0,,,False,2019,18
3172.606,ALB,23,84.888,14.0,1.0,,3170.808,28.735,31.574,24.579,299.0,278.0,,325.0,False,MEDIUM,17.0,False,Red Bull Racing,3087.718,1,4.0,,,False,2019,18
3276.315,ALB,23,103.709,15.0,2.0,3193.207,,48.145,33.749,21.815,293.0,291.0,249.0,300.0,False,MEDIUM,1.0,True,Red Bull Racing,3172.606,1,5.0,,,False,2019,18
5629.362,ALB,23,83.717,44.0,2.0,,5627.619,28.593,31.142,23.982,292.0,286.0,,326.0,False,MEDIUM,30.0,True,Red Bull Racing,5545.645,1,3.0,,,False,2019,18
5729.04,ALB,23,99.678,45.0,3.0,5649.773,,47.533,31.507,20.638,288.0,286.0,252.0,310.0,False,HARD,1.0,True,Red Bull Racing,5629.362,1,5.0,,,False,2019,18
2469.397,VER,33,110.984,5.0,1.0,,2467.614,30.889,49.294,30.801,213.0,136.0,,318.0,False,MEDIUM,8.0,False,Red Bull Racing,2358.413,12,20.0,,,False,2019,18
2571.714,VER,33,102.317,6.0,2.0,2492.142,,50.16,31.466,20.691,286.0,279.0,248.0,304.0,False,HARD,1.0,True,Red Bull Racing,2469.397,1,20.0,,,False,2019,18
3692.474,PER,11,85.377,20.0,1.0,,3690.679,28.794,31.953,24.63,297.0,283.0,,332.0,False,MEDIUM,20.0,True,Racing Point,3607.097,1,7.0,,,False,2019,18
3793.386,PER,11,100.912,21.0,2.0,3713.29,,47.493,32.279,21.14,280.0,292.0,247.0,313.0,False,HARD,1.0,True,Racing Point,3692.474,1,10.0,,,False,2019,18
6151.601,RIC,3,84.808,50.0,1.0,,6149.465,28.893,31.753,24.162,297.0,282.0,,327.0,False,HARD,50.0,True,Renault,6066.793,1,6.0,,,False,2019,18
6252.037,RIC,3,100.436,51.0,2.0,6171.549,,47.851,31.793,20.792,296.0,285.0,249.0,308.0,False,MEDIUM,1.0,True,Renault,6151.601,1,8.0,,,False,2019,18
2784.396,GAS,10,86.599,9.0,1.0,,2782.712,28.865,32.916,24.818,282.0,283.0,,348.0,False,SOFT,12.0,False,Toro Rosso,2697.797,1,13.0,,,False,2019,18
2885.494,GAS,10,101.098,10.0,2.0,2805.301,,48.101,31.958,21.039,279.0,283.0,249.0,305.0,False,HARD,1.0,True,Toro Rosso,2784.396,1,19.0,,,False,2019,18
6103.493,GAS,10,84.263,49.0,2.0,,6101.683,28.493,31.488,24.282,301.0,287.0,,326.0,False,HARD,40.0,True,Toro Rosso,6019.23,1,12.0,,,False,2019,18
6203.211,GAS,10,99.718,50.0,3.0,6124.516,,47.601,31.367,20.75,296.0,289.0,252.0,310.0,False,MEDIUM,1.0,True,Toro Rosso,6103.493,1,13.0,,,False,2019,18
3530.928,HUL,27,85.709,18.0,1.0,,3528.476,28.629,32.515,24.565,290.0,287.0,,347.0,False,MEDIUM,18.0,True,Renault,3445.219,1,8.0,,,False,2019,18
3632.213,HUL,27,101.285,19.0,2.0,3550.971,,47.833,32.374,21.078,291.0,281.0,245.0,310.0,False,HARD,1.0,True,Renault,3530.928,1,13.0,,,False,2019,18
2865.782,KVY,26,87.899,10.0,1.0,,2863.987,29.788,33.341,24.77,276.0,290.0,,327.0,False,SOFT,13.0,False,Toro Rosso,2777.883,1,11.0,,,False,2019,18
2968.024,KVY,26,102.242,11.0,2.0,2886.706,,48.183,32.779,21.28,286.0,282.0,248.0,308.0,False,HARD,1.0,True,Toro Rosso,2865.782,1,18.0,,,False,2019,18
5682.598,KVY,26,84.795,44.0,2.0,,5681.609,28.673,31.801,24.321,294.0,290.0,,332.0,False,HARD,34.0,True,Toro Rosso,5597.803,1,9.0,,,False,2019,18
5781.255,KVY,26,98.657,45.0,3.0,5702.976,,47.226,30.851,20.58,300.0,288.0,251.0,310.0,False,MEDIUM,1.0,True,Toro Rosso,5682.598,1,12.0,,,False,2019,18
5101.267,STR,18,85.458,37.0,1.0,,5098.714,29.208,32.161,24.089,297.0,281.0,,326.0,False,MEDIUM,37.0,True,Racing Point,5015.809,1,7.0,,,False,2019,18
5201.763,STR,18,100.496,38.0,2.0,5121.507,,47.837,31.731,20.928,290.0,285.0,247.0,310.0,False,HARD,1.0,True,Racing Point,5101.267,1,11.0,,,False,2019,18
3279.179,SAI,55,88.492,15.0,1.0,,3277.842,29.845,33.709,24.938,271.0,281.0,,325.0,False,SOFT,18.0,False,McLaren,3190.687,1,8.0,,,False,2019,18
3383.05,SAI,55,103.871,16.0,2.0,3299.918,,48.285,33.961,21.625,265.0,294.0,246.0,305.0,False,HARD,1.0,True,McLaren,3279.179,1,13.0,,,False,2019,18
4966.014,SAI,55,90.541,35.0,2.0,,4964.658,29.947,35.816,24.778,298.0,291.0,,324.0,False,HARD,20.0,True,McLaren,4875.473,1,14.0,,,False,2019,18
5066.017,SAI,55,100.003,36.0,3.0,4986.668,,47.282,31.721,21.0,287.0,283.0,248.0,304.0,False,MEDIUM,1.0,True,McLaren,4966.014,1,14.0,,,False,2019,18
3786.323,GIO,99,85.767,21.0,1.0,,3784.275,29.022,32.075,24.67,290.0,282.0,,324.0,False,MEDIUM,21.0,True,Alfa Romeo Racing,3700.556,1,8.0,,,False,2019,18
3910.501,GIO,99,124.178,22.0,2.0,3827.309,,70.437,32.505,21.236,284.0,282.0,250.0,303.0,False,HARD,1.0,True,Alfa Romeo Racing,3786.323,1,18.0,,,False,2019,18
4396.692,MAG,20,86.623,28.0,1.0,,4394.438,29.164,32.806,24.653,289.0,281.0,,328.0,False,MEDIUM,28.0,True,Haas F1 Team,4310.069,1,15.0,,,False,2019,18
4498.709,MAG,20,102.017,29.0,2.0,4417.497,,48.485,32.034,21.498,283.0,283.0,249.0,309.0,False,HARD,1.0,True,Haas F1 Team,4396.692,1,17.0,,,False,2019,18
3898.132,RUS,63,87.063,22.0,1.0,,3896.563,28.858,33.062,25.143,293.0,278.0,,344.0,False,MEDIUM,22.0,True,Williams,3811.069,1,17.0,,,False,2019,18
4002.768,RUS,63,104.636,23.0,2.0,3918.559,,48.658,34.417,21.561,288.0,286.0,247.0,305.0,False,HARD,1.0,True,Williams,3898.132,1,19.0,,,False,2019,18
5170.957,GRO,8,87.602,37.0,1.0,,5168.736,29.469,32.781,25.352,292.0,281.0,,321.0,False,MEDIUM,37.0,True,Haas F1 Team,5083.355,1,17.0,,,False,2019,18
5274.434,GRO,8,103.477,38.0,2.0,5192.641,,49.858,32.376,21.243,291.0,281.0,250.0,307.0,False,HARD,1.0,True,Haas F1 Team,5170.957,1,19.0,,,False,2019,18
3813.16,KUB,88,87.295,21.0,1.0,,3810.657,29.384,32.947,24.964,295.0,278.0,,328.0,False,MEDIUM,21.0,True,Williams,3725.865,1,19.0,,,False,2019,18
3917.42,KUB,88,104.26,22.0,2.0,3835.506,,50.48,32.29,21.49,298.0,281.0,245.0,306.0,False,HARD,1.0,True,Williams,3813.16,1,19.0,,,False,2019,18
7098.109,KUB,88,86.156,60.0,2.0,,7095.917,28.85,32.404,24.902,296.0,284.0,,349.0,False,HARD,39.0,True,Williams,7011.953,1,17.0,,,False,2019,18
7199.239,KUB,88,101.13,61.0,3.0,7118.187,,48.157,31.838,21.135,296.0,283.0,249.0,309.0,False,MEDIUM,1.0,True,Williams,7098.109,1,18.0,,,False,2019,18
3287.87,RAI,7,86.595,15.0,1.0,,3285.401,29.219,32.493,24.883,294.0,282.0,,325.0,False,MEDIUM,15.0,True,Alfa Romeo Racing,3201.275,1,12.0,,,False,2019,18
3389.905,RAI,7,102.035,16.0,2.0,3308.148,,48.204,32.402,21.429,291.0,284.0,250.0,308.0,False,HARD,1.0,True,Alfa Romeo Racing,3287.87,1,19.0,,,False,2019,18
6367.173,RAI,7,84.49,52.0,2.0,,6364.852,28.776,31.641,24.073,299.0,284.0,,324.0,False,HARD,37.0,True,Alfa Romeo Racing,6282.683,1,13.0,,,False,2019,18
6467.906,RAI,7,100.733,53.0,3.0,6387.805,,48.197,31.781,20.755,295.0,283.0,253.0,306.0,False,MEDIUM,1.0,False,Alfa Romeo Racing,6367.173,1,15.0,,,False,2019,18
6876.559,RAI,7,86.612,58.0,3.0,,6874.178,28.835,31.506,26.271,284.0,284.0,,308.0,False,MEDIUM,6.0,False,Alfa Romeo Racing,6789.947,1,15.0,,,False,2019,18
3029.907,NOR,4,86.894,12.0,1.0,,3028.529,29.217,32.816,24.861,292.0,279.0,,326.0,False,SOFT,15.0,False,McLaren,2943.013,1,9.0,,,False,2019,18
3234.744,NOR,4,,13.0,2.0,3151.672,,,33.146,21.665,285.0,280.0,247.0,291.0,False,HARD,1.0,True,McLaren,3029.907,1,20.0,,,False,2019,18
6147.333,NOR,4,89.089,48.0,2.0,,6145.645,29.228,31.714,28.147,295.0,234.0,,320.0,False,HARD,36.0,True,McLaren,6058.244,1,20.0,,,False,2019,18
3969.358,GAS,10,103.938,19.0,1.0,,3968.465,28.163,41.224,34.551,193.0,178.0,,296.0,False,SOFT,22.0,False,Toro Rosso,3865.42,1,7.0,,,False,2019,19
4092.543,GAS,10,123.185,20.0,2.0,3992.654,,48.405,40.886,33.894,198.0,180.0,204.0,291.0,False,HARD,1.0,True,Toro Rosso,3969.358,1,12.0,,,False,2019,19
7459.311,GAS,10,109.16,53.0,2.0,,7458.435,30.222,41.551,37.387,179.0,183.0,,304.0,False,HARD,34.0,True,Toro Rosso,7350.151,1,13.0,,,False,2019,19
7594.829,GAS,10,135.518,54.0,3.0,7482.785,7588.003,48.187,41.035,46.296,207.0,164.0,,282.0,False,SOFT,3.0,False,Toro Rosso,7459.311,12,15.0,,,False,2019,19
2117.29,PER,11,113.54,1.0,1.0,2012.405,,,43.501,35.619,201.0,170.0,201.0,282.0,False,MEDIUM,1.0,True,Racing Point,2003.612,1,18.0,,,False,2019,19
4495.026,PER,11,103.332,24.0,1.0,,4494.146,27.881,41.217,34.234,202.0,185.0,,302.0,False,MEDIUM,24.0,True,Racing Point,4391.694,1,8.0,,,False,2019,19
4615.263,PER,11,120.237,25.0,2.0,4518.475,,47.597,39.992,32.648,206.0,186.0,206.0,302.0,False,HARD,1.0,True,Racing Point,4495.026,1,14.0,,,False,2019,19
4054.324,LEC,16,103.822,20.0,1.0,,4053.645,27.893,41.614,34.315,189.0,184.0,,294.0,False,MEDIUM,23.0,False,Ferrari,3950.502,1,4.0,,,False,2019,19
4181.17,LEC,16,126.846,21.0,2.0,4082.601,,53.904,40.256,32.686,206.0,182.0,205.0,297.0,False,HARD,1.0,True,Ferrari,4054.324,1,6.0,,,False,2019,19
6285.005,LEC,16,102.087,42.0,2.0,,6284.099,27.4,40.706,33.981,203.0,187.0,,297.0,False,HARD,22.0,True,Ferrari,6182.918,1,4.0,,,False,2019,19
6406.201,LEC,16,121.196,43.0,3.0,6307.948,,47.654,40.61,32.932,215.0,180.0,217.0,272.0,False,SOFT,1.0,True,Ferrari,6285.005,1,4.0,,,False,2019,19
2950.04,STR,18,104.553,9.0,1.0,,2949.221,28.166,41.333,35.054,188.0,181.0,,314.0,False,MEDIUM,9.0,True,Racing Point,2845.487,21,15.0,,,False,2019,19
3073.738,STR,18,123.698,10.0,2.0,2973.7,,48.646,41.164,33.888,200.0,185.0,205.0,293.0,False,HARD,1.0,True,Racing Point,2950.04,1,19.0,,,False,2019,19
5019.724,STR,18,102.386,29.0,2.0,,5018.845,27.483,40.788,34.115,195.0,181.0,,301.0,False,HARD,20.0,True,Racing Point,4917.338,1,11.0,,,False,2019,19
5141.478,STR,18,121.754,30.0,3.0,5044.019,,48.549,40.168,33.037,197.0,189.0,209.0,300.0,False,SOFT,1.0,True,Racing Point,5019.724,1,16.0,,,False,2019,19
3884.123,MAG,20,103.621,18.0,1.0,,3883.241,28.02,41.252,34.349,203.0,183.0,,295.0,False,MEDIUM,18.0,True,Haas F1 Team,3780.502,1,14.0,,,False,2019,19
4007.018,MAG,20,122.895,19.0,2.0,3908.162,,49.477,40.584,32.834,214.0,186.0,204.0,291.0,False,HARD,2.0,False,Haas F1 Team,3884.123,1,17.0,,,False,2019,19
6159.711,MAG,20,104.926,40.0,2.0,,6158.84,27.721,41.386,35.819,204.0,183.0,,296.0,False,HARD,23.0,False,Haas F1 Team,6054.785,1,15.0,,,False,2019,19
6281.642,MAG,20,121.931,41.0,3.0,6183.58,,48.142,40.406,33.383,206.0,187.0,209.0,294.0,False,SOFT,1.0,True,Haas F1 Team,6159.711,1,17.0,,,False,2019,19
2113.27,ALB,23,109.52,1.0,1.0,,2112.368,,42.707,35.206,192.0,177.0,,306.0,False,SOFT,4.0,False,Red Bull Racing,2003.612,1,11.0,,,False,2019,19
2243.778,ALB,23,130.508,2.0,2.0,2146.479,,57.704,40.282,32.522,216.0,179.0,202.0,284.0,False,MEDIUM,1.0,True,Red Bull Racing,2113.27,1,20.0,,,False,2019,19
4083.288,ALB,23,103.47,20.0,2.0,,4082.398,27.803,41.484,34.183,193.0,177.0,,286.0,False,MEDIUM,19.0,True,Red Bull Racing,3979.818,1,9.0,,,False,2019,19
4203.34,ALB,23,120.052,21.0,3.0,4105.599,,47.121,40.232,32.699,207.0,180.0,206.0,288.0,False,MEDIUM,1.0,True,Red Bull Racing,4083.288,1,15.0,,,False,2019,19
6108.36,ALB,23,100.639,40.0,3.0,,6107.495,27.065,40.252,33.322,215.0,181.0,,290.0,False,MEDIUM,20.0,True,Red Bull Racing,6007.721,1,5.0,,,False,2019,19
