Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RoundNumber
0 days 01:21:28.367000,STR,18,,4.0,3.0,0 days 01:18:56.155000,0 days 01:21:17.105000,0 days 00:00:50.522000,0 days 00:00:33.100000,0 days 00:01:11.249000,0 days 01:19:44.270000,0 days 01:20:17.215000,0 days 01:21:28.547000,130.0,224.0,,166.0,False,INTERMEDIATE,1.0,True,Aston Martin,0 days 01:18:53.621000,,4,11.0,,,False,False,2025,1
0 days 01:23:48.776000,STR,18,0 days 00:02:20.409000,5.0,4.0,0 days 01:21:31.574000,,0 days 00:00:50.391000,0 days 00:00:31.168000,0 days 00:00:58.850000,0 days 01:22:18.816000,0 days 01:22:49.984000,0 days 01:23:48.834000,133.0,256.0,144.0,166.0,False,INTERMEDIATE,1.0,True,Aston Martin,0 days 01:21:28.367000,,4,11.0,,,False,False,2025,1
0 days 02:09:01.609000,STR,18,0 days 00:02:02.766000,33.0,4.0,,0 days 02:08:44.912000,0 days 00:00:32.155000,0 days 00:00:25.972000,0 days 00:01:04.639000,0 days 02:07:31.056000,0 days 02:07:57.028000,0 days 02:09:01.667000,266.0,136.0,,284.0,False,INTERMEDIATE,29.0,True,Aston Martin,0 days 02:06:58.843000,,124,11.0,,,False,False,2025,1
0 days 02:11:06.602000,STR,18,0 days 00:02:04.993000,34.0,5.0,0 days 02:09:03.663000,,0 days 00:00:47.742000,0 days 00:00:26.264000,0 days 00:00:50.987000,0 days 02:09:49.409000,0 days 02:10:15.673000,0 days 02:11:06.660000,203.0,255.0,276.0,162.0,False,HARD,2.0,False,Aston Martin,0 days 02:09:01.609000,,4,11.0,,,False,False,2025,1
0 days 02:30:01.763000,STR,18,0 days 00:01:44.738000,44.0,5.0,,0 days 02:29:44.983000,0 days 00:00:29.501000,0 days 00:00:18.324000,0 days 00:00:56.913000,0 days 02:28:46.584000,0 days 02:29:04.908000,0 days 02:30:01.821000,266.0,317.0,,300.0,False,HARD,12.0,False,Aston Martin,0 days 02:28:17.025000,,12,10.0,,,False,False,2025,1
0 days 02:31:39.019000,STR,18,0 days 00:01:37.256000,45.0,6.0,0 days 02:30:03.907000,,0 days 00:00:37.854000,0 days 00:00:19.421000,0 days 00:00:39.981000,0 days 02:30:39.675000,0 days 02:30:59.096000,0 days 02:31:39.077000,259.0,285.0,286.0,222.0,False,INTERMEDIATE,1.0,True,Aston Martin,0 days 02:30:01.763000,,21,10.0,,,False,False,2025,1
0 days 01:15:59.588000,TSU,22,,2.0,1.0,,0 days 01:15:46.618000,0 days 00:00:54.848000,0 days 00:00:35.961000,0 days 00:01:17.410000,0 days 01:14:06.313000,0 days 01:14:42.240000,0 days 01:15:59.642000,68.0,219.0,,201.0,False,INTERMEDIATE,2.0,True,Racing Bulls,0 days 01:13:11.264000,,4,6.0,,,False,False,2025,1
0 days 01:18:42.370000,TSU,22,,3.0,2.0,0 days 01:16:01.530000,0 days 01:18:29.345000,0 days 00:00:52.547000,0 days 00:00:33.756000,0 days 00:01:16.617000,0 days 01:16:52.265000,0 days 01:17:25.807000,0 days 01:18:42.608000,48.0,212.0,,167.0,False,INTERMEDIATE,3.0,False,Racing Bulls,0 days 01:15:59.588000,,4,6.0,,,False,False,2025,1
0 days 01:21:17.581000,TSU,22,,4.0,3.0,0 days 01:18:44.490000,0 days 01:21:06.137000,0 days 00:00:50.759000,0 days 00:00:33.109000,0 days 00:01:11.327000,0 days 01:19:33.362000,0 days 01:20:06.448000,0 days 01:21:17.807000,91.0,272.0,,166.0,False,INTERMEDIATE,4.0,False,Racing Bulls,0 days 01:18:42.370000,,4,6.0,,,False,False,2025,1
0 days 01:23:39.022000,TSU,22,0 days 00:02:21.441000,5.0,4.0,0 days 01:21:19.691000,,0 days 00:00:49.721000,0 days 00:00:33.012000,0 days 00:00:58.708000,0 days 01:22:07.356000,0 days 01:22:40.368000,0 days 01:23:39.076000,90.0,274.0,197.0,187.0,False,INTERMEDIATE,5.0,False,Racing Bulls,0 days 01:21:17.581000,,4,6.0,,,False,False,2025,1
0 days 02:08:30.129000,TSU,22,0 days 00:01:50.651000,33.0,4.0,,0 days 02:08:13.310000,0 days 00:00:31.860000,0 days 00:00:19.027000,0 days 00:00:59.764000,0 days 02:07:11.392000,0 days 02:07:30.419000,0 days 02:08:30.183000,266.0,302.0,,281.0,False,INTERMEDIATE,33.0,False,Racing Bulls,0 days 02:06:39.478000,,124,6.0,,,False,False,2025,1
0 days 02:10:56.940000,TSU,22,0 days 00:02:26.811000,34.0,5.0,0 days 02:08:32.258000,,0 days 00:00:55.104000,0 days 00:00:43.265000,0 days 00:00:48.442000,0 days 02:09:25.287000,0 days 02:10:08.552000,0 days 02:10:56.994000,114.0,165.0,258.0,119.0,False,MEDIUM,1.0,True,Racing Bulls,0 days 02:08:30.129000,,4,6.0,,,False,False,2025,1
0 days 02:35:30.876000,TSU,22,,47.0,5.0,,0 days 02:35:13.664000,0 days 00:00:44.638000,0 days 00:00:33.072000,0 days 00:01:15.602000,0 days 02:33:42.454000,0 days 02:34:15.513000,0 days 02:35:31.069000,196.0,171.0,,183.0,False,MEDIUM,14.0,True,Racing Bulls,0 days 02:32:57.528000,,124,11.0,,,False,False,2025,1
0 days 02:37:27.162000,TSU,22,0 days 00:01:56.286000,48.0,6.0,0 days 02:35:32.932000,,0 days 00:00:44.076000,0 days 00:00:21.954000,0 days 00:00:50.256000,0 days 02:36:15.006000,0 days 02:36:36.960000,0 days 02:37:27.216000,232.0,276.0,247.0,183.0,False,INTERMEDIATE,1.0,True,Racing Bulls,0 days 02:35:30.876000,,4,11.0,,,False,False,2025,1
0 days 01:16:01.755000,ALB,23,,2.0,1.0,,0 days 01:15:48.835000,0 days 00:00:54.638000,0 days 00:00:35.482000,0 days 00:01:18.744000,0 days 01:14:07.749000,0 days 01:14:43.050000,0 days 01:16:01.889000,64.0,206.0,,192.0,False,INTERMEDIATE,2.0,True,Williams,0 days 01:13:12.809000,,4,7.0,,,False,False,2025,1
0 days 01:18:45.336000,ALB,23,,3.0,2.0,0 days 01:16:03.745000,0 days 01:18:31.238000,0 days 00:00:51.460000,0 days 00:00:35.308000,0 days 00:01:16.855000,0 days 01:16:53.359000,0 days 01:17:28.520000,0 days 01:18:45.532000,49.0,127.0,,160.0,False,INTERMEDIATE,1.0,True,Williams,0 days 01:16:01.755000,,4,7.0,,,False,False,2025,1
0 days 01:21:19.555000,ALB,23,,4.0,3.0,0 days 01:18:48.304000,0 days 01:21:07.775000,0 days 00:00:50.009000,0 days 00:00:33.111000,0 days 00:01:11.161000,0 days 01:19:35.390000,0 days 01:20:08.577000,0 days 01:21:19.792000,90.0,267.0,,186.0,False,INTERMEDIATE,2.0,False,Williams,0 days 01:18:45.336000,,4,7.0,,,False,False,2025,1
0 days 01:23:41.639000,ALB,23,0 days 00:02:22.084000,5.0,4.0,0 days 01:21:22.068000,,0 days 00:00:51.338000,0 days 00:00:30.169000,0 days 00:01:00.577000,0 days 01:22:10.932000,0 days 01:22:41.101000,0 days 01:23:41.678000,101.0,246.0,200.0,190.0,False,INTERMEDIATE,3.0,False,Williams,0 days 01:21:19.555000,,4,7.0,,,False,False,2025,1
0 days 02:08:30.736000,ALB,23,0 days 00:01:50.179000,33.0,4.0,,0 days 02:08:14.228000,0 days 00:00:31.780000,0 days 00:00:18.934000,0 days 00:00:59.465000,0 days 02:07:12.376000,0 days 02:07:31.310000,0 days 02:08:30.775000,270.0,304.0,,280.0,False,INTERMEDIATE,31.0,False,Williams,0 days 02:06:40.557000,,124,7.0,,,False,False,2025,1
0 days 02:10:58.208000,ALB,23,0 days 00:02:27.472000,34.0,5.0,0 days 02:08:32.903000,,0 days 00:00:55.333000,0 days 00:00:43.059000,0 days 00:00:49.080000,0 days 02:09:26.108000,0 days 02:10:09.167000,0 days 02:10:58.247000,120.0,169.0,279.0,116.0,False,MEDIUM,1.0,True,Williams,0 days 02:08:30.736000,,4,7.0,,,False,False,2025,1
0 days 02:29:58.439000,ALB,23,0 days 00:01:45.335000,44.0,5.0,,0 days 02:29:41.637000,0 days 00:00:29.876000,0 days 00:00:18.171000,0 days 00:00:57.288000,0 days 02:28:43.019000,0 days 02:29:01.190000,0 days 02:29:58.478000,276.0,317.0,,290.0,False,MEDIUM,11.0,True,Williams,0 days 02:28:13.104000,,12,9.0,,,False,False,2025,1
0 days 02:31:35.012000,ALB,23,0 days 00:01:36.573000,45.0,6.0,0 days 02:30:00.469000,,0 days 00:00:37.246000,0 days 00:00:18.881000,0 days 00:00:40.446000,0 days 02:30:35.724000,0 days 02:30:54.605000,0 days 02:31:35.051000,270.0,307.0,291.0,219.0,False,INTERMEDIATE,1.0,True,Williams,0 days 02:29:58.439000,,21,9.0,,,False,False,2025,1
0 days 01:16:11.323000,HUL,27,,2.0,1.0,,0 days 01:15:59.421000,0 days 00:00:54.941000,0 days 00:00:32.858000,0 days 00:01:21.599000,0 days 01:14:16.866000,0 days 01:14:49.728000,0 days 01:16:11.449000,86.0,160.0,,174.0,False,INTERMEDIATE,2.0,True,Kick Sauber,0 days 01:13:21.891000,,4,12.0,,,False,False,2025,1
0 days 01:18:55.515000,HUL,27,,3.0,2.0,0 days 01:16:14.730000,0 days 01:18:41.760000,0 days 00:00:51.306000,0 days 00:00:33.479000,0 days 00:01:19.438000,0 days 01:17:02.644000,0 days 01:17:36.077000,0 days 01:18:55.773000,107.0,114.0,,168.0,False,INTERMEDIATE,3.0,False,Kick Sauber,0 days 01:16:11.323000,,4,12.0,,,False,False,2025,1
0 days 01:21:30.571000,HUL,27,,4.0,3.0,0 days 01:18:57.772000,0 days 01:21:19.330000,0 days 00:00:50.322000,0 days 00:00:32.589000,0 days 00:01:12.226000,0 days 01:19:45.943000,0 days 01:20:18.523000,0 days 01:21:30.845000,96.0,215.0,,167.0,False,INTERMEDIATE,4.0,False,Kick Sauber,0 days 01:18:55.515000,,4,12.0,,,False,False,2025,1
0 days 01:23:49.629000,HUL,27,0 days 00:02:19.058000,5.0,4.0,0 days 01:21:33.532000,,0 days 00:00:49.793000,0 days 00:00:30.263000,0 days 00:00:59.002000,0 days 01:22:20.364000,0 days 01:22:50.627000,0 days 01:23:49.629000,124.0,256.0,170.0,180.0,False,INTERMEDIATE,5.0,False,Kick Sauber,0 days 01:21:30.571000,,4,12.0,,,False,False,2025,1
0 days 02:09:12.132000,HUL,27,0 days 00:02:05.643000,33.0,4.0,,0 days 02:08:53.146000,0 days 00:00:31.748000,0 days 00:00:27.040000,0 days 00:01:06.855000,0 days 02:07:38.237000,0 days 02:08:05.277000,0 days 02:09:12.132000,262.0,265.0,,291.0,False,INTERMEDIATE,33.0,False,Kick Sauber,0 days 02:07:06.489000,,124,12.0,,,False,False,2025,1
0 days 02:11:16.679000,HUL,27,0 days 00:02:04.547000,34.0,5.0,0 days 02:09:14.269000,,0 days 00:00:47.723000,0 days 00:00:29.614000,0 days 00:00:47.210000,0 days 02:09:59.855000,0 days 02:10:29.469000,0 days 02:11:16.679000,165.0,270.0,248.0,160.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 02:09:12.132000,,4,12.0,,,False,False,2025,1
0 days 02:30:04.352000,HUL,27,0 days 00:01:46.696000,44.0,5.0,,0 days 02:29:46.305000,0 days 00:00:30.497000,0 days 00:00:18.959000,0 days 00:00:57.240000,0 days 02:28:48.153000,0 days 02:29:07.112000,0 days 02:30:04.352000,259.0,290.0,,293.0,False,MEDIUM,11.0,True,Kick Sauber,0 days 02:28:17.656000,,12,12.0,,,False,False,2025,1
0 days 02:31:41.489000,HUL,27,0 days 00:01:37.137000,45.0,6.0,0 days 02:30:06.468000,,0 days 00:00:37.709000,0 days 00:00:19.258000,0 days 00:00:40.170000,0 days 02:30:42.061000,0 days 02:31:01.319000,0 days 02:31:41.489000,265.0,291.0,287.0,211.0,False,INTERMEDIATE,1.0,True,Kick Sauber,0 days 02:30:04.352000,,21,12.0,,,False,False,2025,1
