Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RoundNumber
0 days 00:55:16.751000,ALB,23,0 days 00:01:48.191000,14.0,1.0,,0 days 00:54:58.098000,0 days 00:00:30.366000,0 days 00:00:24.084000,0 days 00:00:53.741000,0 days 00:53:58.926000,0 days 00:54:23.010000,0 days 00:55:16.751000,269.0,285.0,,291.0,False,SOFT,14.0,True,Toro Rosso,0 days 00:53:28.560000,,1,15.0,,,False,False,2019,1
0 days 00:56:51.606000,ALB,23,0 days 00:01:34.855000,15.0,2.0,0 days 00:55:19.528000,,0 days 00:00:35.833000,0 days 00:00:23.599000,0 days 00:00:35.423000,0 days 00:55:52.584000,0 days 00:56:16.183000,0 days 00:56:51.606000,267.0,282.0,284.0,219.0,False,MEDIUM,1.0,True,Toro Rosso,0 days 00:55:16.751000,,1,15.0,,,False,False,2019,1
0 days 01:13:14.151000,KVY,26,0 days 00:01:47.022000,26.0,1.0,,0 days 01:12:55.149000,0 days 00:00:29.867000,0 days 00:00:23.587000,0 days 00:00:53.568000,0 days 01:11:57.009000,0 days 01:12:20.596000,0 days 01:13:14.164000,274.0,285.0,,294.0,False,MEDIUM,26.0,True,Toro Rosso,0 days 01:11:27.129000,,1,11.0,,,False,False,2019,1
0 days 01:14:49.810000,KVY,26,0 days 00:01:35.659000,27.0,2.0,0 days 01:13:17.114000,,0 days 00:00:37.211000,0 days 00:00:23.641000,0 days 00:00:34.807000,0 days 01:13:51.375000,0 days 01:14:15.016000,0 days 01:14:49.823000,272.0,285.0,286.0,221.0,False,HARD,2.0,False,Toro Rosso,0 days 01:13:14.151000,,1,11.0,,,False,False,2019,1
0 days 00:53:38.157000,HUL,27,0 days 00:01:47.604000,13.0,1.0,,0 days 00:53:19.373000,0 days 00:00:30.145000,0 days 00:00:24.024000,0 days 00:00:53.435000,0 days 00:52:20.729000,0 days 00:52:44.753000,0 days 00:53:38.188000,267.0,281.0,,304.0,False,SOFT,13.0,True,Renault,0 days 00:51:50.553000,,1,14.0,,,False,False,2019,1
0 days 00:55:12.633000,HUL,27,0 days 00:01:34.476000,14.0,2.0,0 days 00:53:41.088000,,0 days 00:00:35.653000,0 days 00:00:23.708000,0 days 00:00:35.115000,0 days 00:54:13.841000,0 days 00:54:37.549000,0 days 00:55:12.664000,266.0,274.0,284.0,226.0,False,HARD,1.0,True,Renault,0 days 00:53:38.157000,,1,13.0,,,False,False,2019,1
0 days 00:36:01.167000,RIC,3,0 days 00:02:28.213000,1.0,1.0,,0 days 00:35:30.863000,,0 days 00:00:28.939000,0 days 00:01:14.998000,,0 days 00:34:46.208000,0 days 00:36:01.235000,213.0,252.0,,241.0,False,SOFT,1.0,True,Renault,0 days 00:33:32.727000,,12,20.0,,,False,False,2019,1
0 days 00:37:39.352000,RIC,3,0 days 00:01:38.185000,2.0,2.0,0 days 00:36:04.147000,,0 days 00:00:36.939000,0 days 00:00:24.241000,0 days 00:00:37.005000,0 days 00:36:38.138000,0 days 00:37:02.379000,0 days 00:37:39.384000,266.0,277.0,283.0,224.0,False,HARD,1.0,True,Renault,0 days 00:36:01.167000,,1,20.0,,,False,False,2019,1
0 days 01:18:25.622000,RIC,3,,29.0,2.0,,0 days 01:18:25.654000,0 days 00:00:30.293000,0 days 00:00:24.216000,,0 days 01:17:23.105000,0 days 01:17:47.452000,,263.0,272.0,,280.0,False,HARD,28.0,True,Renault,0 days 01:16:52.276000,,1,16.0,,,False,False,2019,1
0 days 01:11:06.526000,VER,33,0 days 00:01:45.970000,25.0,1.0,,0 days 01:10:48.587000,0 days 00:00:29.852000,0 days 00:00:23.596000,0 days 00:00:52.522000,0 days 01:09:50.423000,0 days 01:10:14.019000,0 days 01:11:06.541000,274.0,284.0,,292.0,False,SOFT,28.0,False,Red Bull Racing,0 days 01:09:20.556000,,1,4.0,,,False,False,2019,1
0 days 01:12:40.178000,VER,33,0 days 00:01:33.652000,26.0,2.0,0 days 01:11:09.437000,,0 days 00:00:35.372000,0 days 00:00:23.299000,0 days 00:00:34.981000,0 days 01:11:41.913000,0 days 01:12:05.212000,0 days 01:12:40.193000,274.0,283.0,285.0,223.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:11:06.526000,,1,5.0,,,False,False,2019,1
0 days 00:56:44.185000,NOR,4,0 days 00:01:48.026000,15.0,1.0,,0 days 00:56:25.732000,0 days 00:00:30.276000,0 days 00:00:24.128000,0 days 00:00:53.622000,0 days 00:55:26.464000,0 days 00:55:50.592000,0 days 00:56:44.214000,270.0,283.0,,292.0,False,SOFT,18.0,False,McLaren,0 days 00:54:56.159000,,1,12.0,,,False,False,2019,1
0 days 00:58:20.007000,NOR,4,0 days 00:01:35.822000,16.0,2.0,0 days 00:56:47.174000,,0 days 00:00:36.041000,0 days 00:00:24.122000,0 days 00:00:35.659000,0 days 00:57:20.255000,0 days 00:57:44.377000,0 days 00:58:20.036000,269.0,281.0,286.0,226.0,False,HARD,1.0,True,McLaren,0 days 00:56:44.185000,,1,13.0,,,False,False,2019,1
0 days 00:56:11.701000,HAM,44,0 days 00:01:46.079000,15.0,1.0,,0 days 00:55:53.506000,0 days 00:00:29.673000,0 days 00:00:23.594000,0 days 00:00:52.812000,0 days 00:54:55.328000,0 days 00:55:18.922000,0 days 00:56:11.734000,271.0,284.0,,297.0,False,SOFT,18.0,False,Mercedes,0 days 00:54:25.622000,,1,4.0,,,False,False,2019,1
0 days 00:57:47.343000,HAM,44,0 days 00:01:35.642000,16.0,2.0,0 days 00:56:14.516000,,0 days 00:00:35.764000,0 days 00:00:23.924000,0 days 00:00:35.954000,0 days 00:56:47.498000,0 days 00:57:11.422000,0 days 00:57:47.376000,268.0,283.0,283.0,226.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:56:11.701000,,1,4.0,,,False,False,2019,1
0 days 00:54:47.561000,VET,5,0 days 00:01:46.627000,14.0,1.0,,0 days 00:54:28.300000,0 days 00:00:29.700000,0 days 00:00:23.760000,0 days 00:00:53.167000,0 days 00:53:30.643000,0 days 00:53:54.403000,0 days 00:54:47.570000,269.0,278.0,,287.0,False,SOFT,17.0,False,Ferrari,0 days 00:53:00.934000,,1,5.0,,,False,False,2019,1
0 days 00:56:21.253000,VET,5,0 days 00:01:33.692000,15.0,2.0,0 days 00:54:52.515000,,0 days 00:00:34.941000,0 days 00:00:23.507000,0 days 00:00:35.244000,0 days 00:55:22.511000,0 days 00:55:46.018000,0 days 00:56:21.262000,274.0,282.0,280.0,230.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:54:47.561000,,1,5.0,,,False,False,2019,1
0 days 01:14:05.429000,RUS,63,0 days 00:01:49.321000,26.0,1.0,,0 days 01:13:46.918000,0 days 00:00:30.686000,0 days 00:00:24.291000,0 days 00:00:54.344000,0 days 01:12:46.816000,0 days 01:13:11.107000,0 days 01:14:05.451000,260.0,280.0,,288.0,False,MEDIUM,26.0,True,Williams,0 days 01:12:16.108000,,1,18.0,,,False,False,2019,1
0 days 01:15:41.149000,RUS,63,0 days 00:01:35.720000,27.0,2.0,0 days 01:14:08.652000,,0 days 00:00:36.037000,0 days 00:00:23.882000,0 days 00:00:35.801000,0 days 01:14:41.488000,0 days 01:15:05.370000,0 days 01:15:41.171000,265.0,272.0,281.0,226.0,False,SOFT,1.0,True,Williams,0 days 01:14:05.429000,,1,18.0,,,False,False,2019,1
0 days 01:38:37.179000,RUS,63,0 days 00:01:50.261000,42.0,2.0,,0 days 01:38:19.027000,0 days 00:00:30.212000,0 days 00:00:24.981000,0 days 00:00:55.068000,0 days 01:37:17.152000,0 days 01:37:42.133000,0 days 01:38:37.201000,264.0,201.0,,289.0,False,SOFT,16.0,True,Williams,0 days 01:36:46.918000,,1,16.0,,,False,False,2019,1
0 days 01:40:16.310000,RUS,63,0 days 00:01:39.131000,43.0,3.0,0 days 01:38:40.182000,,0 days 00:00:37.941000,0 days 00:00:24.882000,0 days 00:00:36.308000,0 days 01:39:15.142000,0 days 01:39:40.024000,0 days 01:40:16.332000,170.0,281.0,282.0,221.0,False,HARD,1.0,True,Williams,0 days 01:38:37.179000,,1,16.0,,,False,False,2019,1
0 days 00:52:11.370000,RAI,7,0 days 00:01:49.402000,12.0,1.0,,0 days 00:51:51.191000,0 days 00:00:30.165000,0 days 00:00:24.164000,0 days 00:00:55.073000,0 days 00:50:52.170000,0 days 00:51:16.334000,0 days 00:52:11.407000,273.0,285.0,,279.0,False,SOFT,15.0,False,Alfa Romeo Racing,0 days 00:50:21.968000,,1,16.0,,,False,False,2019,1
0 days 00:53:47.275000,RAI,7,0 days 00:01:35.905000,13.0,2.0,0 days 00:52:14.220000,,0 days 00:00:36.310000,0 days 00:00:23.875000,0 days 00:00:35.720000,0 days 00:52:47.717000,0 days 00:53:11.592000,0 days 00:53:47.312000,271.0,281.0,280.0,222.0,False,MEDIUM,1.0,True,Alfa Romeo Racing,0 days 00:52:11.370000,,1,15.0,,,False,False,2019,1
0 days 01:07:52.878000,BOT,77,0 days 00:01:46.050000,23.0,1.0,,0 days 01:07:33.695000,0 days 00:00:29.649000,0 days 00:00:23.602000,0 days 00:00:52.799000,0 days 01:06:36.508000,0 days 01:07:00.110000,0 days 01:07:52.909000,267.0,281.0,,293.0,False,SOFT,26.0,False,Mercedes,0 days 01:06:06.828000,,1,2.0,,,False,False,2019,1
0 days 01:09:26.683000,BOT,77,0 days 00:01:33.805000,24.0,2.0,0 days 01:07:55.765000,,0 days 00:00:35.448000,0 days 00:00:23.456000,0 days 00:00:34.901000,0 days 01:08:28.357000,0 days 01:08:51.813000,0 days 01:09:26.714000,269.0,279.0,283.0,225.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:07:52.878000,,1,2.0,,,False,False,2019,1
0 days 00:56:46.699000,GRO,8,0 days 00:01:56.519000,15.0,1.0,,0 days 00:56:19.496000,0 days 00:00:30.202000,0 days 00:00:24.005000,0 days 00:01:02.312000,0 days 00:55:20.424000,0 days 00:55:44.429000,0 days 00:56:46.741000,273.0,280.0,,293.0,False,SOFT,18.0,False,Haas F1 Team,0 days 00:54:50.180000,,1,14.0,,,False,False,2019,1
0 days 00:58:21.780000,GRO,8,0 days 00:01:35.081000,16.0,2.0,0 days 00:56:49.637000,,0 days 00:00:35.779000,0 days 00:00:23.860000,0 days 00:00:35.442000,0 days 00:57:22.520000,0 days 00:57:46.380000,0 days 00:58:21.822000,268.0,281.0,282.0,227.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:56:46.699000,,1,14.0,,,False,False,2019,1
0 days 00:35:59.082000,KUB,88,0 days 00:02:26.128000,1.0,1.0,,0 days 00:35:29.218000,,0 days 00:00:28.192000,0 days 00:01:12.609000,,0 days 00:34:46.541000,0 days 00:35:59.412000,225.0,280.0,,221.0,False,HARD,1.0,True,Williams,0 days 00:33:32.727000,,12,19.0,,,False,False,2019,1
0 days 00:37:38.822000,KUB,88,0 days 00:01:39.740000,2.0,2.0,0 days 00:36:01.866000,,0 days 00:00:38.001000,0 days 00:00:24.907000,0 days 00:00:36.832000,0 days 00:36:37.094000,0 days 00:37:02.001000,0 days 00:37:38.833000,258.0,275.0,278.0,213.0,False,MEDIUM,1.0,True,Williams,0 days 00:35:59.082000,,1,19.0,,,False,False,2019,1
0 days 01:18:29.988000,KUB,88,0 days 00:01:50.779000,28.0,2.0,,0 days 01:18:10.499000,0 days 00:00:30.636000,0 days 00:00:24.410000,0 days 00:00:55.733000,0 days 01:17:09.856000,0 days 01:17:34.266000,0 days 01:18:29.999000,261.0,276.0,,289.0,False,MEDIUM,27.0,True,Williams,0 days 01:16:39.209000,,1,19.0,,,False,False,2019,1
0 days 01:20:06.890000,KUB,88,0 days 00:01:36.902000,29.0,3.0,0 days 01:18:33.114000,,0 days 00:00:36.528000,0 days 00:00:24.127000,0 days 00:00:36.247000,0 days 01:19:06.527000,0 days 01:19:30.654000,0 days 01:20:06.901000,269.0,280.0,281.0,227.0,False,SOFT,1.0,True,Williams,0 days 01:18:29.988000,,12,19.0,,,False,False,2019,1
0 days 01:43:02.111000,KUB,88,0 days 00:01:48.376000,44.0,3.0,,0 days 01:42:43.016000,0 days 00:00:30.080000,0 days 00:00:24.119000,0 days 00:00:54.177000,0 days 01:41:43.826000,0 days 01:42:07.945000,0 days 01:43:02.122000,266.0,281.0,,290.0,False,SOFT,16.0,True,Williams,0 days 01:41:13.735000,,1,17.0,,,False,False,2019,1
0 days 01:44:44.048000,KUB,88,0 days 00:01:41.937000,45.0,4.0,0 days 01:43:04.913000,,0 days 00:00:38.264000,0 days 00:00:24.431000,0 days 00:00:39.242000,0 days 01:43:40.386000,0 days 01:44:04.817000,0 days 01:44:44.059000,269.0,281.0,298.0,227.0,False,SOFT,3.0,False,Williams,0 days 01:43:02.111000,,1,17.0,,,False,False,2019,1
0 days 01:15:22.808000,GIO,99,0 days 00:01:55.685000,27.0,1.0,,0 days 01:14:58.416000,0 days 00:00:31.879000,0 days 00:00:24.252000,0 days 00:00:59.554000,0 days 01:13:59.022000,0 days 01:14:23.274000,0 days 01:15:22.828000,265.0,286.0,,296.0,False,MEDIUM,27.0,True,Alfa Romeo Racing,0 days 01:13:27.123000,,1,17.0,,,False,False,2019,1
0 days 01:16:57.702000,GIO,99,0 days 00:01:34.894000,28.0,2.0,0 days 01:15:25.558000,,0 days 00:00:36.167000,0 days 00:00:23.665000,0 days 00:00:35.062000,0 days 01:15:58.995000,0 days 01:16:22.660000,0 days 01:16:57.722000,274.0,282.0,284.0,226.0,False,SOFT,1.0,True,Alfa Romeo Racing,0 days 01:15:22.808000,,1,17.0,,,False,False,2019,1
0 days 00:48:34.229000,GAS,10,0 days 00:01:42.197000,9.0,1.0,,0 days 00:48:33.019000,0 days 00:00:30.940000,0 days 00:00:44.230000,0 days 00:00:27.027000,0 days 00:47:22.986000,0 days 00:48:07.216000,0 days 00:48:34.243000,237.0,248.0,,324.0,False,SOFT,12.0,False,Red Bull Racing,0 days 00:46:52.032000,,1,13.0,,,False,False,2019,2
0 days 00:50:33.876000,GAS,10,0 days 00:01:59.647000,10.0,2.0,0 days 00:49:00.214000,,0 days 00:00:54.237000,0 days 00:00:41.858000,0 days 00:00:23.552000,0 days 00:49:28.480000,0 days 00:50:10.338000,0 days 00:50:33.890000,239.0,247.0,291.0,217.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:48:34.229000,,1,17.0,,,False,False,2019,2
0 days 01:38:00.318000,GAS,10,0 days 00:01:41.894000,39.0,2.0,,0 days 01:37:58.575000,0 days 00:00:31.250000,0 days 00:00:43.722000,0 days 00:00:26.922000,0 days 01:36:49.688000,0 days 01:37:33.410000,0 days 01:38:00.332000,238.0,245.0,,303.0,False,SOFT,30.0,True,Red Bull Racing,0 days 01:36:18.424000,,1,5.0,,,False,False,2019,2
0 days 01:39:57.638000,GAS,10,0 days 00:01:57.320000,40.0,3.0,0 days 01:38:23.153000,,0 days 00:00:51.601000,0 days 00:00:42.181000,0 days 00:00:23.538000,0 days 01:38:51.933000,0 days 01:39:34.114000,0 days 01:39:57.652000,240.0,250.0,281.0,223.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:38:00.318000,,12,11.0,,,False,False,2019,2
0 days 00:46:51.950000,PER,11,0 days 00:01:41.397000,8.0,1.0,,0 days 00:46:50.247000,0 days 00:00:30.960000,0 days 00:00:43.380000,0 days 00:00:27.057000,0 days 00:45:41.543000,0 days 00:46:24.923000,0 days 00:46:51.980000,233.0,235.0,,307.0,False,SOFT,8.0,True,Racing Point,0 days 00:45:10.553000,,1,11.0,,,False,False,2019,2
0 days 00:48:50.362000,PER,11,0 days 00:01:58.412000,9.0,2.0,0 days 00:47:17.391000,,0 days 00:00:53.245000,0 days 00:00:41.383000,0 days 00:00:23.784000,0 days 00:47:45.225000,0 days 00:48:26.608000,0 days 00:48:50.392000,234.0,251.0,282.0,224.0,False,MEDIUM,1.0,True,Racing Point,0 days 00:46:51.950000,,1,17.0,,,False,False,2019,2
0 days 01:28:20.908000,PER,11,0 days 00:01:43.857000,33.0,2.0,,0 days 01:28:19.212000,0 days 00:00:31.864000,0 days 00:00:44.401000,0 days 00:00:27.592000,0 days 01:27:08.945000,0 days 01:27:53.346000,0 days 01:28:20.938000,235.0,251.0,,308.0,False,MEDIUM,25.0,True,Racing Point,0 days 01:26:37.051000,,1,11.0,,,False,False,2019,2
0 days 01:30:21.246000,PER,11,0 days 00:02:00.338000,34.0,3.0,0 days 01:28:46.028000,,0 days 00:00:53.938000,0 days 00:00:42.641000,0 days 00:00:23.759000,0 days 01:29:14.876000,0 days 01:29:57.517000,0 days 01:30:21.276000,238.0,252.0,284.0,226.0,False,MEDIUM,1.0,True,Racing Point,0 days 01:28:20.908000,,1,15.0,,,False,False,2019,2
0 days 00:54:39.004000,LEC,16,0 days 00:01:39.996000,13.0,1.0,,0 days 00:54:37.316000,0 days 00:00:30.918000,0 days 00:00:42.546000,0 days 00:00:26.532000,0 days 00:53:29.959000,0 days 00:54:12.505000,0 days 00:54:39.037000,239.0,255.0,,302.0,False,SOFT,16.0,False,Ferrari,0 days 00:52:59.008000,,12,1.0,,,False,False,2019,2
0 days 00:56:35.207000,LEC,16,0 days 00:01:56.203000,14.0,2.0,0 days 00:55:01.824000,,0 days 00:00:51.874000,0 days 00:00:40.970000,0 days 00:00:23.359000,0 days 00:55:30.911000,0 days 00:56:11.881000,0 days 00:56:35.240000,243.0,258.0,283.0,206.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:54:39.004000,,1,3.0,,,False,False,2019,2
0 days 01:31:56.397000,LEC,16,0 days 00:01:40.447000,36.0,2.0,,0 days 01:31:54.685000,0 days 00:00:30.934000,0 days 00:00:43.170000,0 days 00:00:26.343000,0 days 01:30:46.917000,0 days 01:31:30.087000,0 days 01:31:56.430000,238.0,257.0,,295.0,False,MEDIUM,23.0,True,Ferrari,0 days 01:30:15.950000,,1,1.0,,,False,False,2019,2
0 days 01:33:51.413000,LEC,16,0 days 00:01:55.016000,37.0,3.0,0 days 01:32:19.047000,,0 days 00:00:51.178000,0 days 00:00:40.955000,0 days 00:00:22.883000,0 days 01:32:47.608000,0 days 01:33:28.563000,0 days 01:33:51.446000,239.0,257.0,286.0,214.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:31:56.397000,,1,1.0,,,False,False,2019,2
0 days 00:35:44.500000,STR,18,0 days 00:02:12.920000,1.0,1.0,,0 days 00:35:42.805000,,0 days 00:01:00.729000,0 days 00:00:32.755000,,0 days 00:35:11.824000,0 days 00:35:44.598000,139.0,186.0,,235.0,False,SOFT,1.0,True,Racing Point,0 days 00:33:31.386000,,12,19.0,,,False,False,2019,2
0 days 00:37:51.611000,STR,18,0 days 00:02:07.111000,2.0,2.0,0 days 00:36:17.118000,,0 days 00:01:01.407000,0 days 00:00:42.037000,0 days 00:00:23.667000,0 days 00:36:45.935000,0 days 00:37:27.972000,0 days 00:37:51.639000,238.0,260.0,281.0,218.0,False,MEDIUM,1.0,True,Racing Point,0 days 00:35:44.500000,,12,19.0,,,False,False,2019,2
0 days 01:12:30.699000,STR,18,0 days 00:01:43.367000,23.0,2.0,,0 days 01:12:29.013000,0 days 00:00:31.602000,0 days 00:00:43.848000,0 days 00:00:27.917000,0 days 01:11:18.962000,0 days 01:12:02.810000,0 days 01:12:30.727000,233.0,248.0,,305.0,False,MEDIUM,22.0,True,Racing Point,0 days 01:10:47.332000,,1,19.0,,,False,False,2019,2
0 days 01:14:32.510000,STR,18,0 days 00:02:01.811000,24.0,3.0,0 days 01:12:55.613000,,0 days 00:00:54.630000,0 days 00:00:43.089000,0 days 00:00:24.092000,0 days 01:13:25.357000,0 days 01:14:08.446000,0 days 01:14:32.538000,236.0,252.0,283.0,221.0,False,MEDIUM,1.0,True,Racing Point,0 days 01:12:30.699000,,1,19.0,,,False,False,2019,2
0 days 00:50:12.648000,MAG,20,0 days 00:01:41.536000,10.0,1.0,,0 days 00:50:10.943000,0 days 00:00:31.493000,0 days 00:00:42.971000,0 days 00:00:27.072000,0 days 00:49:02.658000,0 days 00:49:45.629000,0 days 00:50:12.701000,234.0,251.0,,288.0,False,SOFT,13.0,False,Haas F1 Team,0 days 00:48:31.112000,,1,11.0,,,False,False,2019,2
0 days 00:52:09.486000,MAG,20,0 days 00:01:56.838000,11.0,2.0,0 days 00:50:35.900000,,0 days 00:00:51.572000,0 days 00:00:41.547000,0 days 00:00:23.719000,0 days 00:51:04.273000,0 days 00:51:45.820000,0 days 00:52:09.539000,236.0,255.0,276.0,221.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:50:12.648000,,1,15.0,,,False,False,2019,2
0 days 01:36:49.376000,MAG,20,0 days 00:01:44.498000,38.0,2.0,,0 days 01:36:47.691000,0 days 00:00:32.435000,0 days 00:00:44.651000,0 days 00:00:27.412000,0 days 01:35:37.366000,0 days 01:36:22.017000,0 days 01:36:49.429000,234.0,244.0,,302.0,False,MEDIUM,28.0,True,Haas F1 Team,0 days 01:35:04.878000,,1,15.0,,,False,False,2019,2
0 days 01:38:48.462000,MAG,20,0 days 00:01:59.086000,39.0,3.0,0 days 01:37:13.693000,,0 days 00:00:52.896000,0 days 00:00:42.405000,0 days 00:00:23.785000,0 days 01:37:42.325000,0 days 01:38:24.730000,0 days 01:38:48.515000,240.0,247.0,278.0,222.0,False,SOFT,4.0,False,Haas F1 Team,0 days 01:36:49.376000,,12,14.0,,,False,False,2019,2
0 days 00:48:35.303000,ALB,23,0 days 00:01:42.610000,9.0,1.0,,0 days 00:48:33.692000,0 days 00:00:31.067000,0 days 00:00:44.046000,0 days 00:00:27.497000,0 days 00:47:23.785000,0 days 00:48:07.831000,0 days 00:48:35.328000,235.0,251.0,,316.0,False,SOFT,12.0,False,Toro Rosso,0 days 00:46:52.693000,,1,14.0,,,False,False,2019,2
0 days 00:50:33.523000,ALB,23,0 days 00:01:58.220000,10.0,2.0,0 days 00:48:59.235000,,0 days 00:00:52.628000,0 days 00:00:41.909000,0 days 00:00:23.683000,0 days 00:49:27.956000,0 days 00:50:09.865000,0 days 00:50:33.548000,236.0,249.0,277.0,219.0,False,SOFT,1.0,True,Toro Rosso,0 days 00:48:35.303000,,1,16.0,,,False,False,2019,2
0 days 01:15:08.440000,ALB,23,0 days 00:01:41.438000,25.0,2.0,,0 days 01:15:06.774000,0 days 00:00:30.985000,0 days 00:00:43.303000,0 days 00:00:27.150000,0 days 01:13:58.012000,0 days 01:14:41.315000,0 days 01:15:08.465000,235.0,250.0,,304.0,False,SOFT,16.0,True,Toro Rosso,0 days 01:13:27.002000,,1,12.0,,,False,False,2019,2
0 days 01:17:08.075000,ALB,23,0 days 00:01:59.635000,26.0,3.0,0 days 01:15:31.574000,,0 days 00:00:53.003000,0 days 00:00:43.049000,0 days 00:00:23.583000,0 days 01:16:01.468000,0 days 01:16:44.517000,0 days 01:17:08.100000,235.0,248.0,280.0,221.0,False,MEDIUM,1.0,True,Toro Rosso,0 days 01:15:08.440000,,1,15.0,,,False,False,2019,2
