Time,Driver,DriverNumber,LapNumber,Stint,PitInTime,PitOutTime,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Position,Year,RoundNumber
0 days 02:07:18.049000,ALO,14,41.0,2.0,0 days 02:07:16.321000,,HARD,26.0,True,Aston Martin,0 days 02:05:37.788000,1,9.0,2024,1
0 days 02:09:14.948000,ALO,14,42.0,3.0,,0 days 02:07:41.382000,HARD,1.0,True,Aston Martin,0 days 02:07:18.049000,1,11.0,2024,1
0 days 01:15:02.437000,STR,18,9.0,1.0,0 days 01:15:00.719000,,SOFT,9.0,True,Aston Martin,0 days 01:13:20.325000,1,19.0,2024,1
0 days 01:17:00.252000,STR,18,10.0,2.0,,0 days 01:15:25.073000,HARD,1.0,True,Aston Martin,0 days 01:15:02.437000,12,18.0,2024,1
0 days 01:44:44.999000,STR,18,27.0,2.0,0 days 01:44:43.480000,,HARD,18.0,True,Aston Martin,0 days 01:43:04.289000,1,13.0,2024,1
0 days 01:46:41.639000,STR,18,28.0,3.0,,0 days 01:45:07.900000,HARD,1.0,True,Aston Martin,0 days 01:44:44.999000,1,18.0,2024,1
0 days 01:14:59.234000,ZHO,24,9.0,1.0,0 days 01:14:57.559000,,SOFT,9.0,True,Kick Sauber,0 days 01:13:17.385000,1,16.0,2024,1
0 days 01:16:58.562000,ZHO,24,10.0,2.0,,0 days 01:15:22.700000,HARD,1.0,True,Kick Sauber,0 days 01:14:59.234000,12,17.0,2024,1
0 days 01:46:19.514000,ZHO,24,28.0,2.0,0 days 01:46:17.855000,,HARD,19.0,True,Kick Sauber,0 days 01:44:38.839000,1,11.0,2024,1
0 days 01:48:16.590000,ZHO,24,29.0,3.0,,0 days 01:46:42.838000,HARD,1.0,True,Kick Sauber,0 days 01:46:19.514000,1,17.0,2024,1
0 days 01:18:15.392000,MAG,20,11.0,1.0,0 days 01:18:13.697000,,SOFT,11.0,True,Haas F1 Team,0 days 01:16:34.304000,1,12.0,2024,1
0 days 01:20:15.074000,MAG,20,12.0,2.0,,0 days 01:18:39.594000,HARD,1.0,True,Haas F1 Team,0 days 01:18:15.392000,1,17.0,2024,1
0 days 01:52:57.075000,MAG,20,32.0,2.0,0 days 01:52:55.425000,,HARD,21.0,True,Haas F1 Team,0 days 01:51:16.510000,1,13.0,2024,1
0 days 01:54:53.730000,MAG,20,33.0,3.0,,0 days 01:53:19.982000,HARD,1.0,True,Haas F1 Team,0 days 01:52:57.075000,1,16.0,2024,1
0 days 01:21:37.086000,RIC,3,13.0,1.0,0 days 01:21:35.789000,,SOFT,16.0,False,RB,0 days 01:19:54.913000,1,10.0,2024,1
0 days 01:23:36.494000,RIC,3,14.0,2.0,,0 days 01:22:00.380000,HARD,1.0,True,RB,0 days 01:21:37.086000,1,16.0,2024,1
0 days 01:57:53.932000,RIC,3,35.0,2.0,0 days 01:57:52.253000,,HARD,22.0,True,RB,0 days 01:56:13.337000,1,11.0,2024,1
0 days 01:59:50.927000,RIC,3,36.0,3.0,,0 days 01:58:17.022000,SOFT,1.0,True,RB,0 days 01:57:53.932000,1,16.0,2024,1
0 days 01:23:07.711000,TSU,22,14.0,1.0,0 days 01:23:06.054000,,SOFT,14.0,True,RB,0 days 01:21:26.573000,1,4.0,2024,1
0 days 01:25:07.299000,TSU,22,15.0,2.0,,0 days 01:23:30.727000,HARD,1.0,True,RB,0 days 01:23:07.711000,1,13.0,2024,1
0 days 01:56:06.795000,TSU,22,34.0,2.0,0 days 01:56:05.032000,,HARD,20.0,True,RB,0 days 01:54:25.960000,1,10.0,2024,1
0 days 01:58:04.212000,TSU,22,35.0,3.0,,0 days 01:56:29.630000,HARD,1.0,True,RB,0 days 01:56:06.795000,1,15.0,2024,1
0 days 01:24:48.907000,ALB,23,15.0,1.0,0 days 01:24:47.139000,,SOFT,15.0,True,Williams,0 days 01:23:07.736000,1,5.0,2024,1
0 days 01:26:48.248000,ALB,23,16.0,2.0,,0 days 01:25:11.918000,HARD,1.0,True,Williams,0 days 01:24:48.907000,1,15.0,2024,1
0 days 01:59:29.747000,ALB,23,36.0,2.0,0 days 01:59:27.973000,,HARD,21.0,True,Williams,0 days 01:57:49.414000,1,10.0,2024,1
0 days 02:01:27.379000,ALB,23,37.0,3.0,,0 days 01:59:52.655000,HARD,1.0,True,Williams,0 days 01:59:29.747000,1,16.0,2024,1
0 days 01:01:53.760000,HUL,27,1.0,1.0,0 days 01:01:52.101000,,SOFT,1.0,True,Haas F1 Team,0 days 00:59:59.911000,12,20.0,2024,1
0 days 01:04:04.671000,HUL,27,2.0,2.0,,0 days 01:02:28.664000,HARD,1.0,True,Haas F1 Team,0 days 01:01:53.760000,1,20.0,2024,1
0 days 01:33:28.348000,HUL,27,20.0,2.0,0 days 01:33:26.755000,,HARD,19.0,True,Haas F1 Team,0 days 01:31:47.550000,1,19.0,2024,1
0 days 01:35:27.047000,HUL,27,21.0,3.0,,0 days 01:33:51.368000,HARD,1.0,True,Haas F1 Team,0 days 01:33:28.348000,1,19.0,2024,1
0 days 02:07:49.567000,HUL,27,41.0,3.0,0 days 02:07:47.947000,,HARD,21.0,True,Haas F1 Team,0 days 02:06:09.998000,1,15.0,2024,1
0 days 02:09:45.675000,HUL,27,42.0,4.0,,0 days 02:08:12.280000,SOFT,2.0,False,Haas F1 Team,0 days 02:07:49.567000,1,18.0,2024,1
0 days 01:16:40.394000,OCO,31,10.0,1.0,0 days 01:16:38.837000,,SOFT,10.0,True,Alpine,0 days 01:14:58.752000,12,16.0,2024,1
0 days 01:18:39.408000,OCO,31,11.0,2.0,,0 days 01:17:03.528000,HARD,1.0,True,Alpine,0 days 01:16:40.394000,1,18.0,2024,1
0 days 01:49:49.891000,OCO,31,30.0,2.0,0 days 01:49:48.158000,,HARD,20.0,True,Alpine,0 days 01:48:08.681000,1,14.0,2024,1
0 days 01:51:49.213000,OCO,31,31.0,3.0,,0 days 01:50:13.288000,HARD,1.0,True,Alpine,0 days 01:49:49.891000,1,18.0,2024,1
0 days 01:19:58.372000,GAS,10,12.0,1.0,0 days 01:19:56.823000,,SOFT,12.0,True,Alpine,0 days 01:18:16.916000,1,12.0,2024,1
0 days 01:22:02.937000,GAS,10,13.0,2.0,,0 days 01:20:26.625000,HARD,1.0,True,Alpine,0 days 01:19:58.372000,1,18.0,2024,1
0 days 01:51:30.743000,GAS,10,31.0,2.0,0 days 01:51:29.011000,,HARD,19.0,True,Alpine,0 days 01:49:50.311000,1,16.0,2024,1
0 days 01:53:30.513000,GAS,10,32.0,3.0,,0 days 01:51:55.547000,HARD,1.0,True,Alpine,0 days 01:51:30.743000,1,18.0,2024,1
0 days 02:11:15.213000,GAS,10,43.0,3.0,0 days 02:11:13.617000,,HARD,12.0,True,Alpine,0 days 02:09:35.922000,1,17.0,2024,1
0 days 02:13:11.694000,GAS,10,44.0,4.0,,0 days 02:11:38.724000,SOFT,1.0,True,Alpine,0 days 02:11:15.213000,1,18.0,2024,1
0 days 01:20:02.264000,BOT,77,12.0,1.0,0 days 01:20:00.495000,,SOFT,12.0,True,Kick Sauber,0 days 01:18:19.119000,1,14.0,2024,1
0 days 01:22:03.345000,BOT,77,13.0,2.0,,0 days 01:20:27.061000,HARD,1.0,True,Kick Sauber,0 days 01:20:02.264000,1,19.0,2024,1
0 days 01:49:51.985000,BOT,77,30.0,2.0,0 days 01:49:50.207000,,HARD,18.0,True,Kick Sauber,0 days 01:48:10.733000,1,16.0,2024,1
0 days 01:52:42.259000,BOT,77,31.0,3.0,,0 days 01:51:05.158000,HARD,1.0,True,Kick Sauber,0 days 01:49:51.985000,1,19.0,2024,1
0 days 01:17:39.304000,SAR,2,10.0,1.0,0 days 01:17:37.577000,,SOFT,10.0,True,Williams,0 days 01:14:57.453000,12,20.0,2024,1
0 days 01:19:51.742000,SAR,2,11.0,2.0,,0 days 01:18:13.302000,HARD,1.0,True,Williams,0 days 01:17:39.304000,1,20.0,2024,1
0 days 01:47:53.625000,SAR,2,28.0,2.0,0 days 01:47:51.937000,,HARD,18.0,True,Williams,0 days 01:46:13.090000,1,20.0,2024,1
0 days 01:49:55.206000,SAR,2,29.0,3.0,,0 days 01:48:17.080000,HARD,1.0,True,Williams,0 days 01:47:53.625000,1,20.0,2024,1
0 days 02:07:41.776000,SAR,2,40.0,3.0,0 days 02:07:39.995000,,HARD,12.0,True,Williams,0 days 02:06:01.959000,1,20.0,2024,1
0 days 02:09:42.058000,SAR,2,41.0,4.0,,0 days 02:08:05.424000,SOFT,1.0,True,Williams,0 days 02:07:41.776000,1,20.0,2024,1
0 days 01:11:12.182000,VER,1,7.0,1.0,0 days 01:11:11.053000,,MEDIUM,7.0,True,Red Bull Racing,0 days 01:09:09.263000,124,1.0,2024,2
0 days 01:14:21.360000,VER,1,8.0,2.0,,0 days 01:11:31.721000,HARD,1.0,True,Red Bull Racing,0 days 01:11:12.182000,4,2.0,2024,2
0 days 01:01:45.752000,GAS,10,1.0,1.0,0 days 01:01:44.496000,,MEDIUM,1.0,True,Alpine,0 days 00:59:43.836000,1,20.0,2024,2
0 days 01:11:16.505000,PER,11,7.0,1.0,0 days 01:11:15.418000,,MEDIUM,7.0,True,Red Bull Racing,0 days 01:09:11.890000,124,2.0,2024,2
0 days 01:14:23.836000,PER,11,8.0,2.0,,0 days 01:11:37.661000,HARD,1.0,True,Red Bull Racing,0 days 01:11:16.505000,4,4.0,2024,2
0 days 01:11:23.416000,ALO,14,7.0,1.0,0 days 01:11:22.311000,,MEDIUM,8.0,False,Aston Martin,0 days 01:09:16.533000,24,5.0,2024,2
0 days 01:14:28.719000,ALO,14,8.0,2.0,,0 days 01:11:44.551000,HARD,2.0,False,Aston Martin,0 days 01:11:23.416000,4,7.0,2024,2
0 days 01:11:18.204000,LEC,16,7.0,1.0,0 days 01:11:17.159000,,MEDIUM,7.0,True,Ferrari,0 days 01:09:13.373000,124,3.0,2024,2
0 days 01:14:24.712000,LEC,16,8.0,2.0,,0 days 01:11:40.533000,HARD,1.0,True,Ferrari,0 days 01:11:18.204000,4,5.0,2024,2
0 days 01:11:48.175000,SAR,2,7.0,1.0,0 days 01:11:47.060000,,MEDIUM,7.0,True,Williams,0 days 01:09:33.825000,24,17.0,2024,2
0 days 01:14:45.442000,SAR,2,8.0,2.0,,0 days 01:12:10.777000,HARD,1.0,True,Williams,0 days 01:11:48.175000,4,17.0,2024,2
0 days 01:11:39.298000,MAG,20,7.0,1.0,0 days 01:11:38.294000,,MEDIUM,7.0,True,Haas F1 Team,0 days 01:09:27.734000,24,11.0,2024,2
0 days 01:14:39.289000,MAG,20,8.0,2.0,,0 days 01:11:59.754000,HARD,1.0,True,Haas F1 Team,0 days 01:11:39.298000,4,13.0,2024,2
0 days 01:11:37.388000,TSU,22,7.0,1.0,0 days 01:11:36.333000,,MEDIUM,7.0,True,RB,0 days 01:09:26.474000,24,9.0,2024,2
0 days 01:14:36.977000,TSU,22,8.0,2.0,,0 days 01:11:58.073000,HARD,1.0,True,RB,0 days 01:11:37.388000,4,11.0,2024,2
0 days 01:11:40.023000,ALB,23,7.0,1.0,0 days 01:11:39.002000,,MEDIUM,7.0,True,Williams,0 days 01:09:28.410000,24,12.0,2024,2
0 days 01:14:39.995000,ALB,23,8.0,2.0,,0 days 01:12:00.635000,HARD,1.0,True,Williams,0 days 01:11:40.023000,4,14.0,2024,2
0 days 02:07:49.836000,ZHO,24,41.0,1.0,0 days 02:07:48.876000,,MEDIUM,41.0,True,Kick Sauber,0 days 02:06:13.457000,1,10.0,2024,2
0 days 02:10:07.228000,ZHO,24,42.0,2.0,,0 days 02:08:35.225000,SOFT,1.0,True,Kick Sauber,0 days 02:07:49.836000,1,18.0,2024,2
0 days 01:55:07.879000,HUL,27,33.0,1.0,0 days 01:55:06.911000,,MEDIUM,33.0,True,Haas F1 Team,0 days 01:53:31.278000,1,10.0,2024,2
0 days 01:56:59.742000,HUL,27,34.0,2.0,,0 days 01:55:28.018000,HARD,1.0,True,Haas F1 Team,0 days 01:55:07.879000,1,11.0,2024,2
0 days 01:11:43.546000,RIC,3,7.0,1.0,0 days 01:11:42.435000,,MEDIUM,7.0,True,RB,0 days 01:09:31.072000,24,14.0,2024,2
0 days 01:14:57.232000,RIC,3,8.0,2.0,,0 days 01:12:45.853000,HARD,1.0,True,RB,0 days 01:11:43.546000,4,18.0,2024,2
0 days 01:11:45.679000,OCO,31,7.0,1.0,0 days 01:11:44.650000,,MEDIUM,7.0,True,Alpine,0 days 01:09:32.977000,24,15.0,2024,2
0 days 01:14:41.996000,OCO,31,8.0,2.0,,0 days 01:12:07.175000,HARD,1.0,True,Alpine,0 days 01:11:45.679000,4,15.0,2024,2
0 days 01:11:38.204000,BEA,38,7.0,1.0,0 days 01:11:37.184000,,SOFT,7.0,True,Ferrari,0 days 01:09:27.036000,24,10.0,2024,2
0 days 01:14:37.804000,BEA,38,8.0,2.0,,0 days 01:11:59.637000,HARD,1.0,True,Ferrari,0 days 01:11:38.204000,4,12.0,2024,2
0 days 02:00:54.872000,NOR,4,37.0,1.0,0 days 02:00:53.788000,,MEDIUM,37.0,True,McLaren,0 days 01:59:18.197000,1,4.0,2024,2
0 days 02:02:45.721000,NOR,4,38.0,2.0,,0 days 02:01:16.054000,SOFT,7.0,False,McLaren,0 days 02:00:54.872000,1,8.0,2024,2
0 days 01:59:24.902000,HAM,44,36.0,1.0,0 days 01:59:23.974000,,MEDIUM,36.0,True,Mercedes,0 days 01:57:48.935000,1,6.0,2024,2
0 days 02:01:14.387000,HAM,44,37.0,2.0,,0 days 01:59:44.210000,SOFT,4.0,False,Mercedes,0 days 01:59:24.902000,1,9.0,2024,2
0 days 01:11:29.028000,RUS,63,7.0,1.0,0 days 01:11:27.949000,,MEDIUM,7.0,True,Mercedes,0 days 01:09:20.192000,24,7.0,2024,2
0 days 01:14:32.654000,RUS,63,8.0,2.0,,0 days 01:11:48.953000,HARD,1.0,True,Mercedes,0 days 01:11:29.028000,4,9.0,2024,2
0 days 01:11:46.888000,BOT,77,7.0,1.0,0 days 01:11:45.899000,,SOFT,7.0,True,Kick Sauber,0 days 01:09:33.308000,24,16.0,2024,2
0 days 01:14:44.229000,BOT,77,8.0,2.0,,0 days 01:12:08.581000,HARD,1.0,True,Kick Sauber,0 days 01:11:46.888000,4,16.0,2024,2
0 days 01:58:45.248000,BOT,77,35.0,2.0,0 days 01:58:44.198000,,HARD,28.0,True,Kick Sauber,0 days 01:57:07.384000,1,18.0,2024,2
0 days 02:00:39.497000,BOT,77,36.0,3.0,,0 days 01:59:07.460000,SOFT,1.0,True,Kick Sauber,0 days 01:58:45.248000,1,18.0,2024,2
0 days 01:11:22.566000,PIA,81,7.0,1.0,0 days 01:11:21.605000,,MEDIUM,7.0,True,McLaren,0 days 01:09:15.846000,124,4.0,2024,2
0 days 01:14:26.915000,PIA,81,8.0,2.0,,0 days 01:11:42.984000,HARD,2.0,False,McLaren,0 days 01:11:22.566000,4,6.0,2024,2
0 days 01:04:24.523000,VER,1,4.0,1.0,0 days 01:04:24.613000,,MEDIUM,4.0,True,Red Bull Racing,0 days 01:02:44.158000,1,19.0,2024,3
0 days 01:23:07.867000,GAS,10,17.0,1.0,0 days 01:22:49.794000,,MEDIUM,17.0,True,Alpine,0 days 01:21:10.079000,1267,14.0,2024,3
0 days 01:24:37.755000,GAS,10,18.0,2.0,,0 days 01:23:10.039000,HARD,1.0,True,Alpine,0 days 01:23:07.867000,1,15.0,2024,3
0 days 01:56:54.132000,GAS,10,41.0,2.0,0 days 01:56:38.616000,,HARD,24.0,True,Alpine,0 days 01:55:09.538000,1,15.0,2024,3
0 days 01:58:22.303000,GAS,10,42.0,3.0,,0 days 01:56:56.191000,HARD,1.0,True,Alpine,0 days 01:56:54.132000,1,14.0,2024,3
0 days 01:18:18.730000,PER,11,14.0,1.0,0 days 01:18:02.904000,,MEDIUM,14.0,True,Red Bull Racing,0 days 01:16:40.037000,1,6.0,2024,3
0 days 01:19:46.639000,PER,11,15.0,2.0,,0 days 01:18:20.864000,HARD,1.0,True,Red Bull Racing,0 days 01:18:18.730000,1,10.0,2024,3
0 days 01:47:51.237000,PER,11,35.0,2.0,0 days 01:47:36.252000,,HARD,21.0,True,Red Bull Racing,0 days 01:46:11.797000,1,7.0,2024,3
0 days 01:49:18.909000,PER,11,36.0,3.0,,0 days 01:47:53.442000,HARD,1.0,True,Red Bull Racing,0 days 01:47:51.237000,1,8.0,2024,3
0 days 01:22:40.471000,ALO,14,17.0,1.0,0 days 01:22:24.439000,,HARD,18.0,False,Aston Martin,0 days 01:20:51.862000,126,5.0,2024,3
0 days 01:24:11.194000,ALO,14,18.0,2.0,,0 days 01:22:42.580000,MEDIUM,2.0,False,Aston Martin,0 days 01:22:40.471000,671,5.0,2024,3
0 days 01:56:10.989000,ALO,14,41.0,2.0,0 days 01:55:55.327000,,MEDIUM,25.0,False,Aston Martin,0 days 01:54:32.001000,1,7.0,2024,3
0 days 01:57:38.336000,ALO,14,42.0,3.0,,0 days 01:56:13.143000,HARD,2.0,False,Aston Martin,0 days 01:56:10.989000,1,7.0,2024,3
0 days 01:11:15.323000,LEC,16,9.0,1.0,0 days 01:11:00.168000,,MEDIUM,9.0,True,Ferrari,0 days 01:09:39.287000,1,5.0,2024,3
0 days 01:12:43.184000,LEC,16,10.0,2.0,,0 days 01:11:17.342000,HARD,1.0,True,Ferrari,0 days 01:11:15.323000,1,7.0,2024,3
0 days 01:46:07.811000,LEC,16,34.0,2.0,0 days 01:45:52.771000,,HARD,25.0,True,Ferrari,0 days 01:44:31.849000,1,4.0,2024,3
0 days 01:47:35.762000,LEC,16,35.0,3.0,,0 days 01:46:09.984000,HARD,1.0,True,Ferrari,0 days 01:46:07.811000,1,4.0,2024,3
0 days 01:09:59.267000,STR,18,8.0,1.0,0 days 01:09:43.606000,,MEDIUM,9.0,False,Aston Martin,0 days 01:08:21.905000,1,12.0,2024,3
0 days 01:11:27.212000,STR,18,9.0,2.0,,0 days 01:10:01.356000,HARD,2.0,False,Aston Martin,0 days 01:09:59.267000,1,11.0,2024,3
0 days 01:50:52.881000,STR,18,37.0,2.0,0 days 01:50:37.151000,,HARD,30.0,False,Aston Martin,0 days 01:49:15.355000,1,8.0,2024,3
0 days 01:52:20.728000,STR,18,38.0,3.0,,0 days 01:50:54.981000,HARD,2.0,False,Aston Martin,0 days 01:50:52.881000,1,8.0,2024,3
0 days 01:08:42.155000,MAG,20,7.0,1.0,0 days 01:08:26.039000,,MEDIUM,7.0,True,Haas F1 Team,0 days 01:07:04.210000,1,15.0,2024,3
0 days 01:10:12.134000,MAG,20,8.0,2.0,,0 days 01:08:44.252000,HARD,1.0,True,Haas F1 Team,0 days 01:08:42.155000,1,15.0,2024,3
0 days 01:45:31.800000,MAG,20,33.0,2.0,0 days 01:45:15.854000,,HARD,26.0,True,Haas F1 Team,0 days 01:43:53.998000,1,13.0,2024,3
0 days 01:47:00.339000,MAG,20,34.0,3.0,,0 days 01:45:33.932000,HARD,1.0,True,Haas F1 Team,0 days 01:45:31.800000,1,14.0,2024,3
0 days 01:11:24.445000,TSU,22,9.0,1.0,0 days 01:11:08.035000,,MEDIUM,9.0,True,RB,0 days 01:09:46.235000,1,9.0,2024,3
0 days 01:12:54.337000,TSU,22,10.0,2.0,,0 days 01:11:26.560000,HARD,1.0,True,RB,0 days 01:11:24.445000,1,12.0,2024,3
0 days 01:49:31.865000,TSU,22,36.0,2.0,0 days 01:49:16.525000,,HARD,27.0,True,RB,0 days 01:47:54.709000,1,9.0,2024,3
0 days 01:51:01.009000,TSU,22,37.0,3.0,,0 days 01:49:34.003000,HARD,1.0,True,RB,0 days 01:49:31.865000,1,10.0,2024,3
0 days 01:07:18.595000,ALB,23,6.0,1.0,0 days 01:07:03.041000,,MEDIUM,6.0,True,Williams,0 days 01:05:40.734000,1,16.0,2024,3
0 days 01:08:47.042000,ALB,23,7.0,2.0,,0 days 01:07:20.614000,HARD,1.0,True,Williams,0 days 01:07:18.595000,1,16.0,2024,3
0 days 01:37:08.424000,ALB,23,27.0,2.0,0 days 01:36:52.888000,,HARD,21.0,True,Williams,0 days 01:35:30.984000,1,15.0,2024,3
0 days 01:38:37.633000,ALB,23,28.0,3.0,,0 days 01:37:10.502000,HARD,1.0,True,Williams,0 days 01:37:08.424000,1,15.0,2024,3
0 days 01:00:08.177000,ZHO,24,1.0,1.0,,0 days 00:58:37.885000,SOFT,1.0,True,Kick Sauber,0 days 00:58:29.232000,1,19.0,2024,3
0 days 01:07:23.518000,ZHO,24,6.0,1.0,0 days 01:07:06.691000,,SOFT,6.0,True,Kick Sauber,0 days 01:05:44.577000,1,17.0,2024,3
0 days 01:08:54.686000,ZHO,24,7.0,2.0,,0 days 01:07:25.636000,HARD,2.0,False,Kick Sauber,0 days 01:07:23.518000,1,18.0,2024,3
0 days 01:48:42.988000,ZHO,24,35.0,2.0,0 days 01:48:08.338000,,HARD,30.0,False,Kick Sauber,0 days 01:46:46.393000,1,17.0,2024,3
0 days 01:50:11.558000,ZHO,24,36.0,3.0,,0 days 01:48:45.034000,HARD,1.0,True,Kick Sauber,0 days 01:48:42.988000,1,17.0,2024,3
0 days 01:23:02.587000,HUL,27,17.0,1.0,0 days 01:22:46.485000,,HARD,17.0,True,Haas F1 Team,0 days 01:21:08.089000,1267,11.0,2024,3
0 days 01:24:30.541000,HUL,27,18.0,2.0,,0 days 01:23:04.703000,MEDIUM,1.0,True,Haas F1 Team,0 days 01:23:02.587000,1,12.0,2024,3
0 days 01:48:14.046000,HUL,27,35.0,2.0,0 days 01:47:58.093000,,MEDIUM,18.0,True,Haas F1 Team,0 days 01:46:36.732000,1,11.0,2024,3
0 days 01:49:41.346000,HUL,27,36.0,3.0,,0 days 01:48:16.195000,HARD,1.0,True,Haas F1 Team,0 days 01:48:14.046000,1,11.0,2024,3
0 days 01:05:58.698000,RIC,3,5.0,1.0,0 days 01:05:42.642000,,SOFT,5.0,True,RB,0 days 01:04:19.892000,1,18.0,2024,3
