Time,Driver,DriverNumber,LapNumber,Stint,PitInTime,PitOutTime,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Position,Year,RoundNumber
0 days 01:23:51.260000,ANT,12,5.0,4.0,,0 days 01:21:35.283000,INTERMEDIATE,5.0,False,Mercedes,0 days 01:21:32.097000,4,13.0,2025,1
0 days 02:08:39.832000,ANT,12,33.0,4.0,0 days 02:08:23.095000,,INTERMEDIATE,33.0,False,Mercedes,0 days 02:06:47.197000,124,10.0,2025,1
0 days 02:11:02.428000,ANT,12,34.0,5.0,,0 days 02:08:42.155000,HARD,1.0,True,Mercedes,0 days 02:08:39.832000,4,10.0,2025,1
0 days 02:30:03.891000,ANT,12,44.0,5.0,0 days 02:29:44.044000,,HARD,11.0,True,Mercedes,0 days 02:28:15.615000,12,11.0,2025,1
0 days 02:31:39.484000,ANT,12,45.0,6.0,,0 days 02:30:06.012000,INTERMEDIATE,1.0,True,Mercedes,0 days 02:30:03.891000,21,11.0,2025,1
0 days 01:16:07.295000,ALO,14,2.0,1.0,0 days 01:15:54.830000,,INTERMEDIATE,2.0,True,Aston Martin,0 days 01:13:17.788000,4,10.0,2025,1
0 days 01:18:50.610000,ALO,14,3.0,2.0,0 days 01:18:37.191000,0 days 01:16:10.400000,INTERMEDIATE,3.0,False,Aston Martin,0 days 01:16:07.295000,4,10.0,2025,1
0 days 01:21:25.229000,ALO,14,4.0,3.0,0 days 01:21:13.968000,0 days 01:18:53.529000,INTERMEDIATE,4.0,False,Aston Martin,0 days 01:18:50.610000,4,10.0,2025,1
0 days 01:23:47.410000,ALO,14,5.0,4.0,,0 days 01:21:29.030000,INTERMEDIATE,5.0,False,Aston Martin,0 days 01:21:25.229000,4,10.0,2025,1
0 days 01:15:56.324000,LEC,16,2.0,1.0,0 days 01:15:44.366000,,INTERMEDIATE,2.0,True,Ferrari,0 days 01:13:09.163000,4,5.0,2025,1
0 days 01:18:38.523000,LEC,16,3.0,2.0,0 days 01:18:26.003000,0 days 01:15:58.544000,INTERMEDIATE,3.0,False,Ferrari,0 days 01:15:56.324000,4,5.0,2025,1
0 days 01:21:14.268000,LEC,16,4.0,3.0,0 days 01:21:02.246000,0 days 01:18:40.624000,INTERMEDIATE,4.0,False,Ferrari,0 days 01:18:38.523000,4,5.0,2025,1
0 days 01:23:36.865000,LEC,16,5.0,4.0,,0 days 01:21:16.471000,INTERMEDIATE,5.0,False,Ferrari,0 days 01:21:14.268000,4,5.0,2025,1
0 days 02:10:11.057000,LEC,16,34.0,4.0,0 days 02:09:55.018000,,INTERMEDIATE,34.0,False,Ferrari,0 days 02:07:57.152000,4,5.0,2025,1
0 days 02:12:17.929000,LEC,16,35.0,5.0,,0 days 02:10:13.161000,HARD,2.0,False,Ferrari,0 days 02:10:11.057000,4,5.0,2025,1
0 days 02:35:29.215000,LEC,16,47.0,5.0,0 days 02:35:06.901000,,HARD,14.0,False,Ferrari,0 days 02:32:56.733000,124,10.0,2025,1
0 days 02:37:25.259000,LEC,16,48.0,6.0,,0 days 02:35:31.368000,INTERMEDIATE,1.0,True,Ferrari,0 days 02:35:29.215000,4,10.0,2025,1
0 days 01:16:09.657000,STR,18,2.0,1.0,0 days 01:15:57.307000,,INTERMEDIATE,2.0,True,Aston Martin,0 days 01:13:20.053000,4,11.0,2025,1
0 days 01:18:53.621000,STR,18,3.0,2.0,0 days 01:18:40.020000,0 days 01:16:13.028000,INTERMEDIATE,1.0,True,Aston Martin,0 days 01:16:09.657000,4,11.0,2025,1
0 days 01:21:28.367000,STR,18,4.0,3.0,0 days 01:21:17.105000,0 days 01:18:56.155000,INTERMEDIATE,1.0,True,Aston Martin,0 days 01:18:53.621000,4,11.0,2025,1
0 days 01:23:48.776000,STR,18,5.0,4.0,,0 days 01:21:31.574000,INTERMEDIATE,1.0,True,Aston Martin,0 days 01:21:28.367000,4,11.0,2025,1
0 days 02:09:01.609000,STR,18,33.0,4.0,0 days 02:08:44.912000,,INTERMEDIATE,29.0,True,Aston Martin,0 days 02:06:58.843000,124,11.0,2025,1
0 days 02:11:06.602000,STR,18,34.0,5.0,,0 days 02:09:03.663000,HARD,2.0,False,Aston Martin,0 days 02:09:01.609000,4,11.0,2025,1
0 days 02:30:01.763000,STR,18,44.0,5.0,0 days 02:29:44.983000,,HARD,12.0,False,Aston Martin,0 days 02:28:17.025000,12,10.0,2025,1
0 days 02:31:39.019000,STR,18,45.0,6.0,,0 days 02:30:03.907000,INTERMEDIATE,1.0,True,Aston Martin,0 days 02:30:01.763000,21,10.0,2025,1
0 days 01:15:59.588000,TSU,22,2.0,1.0,0 days 01:15:46.618000,,INTERMEDIATE,2.0,True,Racing Bulls,0 days 01:13:11.264000,4,6.0,2025,1
0 days 01:18:42.370000,TSU,22,3.0,2.0,0 days 01:18:29.345000,0 days 01:16:01.530000,INTERMEDIATE,3.0,False,Racing Bulls,0 days 01:15:59.588000,4,6.0,2025,1
0 days 01:21:17.581000,TSU,22,4.0,3.0,0 days 01:21:06.137000,0 days 01:18:44.490000,INTERMEDIATE,4.0,False,Racing Bulls,0 days 01:18:42.370000,4,6.0,2025,1
0 days 01:23:39.022000,TSU,22,5.0,4.0,,0 days 01:21:19.691000,INTERMEDIATE,5.0,False,Racing Bulls,0 days 01:21:17.581000,4,6.0,2025,1
0 days 02:08:30.129000,TSU,22,33.0,4.0,0 days 02:08:13.310000,,INTERMEDIATE,33.0,False,Racing Bulls,0 days 02:06:39.478000,124,6.0,2025,1
0 days 02:10:56.940000,TSU,22,34.0,5.0,,0 days 02:08:32.258000,MEDIUM,1.0,True,Racing Bulls,0 days 02:08:30.129000,4,6.0,2025,1
0 days 02:35:30.876000,TSU,22,47.0,5.0,0 days 02:35:13.664000,,MEDIUM,14.0,True,Racing Bulls,0 days 02:32:57.528000,124,11.0,2025,1
0 days 02:37:27.162000,TSU,22,48.0,6.0,,0 days 02:35:32.932000,INTERMEDIATE,1.0,True,Racing Bulls,0 days 02:35:30.876000,4,11.0,2025,1
0 days 01:16:01.755000,ALB,23,2.0,1.0,0 days 01:15:48.835000,,INTERMEDIATE,2.0,True,Williams,0 days 01:13:12.809000,4,7.0,2025,1
0 days 01:18:45.336000,ALB,23,3.0,2.0,0 days 01:18:31.238000,0 days 01:16:03.745000,INTERMEDIATE,1.0,True,Williams,0 days 01:16:01.755000,4,7.0,2025,1
0 days 01:21:19.555000,ALB,23,4.0,3.0,0 days 01:21:07.775000,0 days 01:18:48.304000,INTERMEDIATE,2.0,False,Williams,0 days 01:18:45.336000,4,7.0,2025,1
0 days 01:23:41.639000,ALB,23,5.0,4.0,,0 days 01:21:22.068000,INTERMEDIATE,3.0,False,Williams,0 days 01:21:19.555000,4,7.0,2025,1
0 days 02:08:30.736000,ALB,23,33.0,4.0,0 days 02:08:14.228000,,INTERMEDIATE,31.0,False,Williams,0 days 02:06:40.557000,124,7.0,2025,1
0 days 02:10:58.208000,ALB,23,34.0,5.0,,0 days 02:08:32.903000,MEDIUM,1.0,True,Williams,0 days 02:08:30.736000,4,7.0,2025,1
0 days 02:29:58.439000,ALB,23,44.0,5.0,0 days 02:29:41.637000,,MEDIUM,11.0,True,Williams,0 days 02:28:13.104000,12,9.0,2025,1
0 days 02:31:35.012000,ALB,23,45.0,6.0,,0 days 02:30:00.469000,INTERMEDIATE,1.0,True,Williams,0 days 02:29:58.439000,21,9.0,2025,1
0 days 01:16:11.323000,HUL,27,2.0,1.0,0 days 01:15:59.421000,,INTERMEDIATE,2.0,True,Kick Sauber,0 days 01:13:21.891000,4,12.0,2025,1
0 days 01:18:55.515000,HUL,27,3.0,2.0,0 days 01:18:41.760000,0 days 01:16:14.730000,INTERMEDIATE,3.0,False,Kick Sauber,0 days 01:16:11.323000,4,12.0,2025,1
0 days 01:21:30.571000,HUL,27,4.0,3.0,0 days 01:21:19.330000,0 days 01:18:57.772000,INTERMEDIATE,4.0,False,Kick Sauber,0 days 01:18:55.515000,4,12.0,2025,1
0 days 01:23:49.629000,HUL,27,5.0,4.0,,0 days 01:21:33.532000,INTERMEDIATE,5.0,False,Kick Sauber,0 days 01:21:30.571000,4,12.0,2025,1
0 days 02:09:12.132000,HUL,27,33.0,4.0,0 days 02:08:53.146000,,INTERMEDIATE,33.0,False,Kick Sauber,0 days 02:07:06.489000,124,12.0,2025,1
0 days 02:11:16.679000,HUL,27,34.0,5.0,,0 days 02:09:14.269000,MEDIUM,1.0,True,Kick Sauber,0 days 02:09:12.132000,4,12.0,2025,1
0 days 02:30:04.352000,HUL,27,44.0,5.0,0 days 02:29:46.305000,,MEDIUM,11.0,True,Kick Sauber,0 days 02:28:17.656000,12,12.0,2025,1
0 days 02:31:41.489000,HUL,27,45.0,6.0,,0 days 02:30:06.468000,INTERMEDIATE,1.0,True,Kick Sauber,0 days 02:30:04.352000,21,12.0,2025,1
0 days 01:13:29.452000,LAW,30,1.0,1.0,,0 days 01:11:10.858000,INTERMEDIATE,1.0,False,Red Bull Racing,0 days 01:11:00.355000,124,16.0,2025,1
0 days 01:16:18.867000,LAW,30,2.0,1.0,0 days 01:16:07.402000,,INTERMEDIATE,2.0,False,Red Bull Racing,0 days 01:13:29.452000,4,16.0,2025,1
0 days 01:19:04.190000,LAW,30,3.0,2.0,0 days 01:18:50.242000,0 days 01:16:22.171000,INTERMEDIATE,3.0,False,Red Bull Racing,0 days 01:16:18.867000,4,16.0,2025,1
0 days 01:21:44.420000,LAW,30,4.0,3.0,0 days 01:21:27.905000,0 days 01:19:06.403000,INTERMEDIATE,1.0,False,Red Bull Racing,0 days 01:19:04.190000,4,16.0,2025,1
0 days 01:23:55.713000,LAW,30,5.0,4.0,,0 days 01:21:46.674000,INTERMEDIATE,4.0,False,Red Bull Racing,0 days 01:21:44.420000,4,16.0,2025,1
0 days 02:09:28.402000,LAW,30,33.0,4.0,0 days 02:09:10.507000,,INTERMEDIATE,32.0,False,Red Bull Racing,0 days 02:07:20.060000,124,15.0,2025,1
0 days 02:11:32.677000,LAW,30,34.0,5.0,,0 days 02:09:30.536000,MEDIUM,1.0,True,Red Bull Racing,0 days 02:09:28.402000,4,16.0,2025,1
0 days 01:16:16.308000,OCO,31,2.0,1.0,0 days 01:16:05.054000,,INTERMEDIATE,2.0,True,Haas F1 Team,0 days 01:13:26.359000,4,15.0,2025,1
0 days 01:19:01.413000,OCO,31,3.0,2.0,0 days 01:18:47.469000,0 days 01:16:19.513000,INTERMEDIATE,3.0,False,Haas F1 Team,0 days 01:16:16.308000,4,15.0,2025,1
0 days 01:21:43.543000,OCO,31,4.0,3.0,0 days 01:21:25.943000,0 days 01:19:04.029000,INTERMEDIATE,4.0,False,Haas F1 Team,0 days 01:19:01.413000,4,15.0,2025,1
0 days 01:23:54.071000,OCO,31,5.0,4.0,,0 days 01:21:45.607000,INTERMEDIATE,1.0,True,Haas F1 Team,0 days 01:21:43.543000,4,15.0,2025,1
0 days 02:22:54.359000,OCO,31,39.0,4.0,0 days 02:22:37.662000,,INTERMEDIATE,35.0,True,Haas F1 Team,0 days 02:20:50.158000,4,15.0,2025,1
0 days 02:24:36.394000,OCO,31,40.0,5.0,,0 days 02:22:56.609000,MEDIUM,1.0,True,Haas F1 Team,0 days 02:22:54.359000,4,15.0,2025,1
0 days 02:34:32.580000,OCO,31,46.0,5.0,0 days 02:34:14.801000,,MEDIUM,7.0,True,Haas F1 Team,0 days 02:32:10.835000,124,13.0,2025,1
0 days 02:36:39.806000,OCO,31,47.0,6.0,,0 days 02:34:34.762000,INTERMEDIATE,1.0,True,Haas F1 Team,0 days 02:34:32.580000,4,12.0,2025,1
0 days 01:15:47.663000,NOR,4,2.0,1.0,0 days 01:15:36.644000,,INTERMEDIATE,2.0,True,McLaren,0 days 01:12:57.726000,4,1.0,2025,1
0 days 01:18:29.359000,NOR,4,3.0,2.0,0 days 01:18:18.691000,0 days 01:15:50.143000,INTERMEDIATE,3.0,False,McLaren,0 days 01:15:47.663000,4,1.0,2025,1
0 days 01:21:05.355000,NOR,4,4.0,3.0,0 days 01:20:54.690000,0 days 01:18:31.544000,INTERMEDIATE,4.0,False,McLaren,0 days 01:18:29.359000,4,1.0,2025,1
0 days 01:23:29.003000,NOR,4,5.0,4.0,,0 days 01:21:07.473000,INTERMEDIATE,5.0,False,McLaren,0 days 01:21:05.355000,4,1.0,2025,1
0 days 02:09:16.412000,NOR,4,34.0,4.0,0 days 02:09:00.096000,,INTERMEDIATE,34.0,False,McLaren,0 days 02:07:14.139000,124,1.0,2025,1
0 days 02:11:19.860000,NOR,4,35.0,5.0,,0 days 02:09:18.613000,HARD,2.0,False,McLaren,0 days 02:09:16.412000,4,1.0,2025,1
0 days 02:29:49.173000,NOR,4,44.0,5.0,0 days 02:29:33.442000,,HARD,11.0,False,McLaren,0 days 02:28:03.586000,12,6.0,2025,1
0 days 02:31:25.580000,NOR,4,45.0,6.0,,0 days 02:29:51.347000,INTERMEDIATE,1.0,True,McLaren,0 days 02:29:49.173000,21,6.0,2025,1
0 days 01:16:03.467000,HAM,44,2.0,1.0,0 days 01:15:51.246000,,INTERMEDIATE,2.0,True,Ferrari,0 days 01:13:13.605000,4,8.0,2025,1
0 days 01:18:47.223000,HAM,44,3.0,2.0,0 days 01:18:33.930000,0 days 01:16:05.978000,INTERMEDIATE,3.0,False,Ferrari,0 days 01:16:03.467000,4,8.0,2025,1
0 days 01:21:21.296000,HAM,44,4.0,3.0,0 days 01:21:09.633000,0 days 01:18:50.272000,INTERMEDIATE,4.0,False,Ferrari,0 days 01:18:47.223000,4,8.0,2025,1
0 days 01:23:43.068000,HAM,44,5.0,4.0,,0 days 01:21:24.483000,INTERMEDIATE,5.0,False,Ferrari,0 days 01:21:21.296000,4,8.0,2025,1
0 days 02:08:32.483000,HAM,44,33.0,4.0,0 days 02:08:16.061000,,INTERMEDIATE,33.0,False,Ferrari,0 days 02:06:42.004000,124,8.0,2025,1
0 days 02:10:59.368000,HAM,44,34.0,5.0,,0 days 02:08:34.670000,HARD,2.0,False,Ferrari,0 days 02:08:32.483000,4,8.0,2025,1
0 days 02:35:23.425000,HAM,44,47.0,5.0,0 days 02:35:04.708000,,HARD,15.0,False,Ferrari,0 days 02:32:52.732000,124,9.0,2025,1
0 days 02:37:22.644000,HAM,44,48.0,6.0,,0 days 02:35:25.627000,INTERMEDIATE,1.0,True,Ferrari,0 days 02:35:23.425000,4,9.0,2025,1
0 days 01:16:14.333000,BOR,5,2.0,1.0,0 days 01:16:03.063000,,INTERMEDIATE,2.0,True,Kick Sauber,0 days 01:13:24.739000,4,14.0,2025,1
0 days 01:18:59.555000,BOR,5,3.0,2.0,0 days 01:18:45.520000,0 days 01:16:17.705000,INTERMEDIATE,3.0,False,Kick Sauber,0 days 01:16:14.333000,4,14.0,2025,1
0 days 01:21:34.266000,BOR,5,4.0,3.0,0 days 01:21:23.257000,0 days 01:19:01.883000,INTERMEDIATE,4.0,False,Kick Sauber,0 days 01:18:59.555000,4,14.0,2025,1
0 days 01:23:52.582000,BOR,5,5.0,4.0,,0 days 01:21:37.664000,INTERMEDIATE,5.0,False,Kick Sauber,0 days 01:21:34.266000,4,14.0,2025,1
0 days 02:09:21.102000,BOR,5,33.0,4.0,0 days 02:08:59.204000,,INTERMEDIATE,33.0,False,Kick Sauber,0 days 02:07:10.776000,124,13.0,2025,1
0 days 02:11:25.658000,BOR,5,34.0,5.0,,0 days 02:09:23.220000,MEDIUM,1.0,True,Kick Sauber,0 days 02:09:21.102000,4,13.0,2025,1
0 days 02:30:19.994000,BOR,5,44.0,5.0,0 days 02:29:55.899000,,MEDIUM,11.0,True,Kick Sauber,0 days 02:28:27.412000,12,13.0,2025,1
0 days 02:31:56.249000,BOR,5,45.0,6.0,,0 days 02:30:21.968000,INTERMEDIATE,1.0,True,Kick Sauber,0 days 02:30:19.994000,21,13.0,2025,1
0 days 01:15:53.439000,RUS,63,2.0,1.0,0 days 01:15:41.818000,,INTERMEDIATE,2.0,True,Mercedes,0 days 01:13:05.317000,4,4.0,2025,1
0 days 01:18:35.888000,RUS,63,3.0,2.0,0 days 01:18:23.749000,0 days 01:15:55.644000,INTERMEDIATE,3.0,False,Mercedes,0 days 01:15:53.439000,4,4.0,2025,1
0 days 01:21:12.306000,RUS,63,4.0,3.0,0 days 01:21:00.668000,0 days 01:18:37.950000,INTERMEDIATE,4.0,False,Mercedes,0 days 01:18:35.888000,4,4.0,2025,1
0 days 01:23:34.018000,RUS,63,5.0,4.0,,0 days 01:21:14.431000,INTERMEDIATE,5.0,False,Mercedes,0 days 01:21:12.306000,4,4.0,2025,1
0 days 02:10:03.018000,RUS,63,34.0,4.0,0 days 02:09:45.950000,,INTERMEDIATE,34.0,False,Mercedes,0 days 02:07:47.500000,4,4.0,2025,1
0 days 02:12:08.999000,RUS,63,35.0,5.0,,0 days 02:10:05.197000,HARD,1.0,True,Mercedes,0 days 02:10:03.018000,4,4.0,2025,1
0 days 02:29:57.391000,RUS,63,44.0,5.0,0 days 02:29:40.154000,,HARD,10.0,True,Mercedes,0 days 02:28:11.153000,12,8.0,2025,1
0 days 02:31:33.721000,RUS,63,45.0,6.0,,0 days 02:29:59.594000,INTERMEDIATE,1.0,True,Mercedes,0 days 02:29:57.391000,21,8.0,2025,1
0 days 01:15:50.986000,PIA,81,2.0,1.0,0 days 01:15:40.060000,,INTERMEDIATE,2.0,True,McLaren,0 days 01:13:01.467000,4,3.0,2025,1
0 days 01:18:33.336000,PIA,81,3.0,2.0,0 days 01:18:21.675000,0 days 01:15:53.106000,INTERMEDIATE,3.0,False,McLaren,0 days 01:15:50.986000,4,3.0,2025,1
0 days 01:21:08.974000,PIA,81,4.0,3.0,0 days 01:20:58.263000,0 days 01:18:35.632000,INTERMEDIATE,4.0,False,McLaren,0 days 01:18:33.336000,4,3.0,2025,1
0 days 01:23:32.129000,PIA,81,5.0,4.0,,0 days 01:21:11.064000,INTERMEDIATE,5.0,False,McLaren,0 days 01:21:08.974000,4,3.0,2025,1
0 days 02:09:24.597000,PIA,81,34.0,4.0,0 days 02:09:07.101000,,INTERMEDIATE,34.0,False,McLaren,0 days 02:07:17.572000,124,2.0,2025,1
0 days 02:11:28.378000,PIA,81,35.0,5.0,,0 days 02:09:26.718000,HARD,2.0,False,McLaren,0 days 02:09:24.597000,4,2.0,2025,1
0 days 02:31:17.415000,PIA,81,44.0,5.0,0 days 02:30:59.848000,,HARD,11.0,False,McLaren,0 days 02:28:06.358000,12,15.0,2025,1
0 days 02:32:55.599000,PIA,81,45.0,6.0,,0 days 02:31:19.599000,INTERMEDIATE,1.0,True,McLaren,0 days 02:31:17.415000,1,15.0,2025,1
0 days 01:13:29.913000,BEA,87,1.0,1.0,,0 days 01:11:12.042000,INTERMEDIATE,1.0,False,Haas F1 Team,0 days 01:11:00.355000,124,17.0,2025,1
0 days 01:16:19.855000,BEA,87,2.0,1.0,0 days 01:16:08.478000,,INTERMEDIATE,2.0,False,Haas F1 Team,0 days 01:13:29.913000,4,17.0,2025,1
0 days 01:19:05.266000,BEA,87,3.0,2.0,0 days 01:18:51.042000,0 days 01:16:23.180000,INTERMEDIATE,3.0,False,Haas F1 Team,0 days 01:16:19.855000,4,17.0,2025,1
0 days 01:21:50.926000,BEA,87,4.0,3.0,0 days 01:21:30.664000,0 days 01:19:07.407000,INTERMEDIATE,4.0,False,Haas F1 Team,0 days 01:19:05.266000,4,17.0,2025,1
0 days 01:23:56.338000,BEA,87,5.0,4.0,,0 days 01:21:52.962000,INTERMEDIATE,1.0,False,Haas F1 Team,0 days 01:21:50.926000,4,17.0,2025,1
0 days 02:23:03.212000,BEA,87,39.0,4.0,0 days 02:22:42.794000,,INTERMEDIATE,35.0,False,Haas F1 Team,0 days 02:20:52.736000,4,16.0,2025,1
0 days 02:24:57.034000,BEA,87,40.0,5.0,,0 days 02:23:05.453000,MEDIUM,,True,Haas F1 Team,0 days 02:23:03.212000,4,16.0,2025,1
0 days 02:31:27.804000,BEA,87,44.0,5.0,0 days 02:31:10.506000,,MEDIUM,,True,Haas F1 Team,0 days 02:29:24.843000,12,16.0,2025,1
0 days 02:33:09.581000,BEA,87,45.0,6.0,,0 days 02:31:29.994000,INTERMEDIATE,1.0,True,Haas F1 Team,0 days 02:31:27.804000,1,16.0,2025,1
0 days 01:21:59.213000,PIA,81,14.0,1.0,0 days 01:21:57.540000,,MEDIUM,14.0,True,McLaren,0 days 01:20:16.587000,1,2.0,2025,2
0 days 01:23:56.743000,PIA,81,15.0,2.0,,0 days 01:22:21.395000,HARD,1.0,True,McLaren,0 days 01:21:59.213000,1,4.0,2025,2
0 days 01:23:40.785000,NOR,4,15.0,1.0,0 days 01:23:39.074000,,MEDIUM,15.0,True,McLaren,0 days 01:21:57.516000,1,1.0,2025,2
0 days 01:25:36.442000,NOR,4,16.0,2.0,,0 days 01:24:01.276000,HARD,1.0,True,McLaren,0 days 01:23:40.785000,1,4.0,2025,2
0 days 01:22:04.745000,RUS,63,14.0,1.0,0 days 01:22:03.037000,,MEDIUM,14.0,True,Mercedes,0 days 01:20:21.699000,1,4.0,2025,2
0 days 01:23:58.981000,RUS,63,15.0,2.0,,0 days 01:22:25.322000,HARD,1.0,True,Mercedes,0 days 01:22:04.745000,1,6.0,2025,2
0 days 01:20:34.705000,VER,1,13.0,1.0,0 days 01:20:33.047000,,MEDIUM,13.0,True,Red Bull Racing,0 days 01:18:52.095000,1,6.0,2025,2
0 days 01:22:29.957000,VER,1,14.0,2.0,,0 days 01:20:55.521000,HARD,1.0,True,Red Bull Racing,0 days 01:20:34.705000,1,11.0,2025,2
0 days 01:17:24.087000,OCO,31,11.0,1.0,0 days 01:17:22.490000,,MEDIUM,11.0,True,Haas F1 Team,0 days 01:15:39.964000,1,13.0,2025,2
0 days 01:19:19.144000,OCO,31,12.0,2.0,,0 days 01:17:45.530000,HARD,1.0,True,Haas F1 Team,0 days 01:17:24.087000,1,16.0,2025,2
0 days 01:18:59.540000,ANT,12,12.0,1.0,0 days 01:18:57.833000,,MEDIUM,12.0,True,Mercedes,0 days 01:17:15.270000,1,8.0,2025,2
0 days 01:20:56.548000,ANT,12,13.0,2.0,,0 days 01:19:20.620000,HARD,1.0,True,Mercedes,0 days 01:18:59.540000,1,14.0,2025,2
0 days 01:32:14.357000,ALB,23,20.0,1.0,0 days 01:32:12.597000,,MEDIUM,20.0,True,Williams,0 days 01:30:29.649000,1,6.0,2025,2
0 days 01:34:12.506000,ALB,23,21.0,2.0,,0 days 01:32:36.100000,HARD,1.0,True,Williams,0 days 01:32:14.357000,1,14.0,2025,2
0 days 01:42:14.671000,BEA,87,26.0,1.0,0 days 01:42:12.972000,,HARD,26.0,True,Haas F1 Team,0 days 01:40:30.871000,1,9.0,2025,2
0 days 01:44:09.550000,BEA,87,27.0,2.0,,0 days 01:42:35.857000,MEDIUM,1.0,True,Haas F1 Team,0 days 01:42:14.671000,1,17.0,2025,2
0 days 01:58:35.106000,STR,18,36.0,1.0,0 days 01:58:33.495000,,HARD,36.0,True,Aston Martin,0 days 01:56:52.419000,1,8.0,2025,2
0 days 02:00:29.348000,STR,18,37.0,2.0,,0 days 01:58:56.390000,MEDIUM,1.0,False,Aston Martin,0 days 01:58:35.106000,1,14.0,2025,2
0 days 01:27:23.907000,SAI,55,17.0,1.0,0 days 01:27:22.188000,,MEDIUM,17.0,True,Williams,0 days 01:25:38.786000,1,10.0,2025,2
0 days 01:29:20.282000,SAI,55,18.0,2.0,,0 days 01:27:45.024000,HARD,1.0,True,Williams,0 days 01:27:23.907000,1,18.0,2025,2
0 days 01:19:01.745000,HAD,6,12.0,1.0,0 days 01:19:00.039000,,MEDIUM,12.0,True,Racing Bulls,0 days 01:17:18.098000,1,10.0,2025,2
0 days 01:20:58.688000,HAD,6,13.0,2.0,,0 days 01:19:22.914000,HARD,1.0,True,Racing Bulls,0 days 01:19:01.745000,1,17.0,2025,2
0 days 01:53:49.517000,HAD,6,33.0,2.0,0 days 01:53:47.902000,,HARD,21.0,True,Racing Bulls,0 days 01:52:06.773000,1,12.0,2025,2
