Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year,RoundNumber
0 days 01:30:42.752000,PER,11,0 days 00:01:41.360000,17.0,1.0,,0 days 01:30:41.043000,0 days 00:00:31.516000,0 days 00:00:43.018000,0 days 00:00:26.826000,0 days 01:29:32.933000,0 days 01:30:15.951000,0 days 01:30:42.777000,232.0,253.0,,295.0,False,SOFT,20.0,False,Red Bull Racing,0 days 01:29:01.392000,,1,1.0,,,False,False,2023,1
0 days 01:32:41.549000,PER,11,0 days 00:01:58.797000,18.0,2.0,0 days 01:31:05.324000,,0 days 00:00:51.905000,0 days 00:00:42.936000,0 days 00:00:23.956000,0 days 01:31:34.682000,0 days 01:32:17.618000,0 days 01:32:41.574000,232.0,241.0,280.0,218.0,False,SOFT,3.0,False,Red Bull Racing,0 days 01:30:42.752000,,1,3.0,,,False,False,2023,1
0 days 01:58:45.520000,PER,11,0 days 00:01:40.686000,34.0,2.0,,0 days 01:58:43.794000,0 days 00:00:31.289000,0 days 00:00:42.624000,0 days 00:00:26.773000,0 days 01:57:36.148000,0 days 01:58:18.772000,0 days 01:58:45.545000,233.0,243.0,,298.0,False,SOFT,19.0,False,Red Bull Racing,0 days 01:57:04.834000,,1,2.0,,,False,False,2023,1
0 days 02:00:44.305000,PER,11,0 days 00:01:58.785000,35.0,3.0,0 days 01:59:08.856000,,0 days 00:00:52.704000,0 days 00:00:42.423000,0 days 00:00:23.658000,0 days 01:59:38.249000,0 days 02:00:20.672000,0 days 02:00:44.330000,234.0,250.0,281.0,218.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:58:45.520000,,1,2.0,,,False,False,2023,1
0 days 01:26:03.067000,ALO,14,0 days 00:01:42.212000,14.0,1.0,,0 days 01:26:01.361000,0 days 00:00:31.869000,0 days 00:00:43.309000,0 days 00:00:27.034000,0 days 01:24:52.785000,0 days 01:25:36.094000,0 days 01:26:03.128000,228.0,248.0,,302.0,False,SOFT,17.0,False,Aston Martin,0 days 01:24:20.855000,,1,4.0,,,False,False,2023,1
0 days 01:28:02.759000,ALO,14,0 days 00:01:59.692000,15.0,2.0,0 days 01:26:27.142000,,0 days 00:00:53.186000,0 days 00:00:42.622000,0 days 00:00:23.884000,0 days 01:26:56.314000,0 days 01:27:38.936000,0 days 01:28:02.820000,228.0,250.0,280.0,220.0,False,HARD,1.0,True,Aston Martin,0 days 01:26:03.067000,,1,8.0,,,False,False,2023,1
0 days 01:59:09.527000,ALO,14,0 days 00:01:40.353000,34.0,2.0,,0 days 01:59:07.809000,0 days 00:00:31.259000,0 days 00:00:42.545000,0 days 00:00:26.549000,0 days 01:58:00.494000,0 days 01:58:43.039000,0 days 01:59:09.588000,232.0,250.0,,303.0,False,HARD,20.0,True,Aston Martin,0 days 01:57:29.174000,,1,3.0,,,False,False,2023,1
0 days 02:01:06.916000,ALO,14,0 days 00:01:57.389000,35.0,3.0,0 days 01:59:32.653000,,0 days 00:00:52.333000,0 days 00:00:41.520000,0 days 00:00:23.536000,0 days 02:00:01.921000,0 days 02:00:43.441000,0 days 02:01:06.977000,233.0,256.0,283.0,217.0,False,HARD,1.0,True,Aston Martin,0 days 01:59:09.527000,,1,6.0,,,False,False,2023,1
0 days 01:24:06.557000,LEC,16,0 days 00:01:42.068000,13.0,1.0,,0 days 01:24:04.832000,0 days 00:00:31.703000,0 days 00:00:43.481000,0 days 00:00:26.884000,0 days 01:22:56.241000,0 days 01:23:39.722000,0 days 01:24:06.606000,230.0,253.0,,303.0,False,SOFT,13.0,True,Ferrari,0 days 01:22:24.489000,,1,3.0,,,False,False,2023,1
0 days 01:26:05.327000,LEC,16,0 days 00:01:58.770000,14.0,2.0,0 days 01:24:29.253000,,0 days 00:00:52.070000,0 days 00:00:42.739000,0 days 00:00:23.961000,0 days 01:24:58.676000,0 days 01:25:41.415000,0 days 01:26:05.376000,230.0,243.0,282.0,219.0,False,HARD,1.0,True,Ferrari,0 days 01:24:06.557000,,1,5.0,,,False,False,2023,1
0 days 01:57:16.511000,LEC,16,0 days 00:01:41.323000,33.0,2.0,,0 days 01:57:14.968000,0 days 00:00:31.464000,0 days 00:00:43.248000,0 days 00:00:26.611000,0 days 01:56:06.701000,0 days 01:56:49.949000,0 days 01:57:16.560000,229.0,243.0,,306.0,False,HARD,20.0,True,Ferrari,0 days 01:55:35.188000,,1,3.0,,,False,False,2023,1
0 days 01:59:15.988000,LEC,16,0 days 00:01:59.477000,34.0,3.0,0 days 01:57:39.468000,,0 days 00:00:52.321000,0 days 00:00:43.143000,0 days 00:00:24.013000,0 days 01:58:08.881000,0 days 01:58:52.024000,0 days 01:59:16.037000,228.0,234.0,281.0,222.0,False,HARD,1.0,True,Ferrari,0 days 01:57:16.511000,,1,4.0,,,False,False,2023,1
0 days 01:27:45.642000,STR,18,0 days 00:01:42.841000,15.0,1.0,,0 days 01:27:43.906000,0 days 00:00:31.857000,0 days 00:00:43.737000,0 days 00:00:27.247000,0 days 01:26:34.715000,0 days 01:27:18.452000,0 days 01:27:45.699000,229.0,253.0,,295.0,False,SOFT,18.0,False,Aston Martin,0 days 01:26:02.801000,,1,4.0,,,False,False,2023,1
0 days 01:29:45.518000,STR,18,0 days 00:01:59.876000,16.0,2.0,0 days 01:28:09.343000,,0 days 00:00:53.276000,0 days 00:00:42.527000,0 days 00:00:24.073000,0 days 01:28:38.975000,0 days 01:29:21.502000,0 days 01:29:45.575000,228.0,238.0,279.0,216.0,False,HARD,1.0,True,Aston Martin,0 days 01:27:45.642000,,1,9.0,,,False,False,2023,1
0 days 01:52:46.206000,STR,18,0 days 00:01:41.467000,30.0,2.0,,0 days 01:52:44.504000,0 days 00:00:31.512000,0 days 00:00:43.025000,0 days 00:00:26.930000,0 days 01:51:36.308000,0 days 01:52:19.333000,0 days 01:52:46.263000,231.0,255.0,,301.0,False,HARD,15.0,True,Aston Martin,0 days 01:51:04.739000,,1,8.0,,,False,False,2023,1
0 days 01:54:43.269000,STR,18,0 days 00:01:57.063000,31.0,3.0,0 days 01:53:09.128000,,0 days 00:00:51.935000,0 days 00:00:41.573000,0 days 00:00:23.555000,0 days 01:53:38.198000,0 days 01:54:19.771000,0 days 01:54:43.326000,229.0,256.0,283.0,218.0,False,HARD,1.0,True,Aston Martin,0 days 01:52:46.206000,,1,8.0,,,False,False,2023,1
0 days 01:22:56.104000,SAR,2,0 days 00:01:43.880000,12.0,1.0,,0 days 01:22:54.364000,0 days 00:00:32.031000,0 days 00:00:44.118000,0 days 00:00:27.731000,0 days 01:21:44.259000,0 days 01:22:28.377000,0 days 01:22:56.108000,229.0,251.0,,305.0,False,SOFT,12.0,True,Williams,0 days 01:21:12.224000,,1,10.0,,,False,False,2023,1
0 days 01:24:56.359000,SAR,2,0 days 00:02:00.255000,13.0,2.0,0 days 01:23:19.958000,,0 days 00:00:53.407000,0 days 00:00:42.646000,0 days 00:00:24.202000,0 days 01:23:49.515000,0 days 01:24:32.161000,0 days 01:24:56.363000,233.0,246.0,284.0,219.0,False,SOFT,1.0,True,Williams,0 days 01:22:56.104000,,1,15.0,,,False,False,2023,1
0 days 01:53:09.719000,SAR,2,0 days 00:01:42.409000,30.0,2.0,,0 days 01:53:07.988000,0 days 00:00:31.687000,0 days 00:00:43.426000,0 days 00:00:27.296000,0 days 01:51:59.001000,0 days 01:52:42.427000,0 days 01:53:09.723000,233.0,257.0,,307.0,False,SOFT,18.0,True,Williams,0 days 01:51:27.310000,,1,10.0,,,False,False,2023,1
0 days 01:55:09.022000,SAR,2,0 days 00:01:59.303000,31.0,3.0,0 days 01:53:33.675000,,0 days 00:00:53.340000,0 days 00:00:42.124000,0 days 00:00:23.839000,0 days 01:54:03.063000,0 days 01:54:45.187000,0 days 01:55:09.026000,234.0,253.0,283.0,221.0,False,HARD,1.0,True,Williams,0 days 01:53:09.719000,,1,14.0,,,False,False,2023,1
0 days 02:10:05.715000,SAR,2,0 days 00:01:53.753000,40.0,3.0,,0 days 02:10:03.987000,0 days 00:00:31.202000,0 days 00:00:48.556000,0 days 00:00:33.995000,0 days 02:08:43.168000,0 days 02:09:31.724000,0 days 02:10:05.719000,234.0,163.0,,308.0,False,HARD,10.0,True,Williams,0 days 02:08:11.962000,,126,12.0,,,False,False,2023,1
0 days 02:12:11.329000,SAR,2,0 days 00:02:05.614000,41.0,4.0,0 days 02:10:29.016000,,0 days 00:00:59.069000,0 days 00:00:42.812000,0 days 00:00:23.733000,0 days 02:11:04.788000,0 days 02:11:47.600000,0 days 02:12:11.333000,142.0,250.0,284.0,220.0,False,SOFT,1.0,True,Williams,0 days 02:10:05.715000,,671,14.0,,,False,False,2023,1
0 days 01:28:10.442000,MAG,20,0 days 00:01:44.899000,15.0,1.0,,0 days 01:28:08.734000,0 days 00:00:32.424000,0 days 00:00:44.674000,0 days 00:00:27.801000,0 days 01:26:57.997000,0 days 01:27:42.671000,0 days 01:28:10.472000,227.0,251.0,,300.0,False,HARD,15.0,True,Haas F1 Team,0 days 01:26:25.543000,,1,11.0,,,False,False,2023,1
0 days 01:30:11.029000,MAG,20,0 days 00:02:00.587000,16.0,2.0,0 days 01:28:34.186000,,0 days 00:00:53.295000,0 days 00:00:43.201000,0 days 00:00:24.091000,0 days 01:29:03.767000,0 days 01:29:46.968000,0 days 01:30:11.059000,226.0,236.0,279.0,218.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:28:10.442000,,1,18.0,,,False,False,2023,1
0 days 01:51:41.151000,MAG,20,0 days 00:01:41.979000,29.0,2.0,,0 days 01:51:39.396000,0 days 00:00:31.697000,0 days 00:00:43.421000,0 days 00:00:26.861000,0 days 01:50:30.899000,0 days 01:51:14.320000,0 days 01:51:41.181000,232.0,256.0,,300.0,False,HARD,14.0,True,Haas F1 Team,0 days 01:49:59.172000,,1,13.0,,,False,False,2023,1
0 days 01:53:42.084000,MAG,20,0 days 00:02:00.933000,30.0,3.0,0 days 01:52:04.754000,,0 days 00:00:52.880000,0 days 00:00:43.703000,0 days 00:00:24.350000,0 days 01:52:34.061000,0 days 01:53:17.764000,0 days 01:53:42.114000,232.0,235.0,281.0,221.0,False,SOFT,1.0,True,Haas F1 Team,0 days 01:51:41.151000,,1,17.0,,,False,False,2023,1
0 days 02:10:20.845000,MAG,20,0 days 00:01:57.797000,40.0,3.0,,0 days 02:10:19.125000,0 days 00:00:31.406000,0 days 00:00:51.042000,0 days 00:00:35.349000,0 days 02:08:54.484000,0 days 02:09:45.526000,0 days 02:10:20.875000,234.0,203.0,,299.0,False,SOFT,11.0,True,Haas F1 Team,0 days 02:08:23.048000,,126,15.0,,,False,False,2023,1
0 days 02:12:23.392000,MAG,20,0 days 00:02:02.547000,41.0,4.0,0 days 02:10:44.250000,,0 days 00:00:56.351000,0 days 00:00:42.391000,0 days 00:00:23.805000,0 days 02:11:17.226000,0 days 02:11:59.617000,0 days 02:12:23.422000,232.0,244.0,282.0,222.0,False,SOFT,1.0,True,Haas F1 Team,0 days 02:10:20.845000,,671,15.0,,,False,False,2023,1
0 days 01:21:22.268000,DEV,21,0 days 00:01:45.460000,11.0,1.0,,0 days 01:21:20.585000,0 days 00:00:32.072000,0 days 00:00:44.715000,0 days 00:00:28.673000,0 days 01:20:08.929000,0 days 01:20:53.644000,0 days 01:21:22.317000,229.0,245.0,,299.0,False,SOFT,11.0,True,AlphaTauri,0 days 01:19:36.808000,,1,17.0,,,False,False,2023,1
0 days 01:23:23.452000,DEV,21,0 days 00:02:01.184000,12.0,2.0,0 days 01:21:45.569000,,0 days 00:00:53.538000,0 days 00:00:43.459000,0 days 00:00:24.187000,0 days 01:22:15.855000,0 days 01:22:59.314000,0 days 01:23:23.501000,231.0,247.0,280.0,214.0,False,HARD,1.0,True,AlphaTauri,0 days 01:21:22.268000,,1,19.0,,,False,False,2023,1
0 days 01:48:16.576000,DEV,21,0 days 00:01:42.309000,27.0,2.0,,0 days 01:48:14.665000,0 days 00:00:31.644000,0 days 00:00:43.489000,0 days 00:00:27.176000,0 days 01:47:05.960000,0 days 01:47:49.449000,0 days 01:48:16.625000,230.0,251.0,,296.0,False,HARD,16.0,True,AlphaTauri,0 days 01:46:34.267000,,1,12.0,,,False,False,2023,1
0 days 01:50:16.659000,DEV,21,0 days 00:02:00.083000,28.0,3.0,0 days 01:48:39.899000,,0 days 00:00:53.173000,0 days 00:00:42.985000,0 days 00:00:23.925000,0 days 01:49:09.798000,0 days 01:49:52.783000,0 days 01:50:16.708000,232.0,242.0,278.0,214.0,False,HARD,1.0,True,AlphaTauri,0 days 01:48:16.576000,,1,16.0,,,False,False,2023,1
0 days 01:19:34.278000,TSU,22,0 days 00:01:43.749000,10.0,1.0,,0 days 01:19:32.587000,0 days 00:00:31.649000,0 days 00:00:44.285000,0 days 00:00:27.815000,0 days 01:18:22.206000,0 days 01:19:06.491000,0 days 01:19:34.306000,224.0,253.0,,322.0,False,SOFT,10.0,True,AlphaTauri,0 days 01:17:50.529000,,1,14.0,,,False,False,2023,1
0 days 01:21:34.121000,TSU,22,0 days 00:01:59.843000,11.0,2.0,0 days 01:19:57.836000,,0 days 00:00:53.357000,0 days 00:00:42.423000,0 days 00:00:24.063000,0 days 01:20:27.663000,0 days 01:21:10.086000,0 days 01:21:34.149000,226.0,255.0,279.0,217.0,False,HARD,1.0,True,AlphaTauri,0 days 01:19:34.278000,,1,18.0,,,False,False,2023,1
0 days 01:46:26.766000,TSU,22,0 days 00:01:42.227000,26.0,2.0,,0 days 01:46:25.026000,0 days 00:00:31.619000,0 days 00:00:43.452000,0 days 00:00:27.156000,0 days 01:45:16.186000,0 days 01:45:59.638000,0 days 01:46:26.794000,229.0,251.0,,304.0,False,HARD,16.0,True,AlphaTauri,0 days 01:44:44.539000,,1,11.0,,,False,False,2023,1
0 days 01:48:27.066000,TSU,22,0 days 00:02:00.300000,27.0,3.0,0 days 01:46:49.416000,,0 days 00:00:52.788000,0 days 00:00:43.364000,0 days 00:00:24.148000,0 days 01:47:19.582000,0 days 01:48:02.946000,0 days 01:48:27.094000,236.0,254.0,289.0,219.0,False,HARD,1.0,True,AlphaTauri,0 days 01:46:26.766000,,1,16.0,,,False,False,2023,1
0 days 02:09:54.020000,TSU,22,0 days 00:01:50.350000,40.0,3.0,,0 days 02:09:52.391000,0 days 00:00:31.083000,0 days 00:00:42.908000,0 days 00:00:36.359000,0 days 02:08:34.781000,0 days 02:09:17.689000,0 days 02:09:54.048000,230.0,258.0,,322.0,False,HARD,14.0,True,AlphaTauri,0 days 02:08:03.670000,,126,11.0,,,False,False,2023,1
0 days 02:12:04.802000,TSU,22,0 days 00:02:10.782000,41.0,4.0,0 days 02:10:18.125000,,0 days 00:01:03.303000,0 days 00:00:43.564000,0 days 00:00:23.915000,0 days 02:10:57.351000,0 days 02:11:40.915000,0 days 02:12:04.830000,177.0,263.0,290.0,223.0,False,SOFT,4.0,False,AlphaTauri,0 days 02:09:54.020000,,671,13.0,,,False,False,2023,1
0 days 01:21:12.620000,ALB,23,0 days 00:01:43.948000,11.0,1.0,,0 days 01:21:10.913000,0 days 00:00:31.953000,0 days 00:00:44.361000,0 days 00:00:27.634000,0 days 01:20:00.682000,0 days 01:20:45.043000,0 days 01:21:12.677000,228.0,251.0,,311.0,False,SOFT,11.0,True,Williams,0 days 01:19:28.672000,,1,12.0,,,False,False,2023,1
0 days 01:23:12.065000,ALB,23,0 days 00:01:59.445000,12.0,2.0,0 days 01:21:35.928000,,0 days 00:00:52.452000,0 days 00:00:42.947000,0 days 00:00:24.046000,0 days 01:22:05.129000,0 days 01:22:48.076000,0 days 01:23:12.122000,233.0,239.0,285.0,220.0,False,SOFT,1.0,True,Williams,0 days 01:21:12.620000,,1,15.0,,,False,False,2023,1
0 days 01:46:25.624000,ALB,23,0 days 00:01:42.610000,26.0,2.0,,0 days 01:46:23.948000,0 days 00:00:31.597000,0 days 00:00:43.733000,0 days 00:00:27.280000,0 days 01:45:14.668000,0 days 01:45:58.401000,0 days 01:46:25.681000,232.0,252.0,,313.0,False,SOFT,15.0,True,Williams,0 days 01:44:43.014000,,1,10.0,,,False,False,2023,1
0 days 01:48:25.494000,ALB,23,0 days 00:01:59.870000,27.0,3.0,0 days 01:46:48.838000,,0 days 00:00:53.056000,0 days 00:00:42.957000,0 days 00:00:23.857000,0 days 01:47:18.737000,0 days 01:48:01.694000,0 days 01:48:25.551000,234.0,248.0,286.0,219.0,False,HARD,1.0,True,Williams,0 days 01:46:25.624000,,1,14.0,,,False,False,2023,1
0 days 02:09:52.194000,ALB,23,0 days 00:01:50.177000,40.0,3.0,,0 days 02:09:50.485000,0 days 00:00:31.353000,0 days 00:00:42.999000,0 days 00:00:35.825000,0 days 02:08:33.427000,0 days 02:09:16.426000,0 days 02:09:52.251000,235.0,259.0,,312.0,False,HARD,14.0,True,Williams,0 days 02:08:02.017000,,126,9.0,,,False,False,2023,1
0 days 02:12:00.853000,ALB,23,0 days 00:02:08.659000,41.0,4.0,0 days 02:10:14.985000,,0 days 00:00:59.220000,0 days 00:00:45.873000,0 days 00:00:23.566000,0 days 02:10:51.471000,0 days 02:11:37.344000,0 days 02:12:00.910000,162.0,255.0,286.0,217.0,False,SOFT,1.0,False,Williams,0 days 02:09:52.194000,,671,9.0,,,False,False,2023,1
0 days 01:23:01.488000,ZHO,24,0 days 00:01:43.870000,12.0,1.0,,0 days 01:22:59.739000,0 days 00:00:32.015000,0 days 00:00:44.178000,0 days 00:00:27.677000,0 days 01:21:49.665000,0 days 01:22:33.843000,0 days 01:23:01.520000,229.0,251.0,,303.0,False,SOFT,12.0,True,Alfa Romeo,0 days 01:21:17.618000,,1,12.0,,,False,False,2023,1
0 days 01:25:03.589000,ZHO,24,0 days 00:02:02.101000,13.0,2.0,0 days 01:23:25.536000,,0 days 00:00:54.117000,0 days 00:00:43.596000,0 days 00:00:24.388000,0 days 01:23:55.637000,0 days 01:24:39.233000,0 days 01:25:03.621000,231.0,251.0,293.0,215.0,False,HARD,1.0,True,Alfa Romeo,0 days 01:23:01.488000,,1,20.0,,,False,False,2023,1
0 days 01:56:31.469000,ZHO,24,0 days 00:01:42.096000,32.0,2.0,,0 days 01:56:29.718000,0 days 00:00:31.820000,0 days 00:00:43.189000,0 days 00:00:27.087000,0 days 01:55:21.225000,0 days 01:56:04.414000,0 days 01:56:31.501000,231.0,244.0,,294.0,False,HARD,20.0,True,Alfa Romeo,0 days 01:54:49.373000,,1,10.0,,,False,False,2023,1
0 days 01:58:31.128000,ZHO,24,0 days 00:01:59.659000,33.0,3.0,0 days 01:56:55.077000,,0 days 00:00:53.038000,0 days 00:00:42.807000,0 days 00:00:23.814000,0 days 01:57:24.539000,0 days 01:58:07.346000,0 days 01:58:31.160000,230.0,246.0,280.0,216.0,False,SOFT,4.0,False,Alfa Romeo,0 days 01:56:31.469000,,1,15.0,,,False,False,2023,1
0 days 02:33:31.599000,ZHO,24,0 days 00:01:41.967000,54.0,3.0,,0 days 02:33:29.882000,0 days 00:00:31.543000,0 days 00:00:43.359000,0 days 00:00:27.065000,0 days 02:32:21.207000,0 days 02:33:04.566000,0 days 02:33:31.631000,234.0,251.0,,295.0,False,SOFT,25.0,False,Alfa Romeo,0 days 02:31:49.632000,,1,13.0,,,False,False,2023,1
0 days 02:35:39.272000,ZHO,24,0 days 00:02:07.673000,55.0,4.0,0 days 02:34:00.006000,,0 days 00:00:58.478000,0 days 00:00:44.129000,0 days 00:00:25.066000,0 days 02:34:30.109000,0 days 02:35:14.238000,0 days 02:35:39.304000,227.0,242.0,281.0,209.0,False,SOFT,4.0,False,Alfa Romeo,0 days 02:33:31.599000,,1,16.0,,,False,False,2023,1
0 days 01:21:21.488000,HUL,27,0 days 00:01:46.790000,11.0,1.0,,0 days 01:21:19.757000,0 days 00:00:32.730000,0 days 00:00:45.759000,0 days 00:00:28.301000,0 days 01:20:07.455000,0 days 01:20:53.214000,0 days 01:21:21.515000,227.0,241.0,,293.0,False,SOFT,14.0,False,Haas F1 Team,0 days 01:19:34.698000,,1,16.0,,,False,False,2023,1
0 days 01:23:24.067000,HUL,27,0 days 00:02:02.579000,12.0,2.0,0 days 01:21:45.834000,,0 days 00:00:54.500000,0 days 00:00:43.599000,0 days 00:00:24.480000,0 days 01:22:16.015000,0 days 01:22:59.614000,0 days 01:23:24.094000,213.0,245.0,288.0,212.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:21:21.488000,,1,20.0,,,False,False,2023,1
0 days 01:46:41.859000,HUL,27,0 days 00:01:42.931000,26.0,2.0,,0 days 01:46:40.135000,0 days 00:00:31.744000,0 days 00:00:43.635000,0 days 00:00:27.552000,0 days 01:45:30.699000,0 days 01:46:14.334000,0 days 01:46:41.886000,231.0,255.0,,303.0,False,HARD,15.0,True,Haas F1 Team,0 days 01:44:58.928000,,1,16.0,,,False,False,2023,1
0 days 01:48:53.896000,HUL,27,0 days 00:02:12.037000,27.0,3.0,0 days 01:47:17.900000,,0 days 00:01:05.552000,0 days 00:00:42.412000,0 days 00:00:24.073000,0 days 01:47:47.438000,0 days 01:48:29.850000,0 days 01:48:53.923000,229.0,246.0,281.0,208.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:46:41.859000,,1,19.0,,,False,False,2023,1
0 days 02:10:26.755000,HUL,27,0 days 00:01:58.689000,40.0,3.0,,0 days 02:10:24.985000,0 days 00:00:31.463000,0 days 00:00:52.060000,0 days 00:00:35.166000,0 days 02:08:59.556000,0 days 02:09:51.616000,0 days 02:10:26.782000,232.0,192.0,,298.0,False,HARD,14.0,True,Haas F1 Team,0 days 02:08:28.066000,,126,16.0,,,False,False,2023,1
0 days 02:12:32.030000,HUL,27,0 days 00:02:05.275000,41.0,4.0,0 days 02:10:52.078000,,0 days 00:00:56.839000,0 days 00:00:44.428000,0 days 00:00:24.008000,0 days 02:11:23.621000,0 days 02:12:08.049000,0 days 02:12:32.057000,233.0,245.0,282.0,211.0,False,SOFT,4.0,False,Haas F1 Team,0 days 02:10:26.755000,,671,16.0,,,False,False,2023,1
0 days 01:22:50.957000,OCO,31,0 days 00:01:43.787000,12.0,1.0,,0 days 01:22:49.224000,0 days 00:00:32.034000,0 days 00:00:44.101000,0 days 00:00:27.652000,0 days 01:21:39.236000,0 days 01:22:23.337000,0 days 01:22:50.989000,225.0,247.0,,289.0,False,SOFT,15.0,False,Alpine,0 days 01:21:07.170000,,1,9.0,,,False,False,2023,1
0 days 01:24:51.338000,OCO,31,0 days 00:02:00.381000,13.0,2.0,0 days 01:23:14.208000,,0 days 00:00:53.451000,0 days 00:00:42.674000,0 days 00:00:24.256000,0 days 01:23:44.440000,0 days 01:24:27.114000,0 days 01:24:51.370000,228.0,246.0,287.0,217.0,False,HARD,1.0,True,Alpine,0 days 01:22:50.957000,,1,12.0,,,False,False,2023,1
