Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Position,Year,RoundNumber
0 days 01:53:13.712000,HUL,27,0 days 00:01:17.449000,62,2,,,0 days 00:00:21.452000,0 days 00:00:24.884000,0 days 00:00:31.113000,255.0,282.0,279.0,307.0,False,HARD,46,True,Renault,0 days 01:51:56.263000,1,7,2019,7
0 days 01:54:30.862000,HUL,27,0 days 00:01:17.150000,63,2,,,0 days 00:00:21.382000,0 days 00:00:24.438000,0 days 00:00:31.330000,256.0,282.0,278.0,303.0,False,HARD,47,True,Renault,0 days 01:53:13.712000,1,7,2019,7
0 days 01:55:49.608000,HUL,27,0 days 00:01:18.746000,64,2,,,0 days 00:00:22.213000,0 days 00:00:25.274000,0 days 00:00:31.259000,240.0,280.0,277.0,302.0,False,HARD,48,True,Renault,0 days 01:54:30.862000,1,7,2019,7
0 days 01:57:06.841000,HUL,27,0 days 00:01:17.233000,65,2,,,0 days 00:00:21.542000,0 days 00:00:24.643000,0 days 00:00:31.048000,253.0,279.0,278.0,300.0,False,HARD,49,True,Renault,0 days 01:55:49.608000,1,7,2019,7
0 days 01:58:26.077000,HUL,27,0 days 00:01:19.236000,66,2,,,0 days 00:00:21.202000,0 days 00:00:24.336000,0 days 00:00:33.698000,255.0,282.0,281.0,197.0,False,HARD,50,True,Renault,0 days 01:57:06.841000,1,7,2019,7
0 days 01:59:42.216000,HUL,27,0 days 00:01:16.139000,67,2,,,0 days 00:00:21.212000,0 days 00:00:24.379000,0 days 00:00:30.548000,258.0,284.0,281.0,304.0,False,HARD,51,True,Renault,0 days 01:58:26.077000,1,7,2019,7
0 days 02:00:58.469000,HUL,27,0 days 00:01:16.253000,68,2,,,0 days 00:00:21.211000,0 days 00:00:24.252000,0 days 00:00:30.790000,254.0,281.0,282.0,303.0,False,HARD,52,True,Renault,0 days 01:59:42.216000,1,7,2019,7
0 days 02:02:14.759000,HUL,27,0 days 00:01:16.290000,69,2,,,0 days 00:00:21.284000,0 days 00:00:24.388000,0 days 00:00:30.618000,256.0,287.0,295.0,327.0,False,HARD,53,True,Renault,0 days 02:00:58.469000,1,7,2019,7
0 days 00:34:28.480000,RIC,3,0 days 00:01:24.280000,1,1,,,,0 days 00:00:25.202000,0 days 00:00:31.099000,236.0,282.0,276.0,305.0,False,SOFT,4,False,Renault,0 days 00:33:04.006000,12,4,2019,7
0 days 00:35:47.283000,RIC,3,0 days 00:01:18.803000,2,1,,,0 days 00:00:22.283000,0 days 00:00:25.086000,0 days 00:00:31.434000,242.0,279.0,278.0,307.0,True,SOFT,5,False,Renault,0 days 00:34:28.480000,21,4,2019,7
0 days 00:37:05.246000,RIC,3,0 days 00:01:17.963000,3,1,,,0 days 00:00:21.703000,0 days 00:00:24.959000,0 days 00:00:31.301000,243.0,278.0,279.0,303.0,True,SOFT,6,False,Renault,0 days 00:35:47.283000,1,4,2019,7
0 days 00:38:22.734000,RIC,3,0 days 00:01:17.488000,4,1,,,0 days 00:00:21.512000,0 days 00:00:24.738000,0 days 00:00:31.238000,245.0,277.0,274.0,302.0,True,SOFT,7,False,Renault,0 days 00:37:05.246000,1,4,2019,7
0 days 00:39:40.900000,RIC,3,0 days 00:01:18.166000,5,1,,,0 days 00:00:21.778000,0 days 00:00:25.151000,0 days 00:00:31.237000,240.0,273.0,276.0,302.0,False,SOFT,8,False,Renault,0 days 00:38:22.734000,1,4,2019,7
0 days 00:40:58.805000,RIC,3,0 days 00:01:17.905000,6,1,,,0 days 00:00:21.669000,0 days 00:00:25.004000,0 days 00:00:31.232000,243.0,275.0,274.0,300.0,False,SOFT,9,False,Renault,0 days 00:39:40.900000,1,4,2019,7
0 days 00:42:16.771000,RIC,3,0 days 00:01:17.966000,7,1,,,0 days 00:00:21.668000,0 days 00:00:25.052000,0 days 00:00:31.246000,240.0,273.0,278.0,296.0,False,SOFT,10,False,Renault,0 days 00:40:58.805000,1,4,2019,7
0 days 00:43:50.681000,RIC,3,0 days 00:01:33.910000,8,1,,0 days 00:43:28.699000,0 days 00:00:21.502000,0 days 00:00:24.907000,0 days 00:00:47.501000,245.0,275.0,,299.0,False,SOFT,11,False,Renault,0 days 00:42:16.771000,1,11,2019,7
0 days 00:45:10.828000,RIC,3,0 days 00:01:20.147000,9,2,0 days 00:43:52.778000,,0 days 00:00:23.963000,0 days 00:00:25.076000,0 days 00:00:31.108000,246.0,276.0,280.0,324.0,False,HARD,1,True,Renault,0 days 00:43:50.681000,12,11,2019,7
0 days 00:46:29.063000,RIC,3,0 days 00:01:18.235000,10,2,,,0 days 00:00:22.213000,0 days 00:00:25.223000,0 days 00:00:30.799000,243.0,281.0,286.0,329.0,False,HARD,2,True,Renault,0 days 00:45:10.828000,2,10,2019,7
0 days 00:47:47.321000,RIC,3,0 days 00:01:18.258000,11,2,,,0 days 00:00:22.315000,0 days 00:00:24.977000,0 days 00:00:30.966000,238.0,278.0,287.0,333.0,False,HARD,3,True,Renault,0 days 00:46:29.063000,21,9,2019,7
0 days 00:49:05.018000,RIC,3,0 days 00:01:17.697000,12,2,,,0 days 00:00:21.763000,0 days 00:00:24.903000,0 days 00:00:31.031000,246.0,279.0,285.0,330.0,False,HARD,4,True,Renault,0 days 00:47:47.321000,12,7,2019,7
0 days 00:50:22.777000,RIC,3,0 days 00:01:17.759000,13,2,,,0 days 00:00:22.132000,0 days 00:00:24.567000,0 days 00:00:31.060000,249.0,276.0,276.0,297.0,False,HARD,5,True,Renault,0 days 00:49:05.018000,21,7,2019,7
0 days 00:51:39.619000,RIC,3,0 days 00:01:16.842000,14,2,,,0 days 00:00:21.327000,0 days 00:00:24.527000,0 days 00:00:30.988000,247.0,275.0,275.0,296.0,True,HARD,6,True,Renault,0 days 00:50:22.777000,1,7,2019,7
0 days 00:52:56.819000,RIC,3,0 days 00:01:17.200000,15,2,,,0 days 00:00:21.532000,0 days 00:00:24.702000,0 days 00:00:30.966000,244.0,274.0,277.0,296.0,False,HARD,7,True,Renault,0 days 00:51:39.619000,1,7,2019,7
0 days 00:54:13.795000,RIC,3,0 days 00:01:16.976000,16,2,,,0 days 00:00:21.391000,0 days 00:00:24.562000,0 days 00:00:31.023000,243.0,277.0,275.0,299.0,False,HARD,8,True,Renault,0 days 00:52:56.819000,1,6,2019,7
0 days 00:55:31.303000,RIC,3,0 days 00:01:17.508000,17,2,,,0 days 00:00:21.722000,0 days 00:00:24.651000,0 days 00:00:31.135000,241.0,274.0,276.0,298.0,False,HARD,9,True,Renault,0 days 00:54:13.795000,1,6,2019,7
0 days 00:56:48.354000,RIC,3,0 days 00:01:17.051000,18,2,,,0 days 00:00:21.422000,0 days 00:00:24.586000,0 days 00:00:31.043000,241.0,276.0,276.0,301.0,False,HARD,10,True,Renault,0 days 00:55:31.303000,1,6,2019,7
0 days 00:58:05.447000,RIC,3,0 days 00:01:17.093000,19,2,,,0 days 00:00:21.441000,0 days 00:00:24.571000,0 days 00:00:31.081000,243.0,276.0,274.0,299.0,False,HARD,11,True,Renault,0 days 00:56:48.354000,1,6,2019,7
0 days 00:59:22.509000,RIC,3,0 days 00:01:17.062000,20,2,,,0 days 00:00:21.439000,0 days 00:00:24.580000,0 days 00:00:31.043000,241.0,276.0,278.0,297.0,False,HARD,12,True,Renault,0 days 00:58:05.447000,1,6,2019,7
0 days 01:00:39.428000,RIC,3,0 days 00:01:16.919000,21,2,,,0 days 00:00:21.433000,0 days 00:00:24.543000,0 days 00:00:30.943000,243.0,278.0,278.0,303.0,False,HARD,13,True,Renault,0 days 00:59:22.509000,1,6,2019,7
0 days 01:01:56.295000,RIC,3,0 days 00:01:16.867000,22,2,,,0 days 00:00:21.361000,0 days 00:00:24.543000,0 days 00:00:30.963000,239.0,277.0,276.0,301.0,False,HARD,14,True,Renault,0 days 01:00:39.428000,1,6,2019,7
0 days 01:03:13.223000,RIC,3,0 days 00:01:16.928000,23,2,,,0 days 00:00:21.355000,0 days 00:00:24.572000,0 days 00:00:31.001000,239.0,278.0,279.0,301.0,False,HARD,15,True,Renault,0 days 01:01:56.295000,1,6,2019,7
0 days 01:04:30.397000,RIC,3,0 days 00:01:17.174000,24,2,,,0 days 00:00:21.331000,0 days 00:00:24.711000,0 days 00:00:31.132000,243.0,279.0,281.0,306.0,False,HARD,16,True,Renault,0 days 01:03:13.223000,1,6,2019,7
0 days 01:05:48.266000,RIC,3,0 days 00:01:17.869000,25,2,,,0 days 00:00:22.037000,0 days 00:00:24.705000,0 days 00:00:31.127000,242.0,276.0,278.0,298.0,False,HARD,17,True,Renault,0 days 01:04:30.397000,1,6,2019,7
0 days 01:07:05.106000,RIC,3,0 days 00:01:16.840000,26,2,,,0 days 00:00:21.378000,0 days 00:00:24.482000,0 days 00:00:30.980000,243.0,278.0,276.0,299.0,True,HARD,18,True,Renault,0 days 01:05:48.266000,1,6,2019,7
0 days 01:08:21.974000,RIC,3,0 days 00:01:16.868000,27,2,,,0 days 00:00:21.379000,0 days 00:00:24.575000,0 days 00:00:30.914000,243.0,276.0,280.0,298.0,False,HARD,19,True,Renault,0 days 01:07:05.106000,1,6,2019,7
0 days 01:09:38.768000,RIC,3,0 days 00:01:16.794000,28,2,,,0 days 00:00:21.311000,0 days 00:00:24.524000,0 days 00:00:30.959000,245.0,278.0,280.0,300.0,True,HARD,20,True,Renault,0 days 01:08:21.974000,1,6,2019,7
0 days 01:10:55.637000,RIC,3,0 days 00:01:16.869000,29,2,,,0 days 00:00:21.354000,0 days 00:00:24.478000,0 days 00:00:31.037000,243.0,279.0,279.0,300.0,False,HARD,21,True,Renault,0 days 01:09:38.768000,1,6,2019,7
0 days 01:12:12.619000,RIC,3,0 days 00:01:16.982000,30,2,,,0 days 00:00:21.404000,0 days 00:00:24.618000,0 days 00:00:30.960000,239.0,278.0,280.0,303.0,False,HARD,22,True,Renault,0 days 01:10:55.637000,12,5,2019,7
0 days 01:13:29.842000,RIC,3,0 days 00:01:17.223000,31,2,,,0 days 00:00:21.712000,0 days 00:00:24.554000,0 days 00:00:30.957000,240.0,276.0,279.0,299.0,False,HARD,23,True,Renault,0 days 01:12:12.619000,21,5,2019,7
0 days 01:14:46.757000,RIC,3,0 days 00:01:16.915000,32,2,,,0 days 00:00:21.491000,0 days 00:00:24.504000,0 days 00:00:30.920000,244.0,276.0,279.0,300.0,False,HARD,24,True,Renault,0 days 01:13:29.842000,1,5,2019,7
0 days 01:16:03.432000,RIC,3,0 days 00:01:16.675000,33,2,,,0 days 00:00:21.267000,0 days 00:00:24.397000,0 days 00:00:31.011000,251.0,279.0,275.0,305.0,True,HARD,25,True,Renault,0 days 01:14:46.757000,1,5,2019,7
0 days 01:17:20.770000,RIC,3,0 days 00:01:17.338000,34,2,,,0 days 00:00:21.503000,0 days 00:00:24.384000,0 days 00:00:31.451000,250.0,277.0,277.0,307.0,False,HARD,26,True,Renault,0 days 01:16:03.432000,1,5,2019,7
0 days 01:18:37.960000,RIC,3,0 days 00:01:17.190000,35,2,,,0 days 00:00:21.653000,0 days 00:00:24.610000,0 days 00:00:30.927000,251.0,279.0,281.0,309.0,False,HARD,27,True,Renault,0 days 01:17:20.770000,1,5,2019,7
0 days 01:19:55.027000,RIC,3,0 days 00:01:17.067000,36,2,,,0 days 00:00:21.688000,0 days 00:00:24.594000,0 days 00:00:30.785000,251.0,278.0,288.0,322.0,False,HARD,28,True,Renault,0 days 01:18:37.960000,1,5,2019,7
0 days 01:21:11.841000,RIC,3,0 days 00:01:16.814000,37,2,,,0 days 00:00:21.374000,0 days 00:00:24.504000,0 days 00:00:30.936000,251.0,276.0,280.0,304.0,False,HARD,29,True,Renault,0 days 01:19:55.027000,1,5,2019,7
0 days 01:22:29.671000,RIC,3,0 days 00:01:17.830000,38,2,,,0 days 00:00:21.377000,0 days 00:00:24.370000,0 days 00:00:32.083000,253.0,277.0,291.0,304.0,False,HARD,30,True,Renault,0 days 01:21:11.841000,1,6,2019,7
0 days 01:23:47.368000,RIC,3,0 days 00:01:17.697000,39,2,,,0 days 00:00:22.099000,0 days 00:00:24.646000,0 days 00:00:30.952000,251.0,278.0,282.0,308.0,False,HARD,31,True,Renault,0 days 01:22:29.671000,1,6,2019,7
0 days 01:25:04.720000,RIC,3,0 days 00:01:17.352000,40,2,,,0 days 00:00:21.573000,0 days 00:00:24.612000,0 days 00:00:31.167000,249.0,278.0,283.0,312.0,False,HARD,32,True,Renault,0 days 01:23:47.368000,1,6,2019,7
0 days 01:26:21.759000,RIC,3,0 days 00:01:17.039000,41,2,,,0 days 00:00:21.502000,0 days 00:00:24.500000,0 days 00:00:31.037000,249.0,277.0,280.0,299.0,False,HARD,33,True,Renault,0 days 01:25:04.720000,1,6,2019,7
0 days 01:27:38.733000,RIC,3,0 days 00:01:16.974000,42,2,,,0 days 00:00:21.521000,0 days 00:00:24.414000,0 days 00:00:31.039000,239.0,282.0,279.0,304.0,False,HARD,34,True,Renault,0 days 01:26:21.759000,1,6,2019,7
0 days 01:28:55.719000,RIC,3,0 days 00:01:16.986000,43,2,,,0 days 00:00:21.493000,0 days 00:00:24.492000,0 days 00:00:31.001000,249.0,276.0,278.0,298.0,False,HARD,35,True,Renault,0 days 01:27:38.733000,1,6,2019,7
0 days 01:30:12.366000,RIC,3,0 days 00:01:16.647000,44,2,,,0 days 00:00:21.347000,0 days 00:00:24.381000,0 days 00:00:30.919000,247.0,283.0,280.0,304.0,True,HARD,36,True,Renault,0 days 01:28:55.719000,1,6,2019,7
0 days 01:31:29.221000,RIC,3,0 days 00:01:16.855000,45,2,,,0 days 00:00:21.467000,0 days 00:00:24.467000,0 days 00:00:30.921000,247.0,277.0,279.0,298.0,False,HARD,37,True,Renault,0 days 01:30:12.366000,1,6,2019,7
0 days 01:32:45.517000,RIC,3,0 days 00:01:16.296000,46,2,,,0 days 00:00:21.133000,0 days 00:00:24.333000,0 days 00:00:30.830000,256.0,280.0,278.0,303.0,True,HARD,38,True,Renault,0 days 01:31:29.221000,1,6,2019,7
0 days 01:34:01.850000,RIC,3,0 days 00:01:16.333000,47,2,,,0 days 00:00:21.218000,0 days 00:00:24.260000,0 days 00:00:30.855000,255.0,279.0,281.0,300.0,False,HARD,39,True,Renault,0 days 01:32:45.517000,1,6,2019,7
0 days 01:35:18.256000,RIC,3,0 days 00:01:16.406000,48,2,,,0 days 00:00:21.159000,0 days 00:00:24.390000,0 days 00:00:30.857000,257.0,281.0,282.0,306.0,False,HARD,40,True,Renault,0 days 01:34:01.850000,1,6,2019,7
0 days 01:36:35.102000,RIC,3,0 days 00:01:16.846000,49,2,,,0 days 00:00:21.364000,0 days 00:00:24.554000,0 days 00:00:30.928000,257.0,282.0,294.0,321.0,False,HARD,41,True,Renault,0 days 01:35:18.256000,1,5,2019,7
0 days 01:37:51.793000,RIC,3,0 days 00:01:16.691000,50,2,,,0 days 00:00:21.287000,0 days 00:00:24.398000,0 days 00:00:31.006000,254.0,280.0,281.0,301.0,False,HARD,42,True,Renault,0 days 01:36:35.102000,1,5,2019,7
0 days 01:39:08.679000,RIC,3,0 days 00:01:16.886000,51,2,,,0 days 00:00:21.247000,0 days 00:00:24.367000,0 days 00:00:31.272000,255.0,280.0,286.0,312.0,False,HARD,43,True,Renault,0 days 01:37:51.793000,1,6,2019,7
0 days 01:40:25.240000,RIC,3,0 days 00:01:16.561000,52,2,,,0 days 00:00:21.571000,0 days 00:00:24.439000,0 days 00:00:30.551000,256.0,283.0,295.0,327.0,False,HARD,44,True,Renault,0 days 01:39:08.679000,1,6,2019,7
0 days 01:41:41.731000,RIC,3,0 days 00:01:16.491000,53,2,,,0 days 00:00:21.360000,0 days 00:00:24.367000,0 days 00:00:30.764000,255.0,283.0,284.0,311.0,False,HARD,45,True,Renault,0 days 01:40:25.240000,1,6,2019,7
0 days 01:42:58.093000,RIC,3,0 days 00:01:16.362000,54,2,,,0 days 00:00:21.285000,0 days 00:00:24.315000,0 days 00:00:30.762000,255.0,281.0,285.0,309.0,False,HARD,46,True,Renault,0 days 01:41:41.731000,1,6,2019,7
0 days 01:44:14.168000,RIC,3,0 days 00:01:16.075000,55,2,,,0 days 00:00:21.107000,0 days 00:00:24.278000,0 days 00:00:30.690000,256.0,282.0,284.0,309.0,True,HARD,47,True,Renault,0 days 01:42:58.093000,1,6,2019,7
0 days 01:45:30.971000,RIC,3,0 days 00:01:16.803000,56,2,,,0 days 00:00:21.337000,0 days 00:00:24.644000,0 days 00:00:30.822000,254.0,279.0,281.0,305.0,False,HARD,48,True,Renault,0 days 01:44:14.168000,1,6,2019,7
0 days 01:46:47.387000,RIC,3,0 days 00:01:16.416000,57,2,,,0 days 00:00:21.452000,0 days 00:00:24.401000,0 days 00:00:30.563000,251.0,280.0,285.0,310.0,False,HARD,49,True,Renault,0 days 01:45:30.971000,1,6,2019,7
0 days 01:48:03.990000,RIC,3,0 days 00:01:16.603000,58,2,,,0 days 00:00:21.340000,0 days 00:00:24.489000,0 days 00:00:30.774000,255.0,281.0,281.0,309.0,False,HARD,50,True,Renault,0 days 01:46:47.387000,1,6,2019,7
0 days 01:49:20.924000,RIC,3,0 days 00:01:16.934000,59,2,,,0 days 00:00:21.500000,0 days 00:00:24.646000,0 days 00:00:30.788000,253.0,280.0,283.0,310.0,False,HARD,51,True,Renault,0 days 01:48:03.990000,1,6,2019,7
0 days 01:50:37.603000,RIC,3,0 days 00:01:16.679000,60,2,,,0 days 00:00:21.394000,0 days 00:00:24.574000,0 days 00:00:30.711000,256.0,281.0,282.0,310.0,False,HARD,52,True,Renault,0 days 01:49:20.924000,1,6,2019,7
0 days 01:51:54.378000,RIC,3,0 days 00:01:16.775000,61,2,,,0 days 00:00:21.362000,0 days 00:00:24.445000,0 days 00:00:30.968000,256.0,280.0,281.0,302.0,False,HARD,53,True,Renault,0 days 01:50:37.603000,1,6,2019,7
0 days 01:53:12.177000,RIC,3,0 days 00:01:17.799000,62,2,,,0 days 00:00:21.631000,0 days 00:00:24.701000,0 days 00:00:31.467000,250.0,278.0,285.0,301.0,False,HARD,54,True,Renault,0 days 01:51:54.378000,1,6,2019,7
0 days 01:54:29.200000,RIC,3,0 days 00:01:17.023000,63,2,,,0 days 00:00:21.543000,0 days 00:00:24.479000,0 days 00:00:31.001000,253.0,283.0,281.0,306.0,False,HARD,55,True,Renault,0 days 01:53:12.177000,1,6,2019,7
0 days 01:55:45.947000,RIC,3,0 days 00:01:16.747000,64,2,,,0 days 00:00:21.276000,0 days 00:00:24.537000,0 days 00:00:30.934000,257.0,281.0,282.0,305.0,False,HARD,56,True,Renault,0 days 01:54:29.200000,1,6,2019,7
0 days 01:57:02.862000,RIC,3,0 days 00:01:16.915000,65,2,,,0 days 00:00:21.351000,0 days 00:00:24.551000,0 days 00:00:31.013000,256.0,280.0,281.0,306.0,False,HARD,57,True,Renault,0 days 01:55:45.947000,1,6,2019,7
0 days 01:58:20.103000,RIC,3,0 days 00:01:17.241000,66,2,,,0 days 00:00:21.500000,0 days 00:00:24.597000,0 days 00:00:31.144000,256.0,281.0,280.0,304.0,False,HARD,58,True,Renault,0 days 01:57:02.862000,1,6,2019,7
0 days 01:59:37.318000,RIC,3,0 days 00:01:17.215000,67,2,,,0 days 00:00:21.534000,0 days 00:00:24.586000,0 days 00:00:31.095000,256.0,280.0,280.0,303.0,False,HARD,59,True,Renault,0 days 01:58:20.103000,1,6,2019,7
0 days 02:00:56.933000,RIC,3,0 days 00:01:19.615000,68,2,,,0 days 00:00:21.462000,0 days 00:00:24.796000,0 days 00:00:33.357000,256.0,281.0,282.0,310.0,False,HARD,60,True,Renault,0 days 01:59:37.318000,1,6,2019,7
0 days 02:02:14.357000,RIC,3,0 days 00:01:17.424000,69,2,,,0 days 00:00:21.624000,0 days 00:00:24.743000,0 days 00:00:31.057000,255.0,283.0,271.0,308.0,False,HARD,61,True,Renault,0 days 02:00:56.933000,1,6,2019,7
0 days 00:34:32.555000,VER,33,0 days 00:01:28.355000,1,1,,,,0 days 00:00:26.129000,0 days 00:00:32.357000,217.0,280.0,282.0,301.0,False,HARD,1,True,Red Bull Racing,0 days 00:33:04.006000,12,9,2019,7
0 days 00:35:51.602000,VER,33,0 days 00:01:19.047000,2,1,,,0 days 00:00:22.601000,0 days 00:00:25.128000,0 days 00:00:31.318000,237.0,280.0,282.0,309.0,True,HARD,2,True,Red Bull Racing,0 days 00:34:32.555000,21,9,2019,7
0 days 00:37:09.524000,VER,33,0 days 00:01:17.922000,3,1,,,0 days 00:00:21.974000,0 days 00:00:24.930000,0 days 00:00:31.018000,241.0,286.0,293.0,329.0,True,HARD,3,True,Red Bull Racing,0 days 00:35:51.602000,1,9,2019,7
0 days 00:38:27.351000,VER,33,0 days 00:01:17.827000,4,1,,,0 days 00:00:22.132000,0 days 00:00:24.852000,0 days 00:00:30.843000,240.0,284.0,294.0,331.0,True,HARD,4,True,Red Bull Racing,0 days 00:37:09.524000,1,9,2019,7
0 days 00:39:45.806000,VER,33,0 days 00:01:18.455000,5,1,,,0 days 00:00:22.257000,0 days 00:00:25.071000,0 days 00:00:31.127000,240.0,284.0,293.0,328.0,False,HARD,5,True,Red Bull Racing,0 days 00:38:27.351000,1,9,2019,7
0 days 00:41:03.727000,VER,33,0 days 00:01:17.921000,6,1,,,0 days 00:00:22.160000,0 days 00:00:25.133000,0 days 00:00:30.628000,243.0,285.0,288.0,331.0,False,HARD,6,True,Red Bull Racing,0 days 00:39:45.806000,1,8,2019,7
0 days 00:42:21.655000,VER,33,0 days 00:01:17.928000,7,1,,,0 days 00:00:21.683000,0 days 00:00:25.055000,0 days 00:00:31.190000,236.0,276.0,280.0,301.0,False,HARD,7,True,Red Bull Racing,0 days 00:41:03.727000,1,7,2019,7
0 days 00:43:39.416000,VER,33,0 days 00:01:17.761000,8,1,,,0 days 00:00:21.662000,0 days 00:00:24.978000,0 days 00:00:31.121000,238.0,276.0,290.0,322.0,True,HARD,8,True,Red Bull Racing,0 days 00:42:21.655000,1,6,2019,7
0 days 00:44:57.307000,VER,33,0 days 00:01:17.891000,9,1,,,0 days 00:00:22.047000,0 days 00:00:24.940000,0 days 00:00:30.904000,241.0,277.0,289.0,318.0,False,HARD,9,True,Red Bull Racing,0 days 00:43:39.416000,12,6,2019,7
0 days 00:46:15.493000,VER,33,0 days 00:01:18.186000,10,1,,,0 days 00:00:22.452000,0 days 00:00:24.863000,0 days 00:00:30.871000,243.0,277.0,291.0,320.0,False,HARD,10,True,Red Bull Racing,0 days 00:44:57.307000,2,6,2019,7
0 days 00:47:33.314000,VER,33,0 days 00:01:17.821000,11,1,,,0 days 00:00:22.160000,0 days 00:00:24.871000,0 days 00:00:30.790000,237.0,278.0,290.0,318.0,False,HARD,11,True,Red Bull Racing,0 days 00:46:15.493000,21,6,2019,7
0 days 00:48:50.873000,VER,33,0 days 00:01:17.559000,12,1,,,0 days 00:00:21.979000,0 days 00:00:24.823000,0 days 00:00:30.757000,242.0,279.0,290.0,318.0,True,HARD,12,True,Red Bull Racing,0 days 00:47:33.314000,1,6,2019,7
0 days 00:50:08.421000,VER,33,0 days 00:01:17.548000,13,1,,,0 days 00:00:21.851000,0 days 00:00:24.795000,0 days 00:00:30.902000,234.0,279.0,288.0,324.0,True,HARD,13,True,Red Bull Racing,0 days 00:48:50.873000,12,6,2019,7
0 days 00:51:25.769000,VER,33,0 days 00:01:17.348000,14,1,,,0 days 00:00:21.834000,0 days 00:00:24.738000,0 days 00:00:30.776000,242.0,279.0,290.0,322.0,True,HARD,14,True,Red Bull Racing,0 days 00:50:08.421000,1,6,2019,7
0 days 00:52:43.113000,VER,33,0 days 00:01:17.344000,15,1,,,0 days 00:00:21.806000,0 days 00:00:24.698000,0 days 00:00:30.840000,238.0,279.0,289.0,322.0,True,HARD,15,True,Red Bull Racing,0 days 00:51:25.769000,1,6,2019,7
0 days 00:54:00.511000,VER,33,0 days 00:01:17.398000,16,1,,,0 days 00:00:21.733000,0 days 00:00:24.872000,0 days 00:00:30.793000,241.0,279.0,289.0,323.0,False,HARD,16,True,Red Bull Racing,0 days 00:52:43.113000,1,5,2019,7
0 days 00:55:17.580000,VER,33,0 days 00:01:17.069000,17,1,,,0 days 00:00:21.705000,0 days 00:00:24.696000,0 days 00:00:30.668000,242.0,279.0,289.0,323.0,True,HARD,17,True,Red Bull Racing,0 days 00:54:00.511000,1,5,2019,7
0 days 00:56:34.636000,VER,33,0 days 00:01:17.056000,18,1,,,0 days 00:00:21.558000,0 days 00:00:24.785000,0 days 00:00:30.713000,242.0,279.0,289.0,322.0,True,HARD,18,True,Red Bull Racing,0 days 00:55:17.580000,1,5,2019,7
0 days 00:57:52.161000,VER,33,0 days 00:01:17.525000,19,1,,,0 days 00:00:21.709000,0 days 00:00:24.758000,0 days 00:00:31.058000,240.0,278.0,280.0,309.0,False,HARD,19,True,Red Bull Racing,0 days 00:56:34.636000,1,5,2019,7
0 days 00:59:10.087000,VER,33,0 days 00:01:17.926000,20,1,,,0 days 00:00:21.750000,0 days 00:00:24.748000,0 days 00:00:31.428000,244.0,279.0,279.0,304.0,False,HARD,20,True,Red Bull Racing,0 days 00:57:52.161000,1,5,2019,7
0 days 01:00:26.936000,VER,33,0 days 00:01:16.849000,21,1,,,0 days 00:00:21.430000,0 days 00:00:24.603000,0 days 00:00:30.816000,243.0,279.0,279.0,306.0,True,HARD,21,True,Red Bull Racing,0 days 00:59:10.087000,1,5,2019,7
0 days 01:01:43.748000,VER,33,0 days 00:01:16.812000,22,1,,,0 days 00:00:21.383000,0 days 00:00:24.589000,0 days 00:00:30.840000,247.0,279.0,279.0,303.0,True,HARD,22,True,Red Bull Racing,0 days 01:00:26.936000,1,5,2019,7
0 days 01:03:00.795000,VER,33,0 days 00:01:17.047000,23,1,,,0 days 00:00:21.367000,0 days 00:00:24.792000,0 days 00:00:30.888000,244.0,278.0,280.0,303.0,False,HARD,23,True,Red Bull Racing,0 days 01:01:43.748000,1,5,2019,7
0 days 01:04:17.326000,VER,33,0 days 00:01:16.531000,24,1,,,0 days 00:00:21.308000,0 days 00:00:24.524000,0 days 00:00:30.699000,249.0,279.0,282.0,303.0,True,HARD,24,True,Red Bull Racing,0 days 01:03:00.795000,1,5,2019,7
0 days 01:05:34.075000,VER,33,0 days 00:01:16.749000,25,1,,,0 days 00:00:21.448000,0 days 00:00:24.553000,0 days 00:00:30.748000,241.0,279.0,282.0,303.0,False,HARD,25,True,Red Bull Racing,0 days 01:04:17.326000,1,5,2019,7
0 days 01:06:50.897000,VER,33,0 days 00:01:16.822000,26,1,,,0 days 00:00:21.409000,0 days 00:00:24.586000,0 days 00:00:30.827000,244.0,279.0,282.0,305.0,False,HARD,26,True,Red Bull Racing,0 days 01:05:34.075000,1,5,2019,7
0 days 01:08:08.246000,VER,33,0 days 00:01:17.349000,27,1,,,0 days 00:00:21.759000,0 days 00:00:24.794000,0 days 00:00:30.796000,244.0,278.0,284.0,307.0,False,HARD,27,True,Red Bull Racing,0 days 01:06:50.897000,1,5,2019,7
0 days 01:09:25.338000,VER,33,0 days 00:01:17.092000,28,1,,,0 days 00:00:21.525000,0 days 00:00:24.718000,0 days 00:00:30.849000,242.0,278.0,281.0,304.0,False,HARD,28,True,Red Bull Racing,0 days 01:08:08.246000,1,5,2019,7
0 days 01:10:42.183000,VER,33,0 days 00:01:16.845000,29,1,,,0 days 00:00:21.370000,0 days 00:00:24.642000,0 days 00:00:30.833000,244.0,279.0,281.0,307.0,False,HARD,29,True,Red Bull Racing,0 days 01:09:25.338000,1,5,2019,7
