Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,Position,Year,RoundNumber
0 days 01:44:41.641000,PER,11,0 days 00:01:29.781000,47,2,,,0 days 00:00:29.869000,0 days 00:00:24.142000,0 days 00:00:35.770000,271.0,287.0,284.0,295.0,False,HARD,34,True,Racing Point,0 days 01:43:11.860000,1,13,2019,1
0 days 01:46:10.569000,PER,11,0 days 00:01:28.928000,48,2,,,0 days 00:00:29.722000,0 days 00:00:23.668000,0 days 00:00:35.538000,271.0,283.0,285.0,295.0,False,HARD,35,True,Racing Point,0 days 01:44:41.641000,1,13,2019,1
0 days 01:47:39.815000,PER,11,0 days 00:01:29.246000,49,2,,,0 days 00:00:29.746000,0 days 00:00:23.829000,0 days 00:00:35.671000,273.0,284.0,287.0,296.0,False,HARD,36,True,Racing Point,0 days 01:46:10.569000,1,13,2019,1
0 days 01:49:10.006000,PER,11,0 days 00:01:30.191000,50,2,,,0 days 00:00:30.331000,0 days 00:00:23.995000,0 days 00:00:35.865000,271.0,285.0,298.0,300.0,False,HARD,37,True,Racing Point,0 days 01:47:39.815000,1,13,2019,1
0 days 01:50:42.168000,PER,11,0 days 00:01:32.162000,51,2,,,0 days 00:00:30.349000,0 days 00:00:24.888000,0 days 00:00:36.925000,274.0,274.0,277.0,292.0,False,HARD,38,True,Racing Point,0 days 01:49:10.006000,1,13,2019,1
0 days 01:52:14.148000,PER,11,0 days 00:01:31.980000,52,2,,,0 days 00:00:31.404000,0 days 00:00:24.381000,0 days 00:00:36.195000,268.0,289.0,300.0,269.0,False,HARD,39,True,Racing Point,0 days 01:50:42.168000,1,13,2019,1
0 days 01:53:45.114000,PER,11,0 days 00:01:30.966000,53,2,,,0 days 00:00:30.411000,0 days 00:00:24.373000,0 days 00:00:36.182000,271.0,288.0,295.0,305.0,False,HARD,40,True,Racing Point,0 days 01:52:14.148000,1,13,2019,1
0 days 01:55:16.064000,PER,11,0 days 00:01:30.950000,54,2,,,0 days 00:00:30.322000,0 days 00:00:24.472000,0 days 00:00:36.156000,267.0,286.0,297.0,309.0,False,HARD,41,True,Racing Point,0 days 01:53:45.114000,1,13,2019,1
0 days 01:56:46.861000,PER,11,0 days 00:01:30.797000,55,2,,,0 days 00:00:30.518000,0 days 00:00:24.245000,0 days 00:00:36.034000,270.0,287.0,296.0,310.0,False,HARD,42,True,Racing Point,0 days 01:55:16.064000,1,13,2019,1
0 days 01:58:17.682000,PER,11,0 days 00:01:30.821000,56,2,,,0 days 00:00:30.305000,0 days 00:00:24.540000,0 days 00:00:35.976000,269.0,284.0,298.0,307.0,False,HARD,43,True,Racing Point,0 days 01:56:46.861000,1,13,2019,1
0 days 01:59:48.743000,PER,11,0 days 00:01:31.061000,57,2,,,0 days 00:00:30.330000,0 days 00:00:24.500000,0 days 00:00:36.231000,272.0,287.0,298.0,308.0,False,HARD,44,True,Racing Point,0 days 01:58:17.682000,1,13,2019,1
0 days 00:35:09.996000,LEC,16,0 days 00:01:37.042000,1,1,,,,0 days 00:00:23.844000,0 days 00:00:35.910000,271.0,288.0,287.0,248.0,False,SOFT,4,False,Ferrari,0 days 00:33:32.727000,12,5,2019,1
0 days 00:36:40.632000,LEC,16,0 days 00:01:30.636000,2,1,,,0 days 00:00:30.491000,0 days 00:00:23.992000,0 days 00:00:36.153000,261.0,276.0,281.0,292.0,True,SOFT,5,False,Ferrari,0 days 00:35:09.996000,1,5,2019,1
0 days 00:38:10.665000,LEC,16,0 days 00:01:30.033000,3,1,,,0 days 00:00:30.165000,0 days 00:00:24.050000,0 days 00:00:35.818000,263.0,275.0,283.0,286.0,True,SOFT,6,False,Ferrari,0 days 00:36:40.632000,1,5,2019,1
0 days 00:39:40.052000,LEC,16,0 days 00:01:29.387000,4,1,,,0 days 00:00:29.811000,0 days 00:00:23.967000,0 days 00:00:35.609000,268.0,278.0,282.0,293.0,True,SOFT,7,False,Ferrari,0 days 00:38:10.665000,1,5,2019,1
0 days 00:41:09.631000,LEC,16,0 days 00:01:29.579000,5,1,,,0 days 00:00:29.796000,0 days 00:00:23.979000,0 days 00:00:35.804000,270.0,278.0,281.0,294.0,False,SOFT,8,False,Ferrari,0 days 00:39:40.052000,1,5,2019,1
0 days 00:42:39.755000,LEC,16,0 days 00:01:30.124000,6,1,,,0 days 00:00:29.937000,0 days 00:00:24.313000,0 days 00:00:35.874000,268.0,279.0,278.0,292.0,False,SOFT,9,False,Ferrari,0 days 00:41:09.631000,1,5,2019,1
0 days 00:44:09.761000,LEC,16,0 days 00:01:30.006000,7,1,,,0 days 00:00:30.089000,0 days 00:00:24.136000,0 days 00:00:35.781000,265.0,274.0,277.0,275.0,False,SOFT,10,False,Ferrari,0 days 00:42:39.755000,1,5,2019,1
0 days 00:45:39.469000,LEC,16,0 days 00:01:29.708000,8,1,,,0 days 00:00:30.130000,0 days 00:00:23.939000,0 days 00:00:35.639000,265.0,274.0,278.0,283.0,False,SOFT,11,False,Ferrari,0 days 00:44:09.761000,1,5,2019,1
0 days 00:47:12.099000,LEC,16,0 days 00:01:32.630000,9,1,,,0 days 00:00:32.630000,0 days 00:00:24.128000,0 days 00:00:35.872000,263.0,271.0,281.0,281.0,False,SOFT,12,False,Ferrari,0 days 00:45:39.469000,1,5,2019,1
0 days 00:48:42.004000,LEC,16,0 days 00:01:29.905000,10,1,,,,0 days 00:00:24.024000,0 days 00:00:35.706000,263.0,272.0,276.0,281.0,False,SOFT,13,False,Ferrari,0 days 00:47:12.099000,1,5,2019,1
0 days 00:50:11.916000,LEC,16,0 days 00:01:29.912000,11,1,,,0 days 00:00:30.049000,0 days 00:00:23.988000,0 days 00:00:35.875000,264.0,272.0,276.0,278.0,False,SOFT,14,False,Ferrari,0 days 00:48:42.004000,1,5,2019,1
0 days 00:51:41.744000,LEC,16,0 days 00:01:29.828000,12,1,,,0 days 00:00:29.964000,0 days 00:00:24.012000,0 days 00:00:35.852000,263.0,274.0,278.0,282.0,False,SOFT,15,False,Ferrari,0 days 00:50:11.916000,1,5,2019,1
0 days 00:53:11.026000,LEC,16,0 days 00:01:29.282000,13,1,,,0 days 00:00:29.921000,0 days 00:00:23.847000,0 days 00:00:35.514000,264.0,272.0,276.0,283.0,True,SOFT,16,False,Ferrari,0 days 00:51:41.744000,1,5,2019,1
0 days 00:54:40.416000,LEC,16,0 days 00:01:29.390000,14,1,,,0 days 00:00:29.928000,0 days 00:00:23.875000,0 days 00:00:35.587000,266.0,271.0,277.0,280.0,False,SOFT,17,False,Ferrari,0 days 00:53:11.026000,1,4,2019,1
0 days 00:56:09.911000,LEC,16,0 days 00:01:29.495000,15,1,,,0 days 00:00:30.005000,0 days 00:00:23.960000,0 days 00:00:35.530000,263.0,270.0,277.0,278.0,False,SOFT,18,False,Ferrari,0 days 00:54:40.416000,1,3,2019,1
0 days 00:57:39.010000,LEC,16,0 days 00:01:29.099000,16,1,,,0 days 00:00:29.735000,0 days 00:00:23.855000,0 days 00:00:35.509000,266.0,272.0,276.0,281.0,True,SOFT,19,False,Ferrari,0 days 00:56:09.911000,1,3,2019,1
0 days 00:59:08.349000,LEC,16,0 days 00:01:29.339000,17,1,,,0 days 00:00:29.893000,0 days 00:00:23.953000,0 days 00:00:35.493000,265.0,270.0,276.0,279.0,False,SOFT,20,False,Ferrari,0 days 00:57:39.010000,1,3,2019,1
0 days 01:00:37.340000,LEC,16,0 days 00:01:28.991000,18,1,,,0 days 00:00:29.781000,0 days 00:00:23.789000,0 days 00:00:35.421000,265.0,273.0,277.0,280.0,True,SOFT,21,False,Ferrari,0 days 00:59:08.349000,1,3,2019,1
0 days 01:02:06.266000,LEC,16,0 days 00:01:28.926000,19,1,,,0 days 00:00:29.804000,0 days 00:00:23.850000,0 days 00:00:35.272000,266.0,271.0,276.0,281.0,True,SOFT,22,False,Ferrari,0 days 01:00:37.340000,1,3,2019,1
0 days 01:03:34.999000,LEC,16,0 days 00:01:28.733000,20,1,,,0 days 00:00:29.649000,0 days 00:00:23.791000,0 days 00:00:35.293000,266.0,271.0,277.0,280.0,True,SOFT,23,False,Ferrari,0 days 01:02:06.266000,1,3,2019,1
0 days 01:05:03.832000,LEC,16,0 days 00:01:28.833000,21,1,,,0 days 00:00:29.714000,0 days 00:00:23.737000,0 days 00:00:35.382000,266.0,272.0,276.0,281.0,False,SOFT,24,False,Ferrari,0 days 01:03:34.999000,1,3,2019,1
0 days 01:06:32.737000,LEC,16,0 days 00:01:28.905000,22,1,,,0 days 00:00:29.720000,0 days 00:00:23.856000,0 days 00:00:35.329000,264.0,271.0,277.0,278.0,False,SOFT,25,False,Ferrari,0 days 01:05:03.832000,1,3,2019,1
0 days 01:08:01.658000,LEC,16,0 days 00:01:28.921000,23,1,,,0 days 00:00:29.782000,0 days 00:00:23.829000,0 days 00:00:35.310000,265.0,272.0,277.0,281.0,False,SOFT,26,False,Ferrari,0 days 01:06:32.737000,1,3,2019,1
0 days 01:09:30.993000,LEC,16,0 days 00:01:29.335000,24,1,,,0 days 00:00:29.884000,0 days 00:00:23.889000,0 days 00:00:35.562000,267.0,273.0,278.0,280.0,False,SOFT,27,False,Ferrari,0 days 01:08:01.658000,1,3,2019,1
0 days 01:11:00.198000,LEC,16,0 days 00:01:29.205000,25,1,,,0 days 00:00:29.792000,0 days 00:00:23.869000,0 days 00:00:35.544000,265.0,272.0,277.0,283.0,False,SOFT,28,False,Ferrari,0 days 01:09:30.993000,1,2,2019,1
0 days 01:12:29.212000,LEC,16,0 days 00:01:29.014000,26,1,,,0 days 00:00:29.720000,0 days 00:00:23.886000,0 days 00:00:35.408000,266.0,272.0,277.0,281.0,False,SOFT,29,False,Ferrari,0 days 01:11:00.198000,1,2,2019,1
0 days 01:13:58.487000,LEC,16,0 days 00:01:29.275000,27,1,,,0 days 00:00:29.894000,0 days 00:00:23.934000,0 days 00:00:35.447000,265.0,272.0,278.0,280.0,False,SOFT,30,False,Ferrari,0 days 01:12:29.212000,1,2,2019,1
0 days 01:15:46.216000,LEC,16,0 days 00:01:47.729000,28,1,,0 days 01:15:27.249000,0 days 00:00:29.850000,0 days 00:00:23.913000,0 days 00:00:53.966000,264.0,272.0,,280.0,False,SOFT,31,False,Ferrari,0 days 01:13:58.487000,1,5,2019,1
0 days 01:17:19.620000,LEC,16,0 days 00:01:33.404000,29,2,0 days 01:15:49.014000,,0 days 00:00:35.296000,0 days 00:00:23.279000,0 days 00:00:34.829000,273.0,282.0,277.0,231.0,False,HARD,1,True,Ferrari,0 days 01:15:46.216000,1,5,2019,1
0 days 01:18:46.860000,LEC,16,0 days 00:01:27.240000,30,2,,,0 days 00:00:29.070000,0 days 00:00:23.417000,0 days 00:00:34.753000,268.0,273.0,278.0,282.0,True,HARD,2,True,Ferrari,0 days 01:17:19.620000,1,5,2019,1
0 days 01:20:14.635000,LEC,16,0 days 00:01:27.775000,31,2,,,0 days 00:00:29.376000,0 days 00:00:23.477000,0 days 00:00:34.922000,264.0,270.0,277.0,275.0,False,HARD,3,True,Ferrari,0 days 01:18:46.860000,12,5,2019,1
0 days 01:21:42.387000,LEC,16,0 days 00:01:27.752000,32,2,,,0 days 00:00:29.354000,0 days 00:00:23.439000,0 days 00:00:34.959000,266.0,272.0,279.0,278.0,False,HARD,4,True,Ferrari,0 days 01:20:14.635000,1,5,2019,1
0 days 01:23:10.500000,LEC,16,0 days 00:01:28.113000,33,2,,,0 days 00:00:29.508000,0 days 00:00:23.698000,0 days 00:00:34.907000,268.0,271.0,278.0,275.0,False,HARD,5,True,Ferrari,0 days 01:21:42.387000,1,5,2019,1
0 days 01:24:38.615000,LEC,16,0 days 00:01:28.115000,34,2,,,0 days 00:00:29.394000,0 days 00:00:23.630000,0 days 00:00:35.091000,267.0,271.0,280.0,280.0,False,HARD,6,True,Ferrari,0 days 01:23:10.500000,1,5,2019,1
0 days 01:26:06.934000,LEC,16,0 days 00:01:28.319000,35,2,,,0 days 00:00:29.612000,0 days 00:00:23.820000,0 days 00:00:34.887000,269.0,272.0,278.0,281.0,False,HARD,7,True,Ferrari,0 days 01:24:38.615000,1,5,2019,1
0 days 01:27:34.635000,LEC,16,0 days 00:01:27.701000,36,2,,,0 days 00:00:29.391000,0 days 00:00:23.523000,0 days 00:00:34.787000,267.0,271.0,279.0,276.0,False,HARD,8,True,Ferrari,0 days 01:26:06.934000,1,5,2019,1
0 days 01:29:02.679000,LEC,16,0 days 00:01:28.044000,37,2,,,0 days 00:00:29.409000,0 days 00:00:23.540000,0 days 00:00:35.095000,269.0,273.0,280.0,277.0,False,HARD,9,True,Ferrari,0 days 01:27:34.635000,1,5,2019,1
0 days 01:30:30.671000,LEC,16,0 days 00:01:27.992000,38,2,,,0 days 00:00:29.418000,0 days 00:00:23.550000,0 days 00:00:35.024000,267.0,273.0,279.0,271.0,False,HARD,10,True,Ferrari,0 days 01:29:02.679000,1,5,2019,1
0 days 01:31:58.613000,LEC,16,0 days 00:01:27.942000,39,2,,,0 days 00:00:29.417000,0 days 00:00:23.480000,0 days 00:00:35.045000,267.0,272.0,280.0,275.0,False,HARD,11,True,Ferrari,0 days 01:30:30.671000,1,5,2019,1
0 days 01:33:26.341000,LEC,16,0 days 00:01:27.728000,40,2,,,0 days 00:00:29.353000,0 days 00:00:23.516000,0 days 00:00:34.859000,268.0,275.0,280.0,277.0,False,HARD,12,True,Ferrari,0 days 01:31:58.613000,1,5,2019,1
0 days 01:34:53.917000,LEC,16,0 days 00:01:27.576000,41,2,,,0 days 00:00:29.219000,0 days 00:00:23.493000,0 days 00:00:34.864000,269.0,277.0,281.0,273.0,False,HARD,13,True,Ferrari,0 days 01:33:26.341000,1,5,2019,1
0 days 01:36:21.526000,LEC,16,0 days 00:01:27.609000,42,2,,,0 days 00:00:29.317000,0 days 00:00:23.374000,0 days 00:00:34.918000,270.0,278.0,294.0,284.0,False,HARD,14,True,Ferrari,0 days 01:34:53.917000,1,5,2019,1
0 days 01:37:49.076000,LEC,16,0 days 00:01:27.550000,43,2,,,0 days 00:00:29.281000,0 days 00:00:23.431000,0 days 00:00:34.838000,268.0,273.0,280.0,288.0,False,HARD,15,True,Ferrari,0 days 01:36:21.526000,1,5,2019,1
0 days 01:39:16.695000,LEC,16,0 days 00:01:27.619000,44,2,,,0 days 00:00:29.422000,0 days 00:00:23.393000,0 days 00:00:34.804000,269.0,273.0,280.0,274.0,False,HARD,16,True,Ferrari,0 days 01:37:49.076000,1,5,2019,1
0 days 01:40:44.130000,LEC,16,0 days 00:01:27.435000,45,2,,,0 days 00:00:29.316000,0 days 00:00:23.322000,0 days 00:00:34.797000,271.0,275.0,283.0,275.0,False,HARD,17,True,Ferrari,0 days 01:39:16.695000,1,5,2019,1
0 days 01:42:11.659000,LEC,16,0 days 00:01:27.529000,46,2,,,0 days 00:00:29.198000,0 days 00:00:23.388000,0 days 00:00:34.943000,268.0,275.0,283.0,277.0,False,HARD,18,True,Ferrari,0 days 01:40:44.130000,1,5,2019,1
0 days 01:43:38.985000,LEC,16,0 days 00:01:27.326000,47,2,,,0 days 00:00:29.192000,0 days 00:00:23.280000,0 days 00:00:34.854000,267.0,275.0,283.0,279.0,False,HARD,19,True,Ferrari,0 days 01:42:11.659000,1,5,2019,1
0 days 01:45:06.344000,LEC,16,0 days 00:01:27.359000,48,2,,,0 days 00:00:29.245000,0 days 00:00:23.343000,0 days 00:00:34.771000,268.0,276.0,285.0,278.0,False,HARD,20,True,Ferrari,0 days 01:43:38.985000,1,5,2019,1
0 days 01:46:34.434000,LEC,16,0 days 00:01:28.090000,49,2,,,0 days 00:00:29.583000,0 days 00:00:23.440000,0 days 00:00:35.067000,267.0,277.0,284.0,283.0,False,HARD,21,True,Ferrari,0 days 01:45:06.344000,1,5,2019,1
0 days 01:48:02.258000,LEC,16,0 days 00:01:27.824000,50,2,,,0 days 00:00:29.373000,0 days 00:00:23.392000,0 days 00:00:35.059000,270.0,279.0,301.0,283.0,False,HARD,22,True,Ferrari,0 days 01:46:34.434000,1,5,2019,1
0 days 01:49:32.409000,LEC,16,0 days 00:01:30.151000,51,2,,,0 days 00:00:30.832000,0 days 00:00:24.020000,0 days 00:00:35.299000,263.0,275.0,284.0,279.0,False,HARD,23,True,Ferrari,0 days 01:48:02.258000,1,5,2019,1
0 days 01:51:00.692000,LEC,16,0 days 00:01:28.283000,52,2,,,0 days 00:00:29.548000,0 days 00:00:23.419000,0 days 00:00:35.316000,268.0,278.0,285.0,276.0,False,HARD,24,True,Ferrari,0 days 01:49:32.409000,1,5,2019,1
0 days 01:52:30.750000,LEC,16,0 days 00:01:30.058000,53,2,,,0 days 00:00:29.891000,0 days 00:00:24.421000,0 days 00:00:35.746000,256.0,276.0,283.0,279.0,False,HARD,25,True,Ferrari,0 days 01:51:00.692000,1,5,2019,1
0 days 01:54:00.903000,LEC,16,0 days 00:01:30.153000,54,2,,,0 days 00:00:30.475000,0 days 00:00:23.742000,0 days 00:00:35.936000,268.0,279.0,283.0,277.0,False,HARD,26,True,Ferrari,0 days 01:52:30.750000,1,5,2019,1
0 days 01:55:31.041000,LEC,16,0 days 00:01:30.138000,55,2,,,0 days 00:00:29.920000,0 days 00:00:23.894000,0 days 00:00:36.324000,258.0,278.0,282.0,269.0,False,HARD,27,True,Ferrari,0 days 01:54:00.903000,1,5,2019,1
0 days 01:57:00.949000,LEC,16,0 days 00:01:29.908000,56,2,,,0 days 00:00:30.267000,0 days 00:00:24.094000,0 days 00:00:35.547000,255.0,276.0,282.0,267.0,False,HARD,28,True,Ferrari,0 days 01:55:31.041000,1,5,2019,1
0 days 01:58:31.583000,LEC,16,0 days 00:01:30.634000,57,2,,,0 days 00:00:29.948000,0 days 00:00:24.399000,0 days 00:00:36.287000,252.0,280.0,287.0,271.0,False,HARD,29,True,Ferrari,0 days 01:57:00.949000,1,5,2019,1
0 days 01:59:58.509000,LEC,16,0 days 00:01:26.926000,58,2,,,0 days 00:00:29.006000,0 days 00:00:23.138000,0 days 00:00:34.782000,277.0,282.0,288.0,297.0,True,HARD,30,True,Ferrari,0 days 01:58:31.583000,1,5,2019,1
0 days 00:35:15.731000,STR,18,0 days 00:01:42.777000,1,1,,,,0 days 00:00:24.995000,0 days 00:00:37.255000,268.0,293.0,283.0,220.0,False,MEDIUM,1,True,Racing Point,0 days 00:33:32.727000,12,13,2019,1
0 days 00:36:47.745000,STR,18,0 days 00:01:32.014000,2,1,,,0 days 00:00:30.966000,0 days 00:00:24.291000,0 days 00:00:36.757000,271.0,290.0,289.0,286.0,True,MEDIUM,2,True,Racing Point,0 days 00:35:15.731000,1,13,2019,1
0 days 00:38:19.303000,STR,18,0 days 00:01:31.558000,3,1,,,0 days 00:00:30.625000,0 days 00:00:24.258000,0 days 00:00:36.675000,268.0,291.0,300.0,302.0,True,MEDIUM,3,True,Racing Point,0 days 00:36:47.745000,1,13,2019,1
0 days 00:39:50.915000,STR,18,0 days 00:01:31.612000,4,1,,,0 days 00:00:30.525000,0 days 00:00:24.415000,0 days 00:00:36.672000,271.0,291.0,298.0,300.0,False,MEDIUM,4,True,Racing Point,0 days 00:38:19.303000,1,13,2019,1
0 days 00:41:22.460000,STR,18,0 days 00:01:31.545000,5,1,,,0 days 00:00:30.670000,0 days 00:00:24.283000,0 days 00:00:36.592000,266.0,291.0,297.0,299.0,True,MEDIUM,5,True,Racing Point,0 days 00:39:50.915000,1,13,2019,1
0 days 00:42:53.564000,STR,18,0 days 00:01:31.104000,6,1,,,0 days 00:00:30.466000,0 days 00:00:24.125000,0 days 00:00:36.513000,270.0,288.0,297.0,293.0,True,MEDIUM,6,True,Racing Point,0 days 00:41:22.460000,1,13,2019,1
0 days 00:44:24.865000,STR,18,0 days 00:01:31.301000,7,1,,,0 days 00:00:30.628000,0 days 00:00:24.180000,0 days 00:00:36.493000,270.0,290.0,297.0,291.0,False,MEDIUM,7,True,Racing Point,0 days 00:42:53.564000,1,13,2019,1
0 days 00:45:56.183000,STR,18,0 days 00:01:31.318000,8,1,,,0 days 00:00:30.567000,0 days 00:00:24.242000,0 days 00:00:36.509000,264.0,283.0,287.0,295.0,False,MEDIUM,8,True,Racing Point,0 days 00:44:24.865000,1,13,2019,1
0 days 00:47:27.296000,STR,18,0 days 00:01:31.113000,9,1,,,0 days 00:00:30.688000,0 days 00:00:24.049000,0 days 00:00:36.376000,266.0,287.0,287.0,291.0,False,MEDIUM,9,True,Racing Point,0 days 00:45:56.183000,1,13,2019,1
0 days 00:48:58.272000,STR,18,0 days 00:01:30.976000,10,1,,,0 days 00:00:30.489000,0 days 00:00:23.976000,0 days 00:00:36.511000,266.0,285.0,286.0,285.0,True,MEDIUM,10,True,Racing Point,0 days 00:47:27.296000,1,13,2019,1
0 days 00:50:29.039000,STR,18,0 days 00:01:30.767000,11,1,,,0 days 00:00:30.392000,0 days 00:00:23.913000,0 days 00:00:36.462000,268.0,289.0,285.0,295.0,True,MEDIUM,11,True,Racing Point,0 days 00:48:58.272000,1,13,2019,1
0 days 00:52:00.120000,STR,18,0 days 00:01:31.081000,12,1,,,0 days 00:00:30.506000,0 days 00:00:24.134000,0 days 00:00:36.441000,267.0,287.0,287.0,290.0,False,MEDIUM,12,True,Racing Point,0 days 00:50:29.039000,1,12,2019,1
0 days 00:53:30.928000,STR,18,0 days 00:01:30.808000,13,1,,,0 days 00:00:30.504000,0 days 00:00:23.987000,0 days 00:00:36.317000,267.0,287.0,285.0,284.0,False,MEDIUM,13,True,Racing Point,0 days 00:52:00.120000,1,10,2019,1
0 days 00:55:01.066000,STR,18,0 days 00:01:30.138000,14,1,,,0 days 00:00:30.213000,0 days 00:00:23.779000,0 days 00:00:36.146000,269.0,288.0,286.0,299.0,True,MEDIUM,14,True,Racing Point,0 days 00:53:30.928000,1,8,2019,1
0 days 00:56:31.143000,STR,18,0 days 00:01:30.077000,15,1,,,0 days 00:00:30.182000,0 days 00:00:23.872000,0 days 00:00:36.023000,263.0,278.0,284.0,300.0,True,MEDIUM,15,True,Racing Point,0 days 00:55:01.066000,1,6,2019,1
0 days 00:58:00.733000,STR,18,0 days 00:01:29.590000,16,1,,,0 days 00:00:30.120000,0 days 00:00:23.674000,0 days 00:00:35.796000,269.0,286.0,286.0,297.0,True,MEDIUM,16,True,Racing Point,0 days 00:56:31.143000,1,6,2019,1
0 days 00:59:30.449000,STR,18,0 days 00:01:29.716000,17,1,,,0 days 00:00:30.104000,0 days 00:00:23.712000,0 days 00:00:35.900000,269.0,287.0,288.0,299.0,False,MEDIUM,17,True,Racing Point,0 days 00:58:00.733000,1,6,2019,1
0 days 01:01:00.014000,STR,18,0 days 00:01:29.565000,18,1,,,0 days 00:00:30.203000,0 days 00:00:23.745000,0 days 00:00:35.617000,269.0,285.0,284.0,296.0,True,MEDIUM,18,True,Racing Point,0 days 00:59:30.449000,1,6,2019,1
0 days 01:02:29.330000,STR,18,0 days 00:01:29.316000,19,1,,,0 days 00:00:29.942000,0 days 00:00:23.700000,0 days 00:00:35.674000,267.0,281.0,284.0,296.0,True,MEDIUM,19,True,Racing Point,0 days 01:01:00.014000,1,6,2019,1
0 days 01:03:58.564000,STR,18,0 days 00:01:29.234000,20,1,,,0 days 00:00:29.875000,0 days 00:00:23.773000,0 days 00:00:35.586000,268.0,279.0,284.0,296.0,True,MEDIUM,20,True,Racing Point,0 days 01:02:29.330000,1,6,2019,1
0 days 01:05:27.795000,STR,18,0 days 00:01:29.231000,21,1,,,0 days 00:00:29.880000,0 days 00:00:23.624000,0 days 00:00:35.727000,267.0,281.0,284.0,296.0,True,MEDIUM,21,True,Racing Point,0 days 01:03:58.564000,1,6,2019,1
0 days 01:06:57.085000,STR,18,0 days 00:01:29.290000,22,1,,,0 days 00:00:29.774000,0 days 00:00:23.777000,0 days 00:00:35.739000,268.0,284.0,285.0,296.0,False,MEDIUM,22,True,Racing Point,0 days 01:05:27.795000,1,6,2019,1
0 days 01:08:26.379000,STR,18,0 days 00:01:29.294000,23,1,,,0 days 00:00:30.069000,0 days 00:00:23.706000,0 days 00:00:35.519000,268.0,283.0,285.0,296.0,False,MEDIUM,23,True,Racing Point,0 days 01:06:57.085000,1,6,2019,1
0 days 01:09:55.509000,STR,18,0 days 00:01:29.130000,24,1,,,0 days 00:00:29.852000,0 days 00:00:23.693000,0 days 00:00:35.585000,267.0,282.0,284.0,297.0,True,MEDIUM,24,True,Racing Point,0 days 01:08:26.379000,1,6,2019,1
0 days 01:11:25.110000,STR,18,0 days 00:01:29.601000,25,1,,,0 days 00:00:29.974000,0 days 00:00:23.770000,0 days 00:00:35.857000,266.0,280.0,284.0,296.0,False,MEDIUM,25,True,Racing Point,0 days 01:09:55.509000,1,6,2019,1
0 days 01:12:54.285000,STR,18,0 days 00:01:29.175000,26,1,,,0 days 00:00:29.841000,0 days 00:00:23.644000,0 days 00:00:35.690000,268.0,284.0,285.0,296.0,False,MEDIUM,26,True,Racing Point,0 days 01:11:25.110000,1,6,2019,1
0 days 01:14:41.773000,STR,18,0 days 00:01:47.488000,27,1,,0 days 01:14:22.219000,0 days 00:00:29.981000,0 days 00:00:23.755000,0 days 00:00:53.752000,266.0,280.0,,296.0,False,MEDIUM,27,True,Racing Point,0 days 01:12:54.285000,1,10,2019,1
0 days 01:16:15.773000,STR,18,0 days 00:01:34,28,2,0 days 01:14:44.558000,,0 days 00:00:35.918000,0 days 00:00:23.438000,0 days 00:00:34.644000,269.0,283.0,286.0,225.0,False,HARD,1,True,Racing Point,0 days 01:14:41.773000,1,10,2019,1
0 days 01:17:43.341000,STR,18,0 days 00:01:27.568000,29,2,,,0 days 00:00:29.284000,0 days 00:00:23.311000,0 days 00:00:34.973000,267.0,279.0,287.0,298.0,True,HARD,2,True,Racing Point,0 days 01:16:15.773000,1,10,2019,1
0 days 01:19:11.360000,STR,18,0 days 00:01:28.019000,30,2,,,0 days 00:00:29.317000,0 days 00:00:23.565000,0 days 00:00:35.137000,269.0,283.0,288.0,298.0,False,HARD,3,True,Racing Point,0 days 01:17:43.341000,1,10,2019,1
0 days 01:20:39.610000,STR,18,0 days 00:01:28.250000,31,2,,,0 days 00:00:29.587000,0 days 00:00:23.465000,0 days 00:00:35.198000,269.0,283.0,287.0,301.0,False,HARD,4,True,Racing Point,0 days 01:19:11.360000,12,10,2019,1
0 days 01:22:08.209000,STR,18,0 days 00:01:28.599000,32,2,,,0 days 00:00:29.667000,0 days 00:00:23.579000,0 days 00:00:35.353000,267.0,282.0,285.0,297.0,False,HARD,5,True,Racing Point,0 days 01:20:39.610000,1,10,2019,1
0 days 01:23:37.072000,STR,18,0 days 00:01:28.863000,33,2,,,0 days 00:00:29.870000,0 days 00:00:23.651000,0 days 00:00:35.342000,267.0,285.0,285.0,291.0,False,HARD,6,True,Racing Point,0 days 01:22:08.209000,1,10,2019,1
