Time,Driver,DriverNumber,LapNumber,Stint,PitOutTime,PitInTime,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,Season,Round,EventName
0 days 01:28:09.485000,MAG,20,15.0,2.0,0 days 01:26:33.458000,,SOFT,4.0,False,Haas F1 Team,1,9.0,2022,1,Bahrain Grand Prix
0 days 01:59:41.492000,MAG,20,34.0,2.0,,0 days 01:59:39.763000,SOFT,23.0,False,Haas F1 Team,1,6.0,2022,1,Bahrain Grand Prix
0 days 02:01:41.867000,MAG,20,35.0,3.0,0 days 02:00:05.641000,,MEDIUM,1.0,True,Haas F1 Team,1,10.0,2022,1,Bahrain Grand Prix
0 days 02:20:32.053000,MAG,20,46.0,3.0,,0 days 02:20:30.179000,MEDIUM,12.0,True,Haas F1 Team,4,7.0,2022,1,Bahrain Grand Prix
0 days 02:22:39.774000,MAG,20,47.0,4.0,0 days 02:20:56.232000,,SOFT,4.0,False,Haas F1 Team,4,7.0,2022,1,Bahrain Grand Prix
0 days 01:27:59.451000,TSU,22,15.0,1.0,,0 days 01:27:57.709000,SOFT,15.0,True,AlphaTauri,1,7.0,2022,1,Bahrain Grand Prix
0 days 01:30:01.440000,TSU,22,16.0,2.0,0 days 01:28:23.827000,,MEDIUM,1.0,True,AlphaTauri,1,14.0,2022,1,Bahrain Grand Prix
0 days 01:51:39.561000,TSU,22,29.0,2.0,,0 days 01:51:37.821000,MEDIUM,14.0,True,AlphaTauri,1,11.0,2022,1,Bahrain Grand Prix
0 days 01:53:38.771000,TSU,22,30.0,3.0,0 days 01:52:02.182000,,SOFT,1.0,True,AlphaTauri,1,14.0,2022,1,Bahrain Grand Prix
0 days 02:16:41.737000,TSU,22,44.0,3.0,,0 days 02:16:40.022000,SOFT,15.0,True,AlphaTauri,1,10.0,2022,1,Bahrain Grand Prix
0 days 02:19:09.736000,TSU,22,45.0,4.0,0 days 02:17:04.182000,,SOFT,4.0,False,AlphaTauri,164,12.0,2022,1,Bahrain Grand Prix
0 days 01:24:49.241000,ALB,23,13.0,1.0,,0 days 01:24:47.519000,SOFT,13.0,True,Williams,1,14.0,2022,1,Bahrain Grand Prix
0 days 01:26:50.316000,ALB,23,14.0,2.0,0 days 01:25:12.425000,,MEDIUM,1.0,True,Williams,12,20.0,2022,1,Bahrain Grand Prix
0 days 02:02:12.023000,ALB,23,35.0,2.0,,0 days 02:02:10.293000,MEDIUM,22.0,True,Williams,1,16.0,2022,1,Bahrain Grand Prix
0 days 02:04:15.334000,ALB,23,36.0,3.0,0 days 02:02:35.905000,,MEDIUM,3.0,False,Williams,1,18.0,2022,1,Bahrain Grand Prix
0 days 02:21:57.034000,ALB,23,46.0,3.0,,0 days 02:21:55.321000,MEDIUM,13.0,False,Williams,4,14.0,2022,1,Bahrain Grand Prix
0 days 02:24:18.388000,ALB,23,47.0,4.0,0 days 02:22:20.404000,,SOFT,4.0,False,Williams,4,15.0,2022,1,Bahrain Grand Prix
0 days 01:28:05.674000,ZHO,24,15.0,1.0,,0 days 01:28:03.937000,SOFT,15.0,True,Alfa Romeo,1,8.0,2022,1,Bahrain Grand Prix
0 days 01:30:07.396000,ZHO,24,16.0,2.0,0 days 01:28:29.394000,,MEDIUM,1.0,True,Alfa Romeo,1,18.0,2022,1,Bahrain Grand Prix
0 days 02:05:02.467000,ZHO,24,37.0,2.0,,0 days 02:05:00.732000,MEDIUM,22.0,True,Alfa Romeo,1,9.0,2022,1,Bahrain Grand Prix
0 days 02:07:02.498000,ZHO,24,38.0,3.0,0 days 02:05:26.072000,,MEDIUM,1.0,True,Alfa Romeo,1,13.0,2022,1,Bahrain Grand Prix
0 days 02:18:47.400000,ZHO,24,45.0,3.0,,0 days 02:18:45.690000,MEDIUM,8.0,True,Alfa Romeo,164,9.0,2022,1,Bahrain Grand Prix
0 days 02:21:23.086000,ZHO,24,46.0,4.0,0 days 02:19:14.342000,,SOFT,4.0,False,Alfa Romeo,4,13.0,2022,1,Bahrain Grand Prix
0 days 01:35:13.322000,HUL,27,19.0,1.0,,0 days 01:35:11.601000,SOFT,19.0,True,Aston Martin,1,17.0,2022,1,Bahrain Grand Prix
0 days 01:37:17.033000,HUL,27,20.0,2.0,0 days 01:35:38.959000,,SOFT,1.0,True,Aston Martin,1,20.0,2022,1,Bahrain Grand Prix
0 days 02:05:49.299000,HUL,27,37.0,2.0,,0 days 02:05:47.615000,SOFT,18.0,True,Aston Martin,1,17.0,2022,1,Bahrain Grand Prix
0 days 02:07:51.667000,HUL,27,38.0,3.0,0 days 02:06:14.300000,,MEDIUM,1.0,True,Aston Martin,1,20.0,2022,1,Bahrain Grand Prix
0 days 02:18:00.865000,HUL,27,44.0,3.0,,0 days 02:17:59.158000,MEDIUM,7.0,True,Aston Martin,164,20.0,2022,1,Bahrain Grand Prix
0 days 02:20:29.217000,HUL,27,45.0,4.0,0 days 02:18:24.957000,,SOFT,1.0,True,Aston Martin,4,19.0,2022,1,Bahrain Grand Prix
0 days 01:31:48.322000,RIC,3,17.0,1.0,,0 days 01:31:46.578000,MEDIUM,17.0,True,McLaren,1,18.0,2022,1,Bahrain Grand Prix
0 days 01:33:48.378000,RIC,3,18.0,2.0,0 days 01:32:11.509000,,SOFT,1.0,True,McLaren,1,20.0,2022,1,Bahrain Grand Prix
0 days 01:58:55.538000,RIC,3,33.0,2.0,,0 days 01:58:53.818000,SOFT,16.0,True,McLaren,1,17.0,2022,1,Bahrain Grand Prix
0 days 02:00:58.388000,RIC,3,34.0,3.0,0 days 01:59:18.746000,,HARD,1.0,True,McLaren,1,19.0,2022,1,Bahrain Grand Prix
0 days 02:17:43.121000,RIC,3,44.0,3.0,,0 days 02:17:41.406000,HARD,11.0,True,McLaren,164,17.0,2022,1,Bahrain Grand Prix
0 days 02:20:11.824000,RIC,3,45.0,4.0,0 days 02:18:06.559000,,SOFT,1.0,True,McLaren,4,18.0,2022,1,Bahrain Grand Prix
0 days 01:26:13.569000,OCO,31,14.0,1.0,,0 days 01:26:11.835000,SOFT,14.0,True,Alpine,12,8.0,2022,1,Bahrain Grand Prix
0 days 01:28:19.203000,OCO,31,15.0,2.0,0 days 01:26:42.326000,,MEDIUM,1.0,True,Alpine,1,16.0,2022,1,Bahrain Grand Prix
0 days 01:53:14.870000,OCO,31,30.0,2.0,,0 days 01:53:13.145000,MEDIUM,16.0,True,Alpine,1,9.0,2022,1,Bahrain Grand Prix
0 days 01:55:15.694000,OCO,31,31.0,3.0,0 days 01:53:38.564000,,HARD,1.0,True,Alpine,1,13.0,2022,1,Bahrain Grand Prix
0 days 02:15:00.672000,OCO,31,43.0,3.0,,0 days 02:14:58.944000,HARD,13.0,True,Alpine,1,9.0,2022,1,Bahrain Grand Prix
0 days 02:16:57.452000,OCO,31,44.0,4.0,0 days 02:15:23.361000,,SOFT,4.0,False,Alpine,1,12.0,2022,1,Bahrain Grand Prix
0 days 01:43:43.132000,NOR,4,24.0,1.0,,0 days 01:43:41.414000,MEDIUM,24.0,True,McLaren,1,17.0,2022,1,Bahrain Grand Prix
0 days 01:45:45.277000,NOR,4,25.0,2.0,0 days 01:44:05.988000,,HARD,1.0,True,McLaren,1,20.0,2022,1,Bahrain Grand Prix
0 days 02:12:25.443000,NOR,4,41.0,2.0,,0 days 02:12:23.749000,HARD,17.0,True,McLaren,1,16.0,2022,1,Bahrain Grand Prix
0 days 02:14:26.156000,NOR,4,42.0,3.0,0 days 02:12:51.099000,,SOFT,1.0,True,McLaren,1,19.0,2022,1,Bahrain Grand Prix
0 days 02:20:01.646000,NOR,4,45.0,3.0,,0 days 02:19:59.942000,SOFT,4.0,True,McLaren,4,16.0,2022,1,Bahrain Grand Prix
0 days 02:22:25.394000,NOR,4,46.0,4.0,0 days 02:20:24.960000,,SOFT,4.0,False,McLaren,4,17.0,2022,1,Bahrain Grand Prix
0 days 01:20:56.498000,HAM,44,11.0,1.0,,0 days 01:20:54.774000,SOFT,13.0,False,Mercedes,1,5.0,2022,1,Bahrain Grand Prix
0 days 01:23:00.195000,HAM,44,12.0,2.0,0 days 01:21:19.982000,,HARD,2.0,False,Mercedes,1,12.0,2022,1,Bahrain Grand Prix
0 days 01:47:46.175000,HAM,44,27.0,2.0,,0 days 01:47:44.474000,HARD,17.0,False,Mercedes,1,5.0,2022,1,Bahrain Grand Prix
0 days 01:49:47.451000,HAM,44,28.0,3.0,0 days 01:48:10.252000,,MEDIUM,1.0,True,Mercedes,1,8.0,2022,1,Bahrain Grand Prix
0 days 02:15:54.411000,HAM,44,44.0,3.0,,0 days 02:15:52.700000,MEDIUM,17.0,True,Mercedes,1,4.0,2022,1,Bahrain Grand Prix
0 days 02:18:06.152000,HAM,44,45.0,4.0,0 days 02:16:18.295000,,SOFT,4.0,False,Mercedes,164,6.0,2022,1,Bahrain Grand Prix
0 days 01:23:10.759000,MSC,47,12.0,1.0,,0 days 01:23:09.051000,SOFT,12.0,True,Haas F1 Team,1,17.0,2022,1,Bahrain Grand Prix
0 days 01:25:10.228000,MSC,47,13.0,2.0,0 days 01:23:34.239000,,MEDIUM,1.0,True,Haas F1 Team,1,20.0,2022,1,Bahrain Grand Prix
0 days 02:02:00.786000,MSC,47,35.0,2.0,,0 days 02:01:59.058000,MEDIUM,23.0,True,Haas F1 Team,1,14.0,2022,1,Bahrain Grand Prix
0 days 02:03:59.286000,MSC,47,36.0,3.0,0 days 02:02:24.649000,,SOFT,3.0,False,Haas F1 Team,1,15.0,2022,1,Bahrain Grand Prix
0 days 01:25:52.628000,SAI,55,14.0,1.0,,0 days 01:25:50.867000,SOFT,17.0,False,Ferrari,12,4.0,2022,1,Bahrain Grand Prix
0 days 01:27:50.955000,SAI,55,15.0,2.0,0 days 01:26:15.605000,,SOFT,1.0,True,Ferrari,21,5.0,2022,1,Bahrain Grand Prix
0 days 01:57:23.572000,SAI,55,33.0,2.0,,0 days 01:57:21.887000,SOFT,19.0,True,Ferrari,1,1.0,2022,1,Bahrain Grand Prix
0 days 01:59:20.673000,SAI,55,34.0,3.0,0 days 01:57:46.281000,,MEDIUM,1.0,True,Ferrari,1,3.0,2022,1,Bahrain Grand Prix
0 days 02:15:32.946000,SAI,55,44.0,3.0,,0 days 02:15:31.243000,MEDIUM,11.0,True,Ferrari,1,2.0,2022,1,Bahrain Grand Prix
0 days 02:17:36.632000,SAI,55,45.0,4.0,0 days 02:15:55.532000,,SOFT,4.0,False,Ferrari,16,3.0,2022,1,Bahrain Grand Prix
0 days 01:26:40.910000,LAT,6,14.0,1.0,,0 days 01:26:39.203000,SOFT,14.0,True,Williams,12,18.0,2022,1,Bahrain Grand Prix
0 days 01:28:39.444000,LAT,6,15.0,2.0,0 days 01:27:03.640000,,SOFT,1.0,True,Williams,1,20.0,2022,1,Bahrain Grand Prix
0 days 01:57:21.844000,LAT,6,32.0,2.0,,0 days 01:57:20.263000,SOFT,18.0,True,Williams,1,20.0,2022,1,Bahrain Grand Prix
0 days 01:59:25.164000,LAT,6,33.0,3.0,0 days 01:57:44.893000,,MEDIUM,1.0,True,Williams,1,20.0,2022,1,Bahrain Grand Prix
0 days 02:20:09.583000,LAT,6,45.0,3.0,,0 days 02:20:07.866000,MEDIUM,13.0,True,Williams,4,17.0,2022,1,Bahrain Grand Prix
0 days 02:22:27.884000,LAT,6,46.0,4.0,0 days 02:20:32.501000,,SOFT,4.0,False,Williams,4,18.0,2022,1,Bahrain Grand Prix
0 days 01:27:40.970000,RUS,63,15.0,1.0,,0 days 01:27:39.275000,SOFT,18.0,False,Mercedes,21,3.0,2022,1,Bahrain Grand Prix
0 days 01:29:43.340000,RUS,63,16.0,2.0,0 days 01:28:05.169000,,HARD,2.0,False,Mercedes,1,6.0,2022,1,Bahrain Grand Prix
0 days 01:57:47.978000,RUS,63,33.0,2.0,,0 days 01:57:46.234000,HARD,19.0,False,Mercedes,1,5.0,2022,1,Bahrain Grand Prix
0 days 01:59:47.616000,RUS,63,34.0,3.0,0 days 01:58:11.566000,,MEDIUM,1.0,True,Mercedes,1,7.0,2022,1,Bahrain Grand Prix
0 days 02:17:55.341000,RUS,63,45.0,3.0,,0 days 02:17:54.024000,MEDIUM,12.0,True,Mercedes,164,5.0,2022,1,Bahrain Grand Prix
0 days 02:20:25.936000,RUS,63,46.0,4.0,0 days 02:18:19.190000,,SOFT,3.0,False,Mercedes,4,6.0,2022,1,Bahrain Grand Prix
0 days 01:26:21.237000,BOT,77,14.0,1.0,,0 days 01:26:19.509000,SOFT,17.0,False,Alfa Romeo,12,11.0,2022,1,Bahrain Grand Prix
0 days 01:28:21.906000,BOT,77,15.0,2.0,0 days 01:26:45.446000,,MEDIUM,1.0,True,Alfa Romeo,1,17.0,2022,1,Bahrain Grand Prix
0 days 02:03:18.175000,BOT,77,36.0,2.0,,0 days 02:03:16.474000,MEDIUM,22.0,True,Alfa Romeo,1,7.0,2022,1,Bahrain Grand Prix
0 days 02:05:17.074000,BOT,77,37.0,3.0,0 days 02:03:41.611000,,MEDIUM,1.0,True,Alfa Romeo,1,13.0,2022,1,Bahrain Grand Prix
0 days 02:18:41.707000,BOT,77,45.0,3.0,,0 days 02:18:39.972000,MEDIUM,9.0,True,Alfa Romeo,164,8.0,2022,1,Bahrain Grand Prix
0 days 02:21:10.475000,BOT,77,46.0,4.0,0 days 02:19:05.183000,,SOFT,3.0,False,Alfa Romeo,4,8.0,2022,1,Bahrain Grand Prix
0 days 01:28:00.101000,VER,1,16.0,1.0,,0 days 01:27:59.039000,MEDIUM,16.0,True,Red Bull Racing,1264,2.0,2022,2,Saudi Arabian Grand Prix
0 days 01:31:02.769000,VER,1,17.0,2.0,0 days 01:28:19.770000,,HARD,1.0,True,Red Bull Racing,4,2.0,2022,2,Saudi Arabian Grand Prix
0 days 01:26:54.393000,GAS,10,15.0,1.0,,0 days 01:26:53.342000,MEDIUM,15.0,True,AlphaTauri,1,11.0,2022,2,Saudi Arabian Grand Prix
0 days 01:29:18.124000,GAS,10,16.0,2.0,0 days 01:27:16.154000,,HARD,1.0,True,AlphaTauri,1264,15.0,2022,2,Saudi Arabian Grand Prix
0 days 01:26:13.958000,PER,11,15.0,1.0,,0 days 01:26:12.906000,MEDIUM,15.0,True,Red Bull Racing,1,2.0,2022,2,Saudi Arabian Grand Prix
0 days 01:28:22.064000,PER,11,16.0,2.0,0 days 01:26:33.384000,,HARD,1.0,True,Red Bull Racing,1264,4.0,2022,2,Saudi Arabian Grand Prix
0 days 01:28:41.826000,ALO,14,16.0,1.0,,0 days 01:28:40.704000,MEDIUM,16.0,True,Alpine,1264,6.0,2022,2,Saudi Arabian Grand Prix
0 days 01:31:15.224000,ALO,14,17.0,2.0,0 days 01:29:02.229000,,HARD,1.0,True,Alpine,4,8.0,2022,2,Saudi Arabian Grand Prix
0 days 01:27:56.692000,LEC,16,16.0,1.0,,0 days 01:27:55.649000,MEDIUM,16.0,True,Ferrari,1264,1.0,2022,2,Saudi Arabian Grand Prix
0 days 01:31:01.313000,LEC,16,17.0,2.0,0 days 01:28:16.673000,,HARD,1.0,True,Ferrari,4,1.0,2022,2,Saudi Arabian Grand Prix
0 days 01:23:50.761000,STR,18,13.0,1.0,,0 days 01:23:49.710000,MEDIUM,14.0,False,Aston Martin,1,15.0,2022,2,Saudi Arabian Grand Prix
0 days 01:25:47.058000,STR,18,14.0,2.0,0 days 01:24:12.053000,,HARD,2.0,False,Aston Martin,1,17.0,2022,2,Saudi Arabian Grand Prix
0 days 02:05:58.956000,MAG,20,37.0,1.0,,0 days 02:05:57.903000,HARD,39.0,False,Haas F1 Team,12,7.0,2022,2,Saudi Arabian Grand Prix
0 days 02:08:22.675000,MAG,20,38.0,2.0,0 days 02:06:20.285000,,MEDIUM,3.0,False,Haas F1 Team,26,12.0,2022,2,Saudi Arabian Grand Prix
0 days 01:23:55.669000,ALB,23,13.0,1.0,,0 days 01:23:54.631000,MEDIUM,13.0,True,Williams,1,17.0,2022,2,Saudi Arabian Grand Prix
0 days 01:25:51.082000,ALB,23,14.0,2.0,0 days 01:24:15.299000,,HARD,1.0,True,Williams,1,18.0,2022,2,Saudi Arabian Grand Prix
0 days 01:28:57.456000,ZHO,24,16.0,1.0,,0 days 01:28:56.477000,MEDIUM,16.0,True,Alfa Romeo,1264,12.0,2022,2,Saudi Arabian Grand Prix
0 days 01:31:31.210000,ZHO,24,17.0,2.0,0 days 01:29:30.130000,,HARD,1.0,True,Alfa Romeo,4,15.0,2022,2,Saudi Arabian Grand Prix
0 days 01:50:20.154000,ZHO,24,27.0,2.0,,0 days 01:50:19.110000,HARD,11.0,True,Alfa Romeo,1,16.0,2022,2,Saudi Arabian Grand Prix
0 days 01:52:08.605000,ZHO,24,28.0,3.0,0 days 01:50:34.215000,,HARD,12.0,False,Alfa Romeo,1,17.0,2022,2,Saudi Arabian Grand Prix
0 days 02:06:17.792000,HUL,27,37.0,1.0,,0 days 02:06:16.735000,HARD,38.0,False,Aston Martin,12,13.0,2022,2,Saudi Arabian Grand Prix
0 days 02:08:42.110000,HUL,27,38.0,2.0,0 days 02:06:38.176000,,MEDIUM,2.0,False,Aston Martin,26,14.0,2022,2,Saudi Arabian Grand Prix
0 days 01:15:38.724000,RIC,3,8.0,1.0,,0 days 01:15:37.674000,MEDIUM,8.0,True,McLaren,1,15.0,2022,2,Saudi Arabian Grand Prix
0 days 01:17:32.872000,RIC,3,9.0,2.0,0 days 01:15:58.311000,,HARD,1.0,True,McLaren,1,18.0,2022,2,Saudi Arabian Grand Prix
0 days 02:09:49.418000,RIC,3,36.0,2.0,,0 days 02:09:49.444000,HARD,28.0,True,McLaren,126,16.0,2022,2,Saudi Arabian Grand Prix
0 days 01:28:52.349000,OCO,31,16.0,1.0,,0 days 01:28:51.304000,MEDIUM,16.0,True,Alpine,1264,9.0,2022,2,Saudi Arabian Grand Prix
0 days 01:31:18.326000,OCO,31,17.0,2.0,0 days 01:29:12.433000,,HARD,1.0,True,Alpine,4,11.0,2022,2,Saudi Arabian Grand Prix
0 days 01:28:56.262000,NOR,4,16.0,1.0,,0 days 01:28:55.209000,MEDIUM,16.0,True,McLaren,1264,11.0,2022,2,Saudi Arabian Grand Prix
0 days 01:31:24.848000,NOR,4,17.0,2.0,0 days 01:29:15.592000,,HARD,1.0,True,McLaren,4,13.0,2022,2,Saudi Arabian Grand Prix
0 days 02:12:00.645000,HAM,44,40.0,1.0,,0 days 02:11:59.558000,HARD,41.0,False,Mercedes,671,6.0,2022,2,Saudi Arabian Grand Prix
0 days 02:13:53.707000,HAM,44,41.0,2.0,0 days 02:12:21.356000,,MEDIUM,1.0,True,Mercedes,1,12.0,2022,2,Saudi Arabian Grand Prix
0 days 01:28:05.635000,SAI,55,16.0,1.0,,0 days 01:28:04.594000,MEDIUM,16.0,True,Ferrari,1264,3.0,2022,2,Saudi Arabian Grand Prix
0 days 01:31:06.465000,SAI,55,17.0,2.0,0 days 01:28:26.142000,,HARD,1.0,True,Ferrari,4,4.0,2022,2,Saudi Arabian Grand Prix
0 days 01:28:22.595000,RUS,63,16.0,1.0,,0 days 01:28:21.549000,MEDIUM,16.0,True,Mercedes,1264,5.0,2022,2,Saudi Arabian Grand Prix
0 days 01:31:09.638000,RUS,63,17.0,2.0,0 days 01:28:42.969000,,HARD,1.0,True,Mercedes,4,5.0,2022,2,Saudi Arabian Grand Prix
0 days 01:28:45.155000,BOT,77,16.0,1.0,,0 days 01:28:44.084000,MEDIUM,16.0,True,Alfa Romeo,1264,7.0,2022,2,Saudi Arabian Grand Prix
0 days 01:31:17.348000,BOT,77,17.0,2.0,0 days 01:29:06.651000,,HARD,1.0,True,Alfa Romeo,4,10.0,2022,2,Saudi Arabian Grand Prix
0 days 02:02:50.052000,BOT,77,35.0,2.0,,0 days 02:02:48.991000,HARD,19.0,True,Alfa Romeo,1,10.0,2022,2,Saudi Arabian Grand Prix
0 days 02:05:05.883000,BOT,77,36.0,3.0,0 days 02:03:11.780000,0 days 02:05:04.826000,MEDIUM,1.0,True,Alfa Romeo,1,15.0,2022,2,Saudi Arabian Grand Prix
0 days 01:30:53.974000,VER,1,18.0,1.0,,0 days 01:30:37.751000,MEDIUM,18.0,True,Red Bull Racing,1,7.0,2022,3,Australian Grand Prix
0 days 01:32:23.059000,VER,1,19.0,2.0,0 days 01:30:56.023000,,HARD,1.0,True,Red Bull Racing,1,7.0,2022,3,Australian Grand Prix
0 days 01:35:32.673000,GAS,10,21.0,1.0,,0 days 01:35:15.819000,MEDIUM,21.0,True,AlphaTauri,1,15.0,2022,3,Australian Grand Prix
0 days 01:37:02.883000,GAS,10,22.0,2.0,0 days 01:35:34.728000,,HARD,1.0,True,AlphaTauri,1,15.0,2022,3,Australian Grand Prix
0 days 01:33:49.582000,PER,11,20.0,1.0,,0 days 01:33:34.237000,MEDIUM,20.0,True,Red Bull Racing,1,6.0,2022,3,Australian Grand Prix
0 days 01:35:21.257000,PER,11,21.0,2.0,0 days 01:33:51.652000,,HARD,1.0,True,Red Bull Racing,1,7.0,2022,3,Australian Grand Prix
0 days 02:04:41.303000,ALO,14,39.0,1.0,,0 days 02:04:24.574000,HARD,39.0,True,Alpine,16,12.0,2022,3,Australian Grand Prix
0 days 02:06:12.260000,ALO,14,40.0,2.0,0 days 02:04:43.390000,,MEDIUM,1.0,True,Alpine,671,13.0,2022,3,Australian Grand Prix
0 days 02:24:45.251000,ALO,14,53.0,2.0,,0 days 02:24:28.940000,MEDIUM,14.0,True,Alpine,1,17.0,2022,3,Australian Grand Prix
0 days 02:26:18.140000,ALO,14,54.0,3.0,0 days 02:24:47.369000,,MEDIUM,1.0,True,Alpine,1,17.0,2022,3,Australian Grand Prix
