Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap,Year,RoundNumber
2022-05-08 20:46:25,Other,"LAPPED CARS MAY NOW OVERTAKE THE SAFETY CAR: 10, 6, 22",,,,,,45,2022,5
2022-05-08 20:48:23,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,46,2022,5
2022-05-29 13:00:12,Other,FORMATION LAP WILL BE STARTED BEHIND THE SAFETY CAR,,,,,,1,2022,7
2022-05-29 13:06:00,Other,FORMATION LAP WILL START AT 15:16 BEHIND SAFETY CAR,,,,,,1,2022,7
2022-05-29 13:08:47,Other,FORMATION LAP WILL START AT 15:16 BEHIND SAFETY CAR ON EXTREME WET TYRES,,,,,,1,2022,7
2022-05-29 14:00:15,Other,RACE WILL RESUME AT 16:05 BEHIND SAFETY CAR,,,,,,1,2022,7
2022-05-29 14:08:06,Other,SAFETY CAR WILL ENTER PITS: ROLLING START,,,,,,2,2022,7
2022-05-29 14:47:46,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,27,2022,7
2022-05-29 14:49:34,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,27,2022,7
2022-05-29 15:18:27,Other,SAFETY CAR WILL ENTER PITS: ROLLING START,,,,,,32,2022,7
2022-06-12 11:20:09,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,9,2022,8
2022-06-12 11:22:06,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,10,2022,8
2022-06-12 12:04:22,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,33,2022,8
2022-06-12 12:08:28,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,35,2022,8
2022-06-19 18:14:12,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,9,2022,9
2022-06-19 18:16:55,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,10,2022,9
2022-06-19 18:29:10,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,20,2022,9
2022-06-19 18:30:36,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,20,2022,9
2022-06-19 19:08:19,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,49,2022,9
2022-06-19 19:15:06,Other,"LAPPED CARS MAY NOW OVERTAKE THE SAFETY CAR: 20, 18, 10, 23, 4, 6",,,,,,53,2022,9
2022-06-19 19:17:14,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,54,2022,9
2022-06-19 19:29:32,Other,INCIDENT INVOLVING CAR 5 (VET) NOTED - SAFETY CAR INFRINGEMENT,,,,,,63,2022,9
2022-06-19 19:30:49,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 5 (VET) WILL BE INVESTIGATED AFTER THE RACE - SAFETY CAR INFRINGEMENT,,,,,,64,2022,9
2022-07-03 14:56:52,Other,SAFETY CAR WILL ENTER PITS: STANDING START,,,,,,2,2022,10
2022-07-03 15:57:11,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,39,2022,10
2022-07-03 16:02:06,Other,"LAPPED CARS MAY NOW OVERTAKE THE SAFETY CAR: 3, 22",,,,,,41,2022,10
2022-07-03 16:03:16,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,42,2022,10
2022-07-10 14:11:18,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,58,2022,11
2022-07-10 14:13:46,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,59,2022,11
2022-07-24 13:33:16,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,18,2022,12
2022-07-24 13:37:04,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,20,2022,12
2022-07-24 14:26:48,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,50,2022,12
2022-07-24 14:27:46,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,50,2022,12
2022-07-24 14:28:30,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,50,2022,12
2022-07-24 14:45:02,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,53,2022,12
2022-07-31 13:04:36,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,2,2022,13
2022-07-31 13:06:43,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,3,2022,13
2022-07-31 14:38:37,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,68,2022,13
2022-07-31 14:40:28,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,69,2022,13
2022-08-28 13:06:52,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,2,2022,14
2022-08-28 13:12:21,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,4,2022,14
2022-09-04 14:03:28,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,48,2022,15
2022-09-04 14:07:03,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,50,2022,15
2022-09-04 14:15:19,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,56,2022,15
2022-09-04 14:17:39,SafetyCar,SAFETY CAR THROUGH THE PIT LANE,THROUGH THE PIT LANE,,,,,57,2022,15
2022-09-04 14:20:06,Other,SAFETY CAR WILL USE START/FINISH STRAIGHT,,,,,,58,2022,15
2022-09-04 14:21:11,Other,"LAPPED CARS MAY NOW OVERTAKE THE SAFETY CAR: 6, 23, 47, 5, 20, 24, 3",,,,,,59,2022,15
2022-09-04 14:22:54,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,60,2022,15
2022-09-11 13:19:51,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,12,2022,16
2022-09-11 13:21:01,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,12,2022,16
2022-09-11 14:11:44,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,48,2022,16
2022-09-11 14:22:04,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,53,2022,16
2022-10-02 13:24:37,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,8,2022,17
2022-10-02 13:29:00,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,10,2022,17
2022-10-02 13:53:08,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,22,2022,17
2022-10-02 13:56:01,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,23,2022,17
2022-10-02 14:03:02,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,26,2022,17
2022-10-02 14:04:26,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,27,2022,17
2022-10-02 14:07:56,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,28,2022,17
2022-10-02 14:11:56,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,30,2022,17
2022-10-02 14:24:29,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,36,2022,17
2022-10-02 14:32:21,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,39,2022,17
2022-10-02 14:35:38,Other,INCIDENT INVOLVING CAR 11 (PER) NOTED - SAFETY CAR INFRINGEMENT,,,,,,40,2022,17
2022-10-02 14:55:10,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) WILL BE INVESTIGATED AFTER THE RACE - SAFETY CAR INFRINGEMENT,,,,,,51,2022,17
2022-10-09 05:05:10,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,1,2022,18
2022-10-09 05:36:08,Other,THERE WILL BE MORE THAN ONE LAP BEHIND THE SAFETY CAR,,,,,,3,2022,18
2022-10-09 07:21:40,Other,SAFETY CAR WILL ENTER PITS: ROLLING START PROCEDURE,,,,,,5,2022,18
2022-10-23 19:34:07,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,18,2022,19
2022-10-23 19:40:45,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,21,2022,19
2022-10-23 19:44:13,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,22,2022,19
2022-10-23 19:51:46,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,25,2022,19
2022-10-23 19:55:11,Other,INCIDENT INVOLVING CAR 10 (GAS) NOTED - MORE THAN 10 CAR LENGTHS BEHIND SAFETY CAR,,,,,,27,2022,19
2022-10-23 20:01:53,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) UNDER INVESTIGATION - MORE THAN 10 CAR LENGTHS BEHIND SAFETY CAR,,,,,,30,2022,19
2022-10-23 20:02:31,Other,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - SAFETY CAR INFRINGEMENT,,,,,,31,2022,19
2022-10-30 21:32:57,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,65,2022,20
2022-10-30 21:33:51,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,66,2022,20
2022-11-13 18:03:45,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,1,2022,21
2022-11-13 18:12:28,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,6,2022,21
2022-11-13 19:13:46,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,53,2022,21
2022-11-13 19:16:24,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,54,2022,21
2022-11-13 19:22:39,Other,"LAPPED CARS MAY NOW OVERTAKE THE SAFETY CAR: 23, 6",,,,,,58,2022,21
2022-11-13 19:24:33,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,59,2022,21
2022-11-13 19:41:53,Other,INCIDENT INVOLVING CARS 55 (SAI) AND 22 (TSU) NOTED - SAFETY CAR INFRINGEMENT,,,,,,71,2022,21
2022-11-13 19:45:45,Other,FIA STEWARDS: INCIDENT INVOLVING CARS 55 (SAI) AND 22 (TSU) REVIEWED NO FURTHER INVESTIGATION - SAFETY CAR INFRINGEMENT,,,,,,71,2022,21
